,2011-01-01,2011-04-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28
EarningsPerShareBasic,1.380,0.250,-0.370,0.790,0.000,6.710,0.430,0.530,0.760,0.330,0.240,0.930,0.350,0.210
EarningsPerShareDiluted,1.370,0.250,-0.370,0.790,0.000,6.710,0.430,0.530,0.750,0.330,0.230,0.920,0.340,0.230
EffectOfExchangeRateOnCashAndCashEquivalents,,,-114000000.000,,,,,,,,,,,
EffectiveIncomeTaxRateContinuingOperations,0.327,0.305,1.371,0.605,0.219,-2.612,0.352,0.344,0.223,-0.638,0.334,-0.064,0.363,-0.428
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseRestructuringCharges,,,0.040,,,,,,,,,,,
ExtinguishmentOfDebtAmount,25000000.000,,,,,,,,,,,,,
GainLossOnSaleOfBusiness,,,,,,,9000000.000,,,,0.000,,,
GainsLossesOnExtinguishmentOfDebt,-25000000.000,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,,,,,,,,,,,-25000000.000,,,
IncomeLossFromContinuingOperations,107000000.000,137000000.000,-34000000.000,33000000.000,38000000.000,-59000000.000,51000000.000,58000000.000,42000000.000,33000000.000,29000000.000,114000000.000,42000000.000,27000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,160000000.000,197000000.000,90000000.000,83000000.000,48000000.000,-258000000.000,78000000.000,89000000.000,54000000.000,35000000.000,44000000.000,107000000.000,66000000.000,50000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,107000000.000,137000000.000,-34000000.000,33000000.000,38000000.000,-59000000.000,51000000.000,58000000.000,42000000.000,33000000.000,29000000.000,114000000.000,42000000.000,27000000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.170,0.230,-0.060,0.060,0.060,-0.240,0.420,0.470,0.340,0.270,0.240,0.920,0.350,0.210
IncomeLossFromContinuingOperationsPerDilutedShare,0.170,0.220,-0.060,0.050,0.060,-0.230,0.410,0.470,0.340,0.270,0.230,0.910,0.340,0.230
IncomeLossFromDiscontinuedOperationsNetOfTax,775000000.000,19000000.000,-181000000.000,436000000.000,-40000000.000,655000000.000,2000000.000,7000000.000,51000000.000,8000000.000,0.000,1000000.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,2000000.000,3000000.000,2000000.000,1000000.000,,,,,0.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,773000000.000,16000000.000,-183000000.000,435000000.000,-40000000.000,655000000.000,2000000.000,7000000.000,51000000.000,8000000.000,0.000,1000000.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,1.210,0.030,-0.310,0.740,-0.070,6.950,0.020,0.060,0.420,0.050,0.000,0.010,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,1.200,0.030,-0.310,0.730,-0.070,6.960,0.020,0.060,0.410,0.060,0.000,0.010,0.000,0.000
IncomeTaxExpenseBenefit,53000000.000,60000000.000,124000000.000,50000000.000,10000000.000,-199000000.000,27000000.000,31000000.000,12000000.000,2000000.000,15000000.000,-7000000.000,24000000.000,23000000.000
IncomeTaxExpenseBenefitContinuingOperations,-11000000.000,-7000000.000,,,,,,,,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,75000000.000,,,,,,,,,,,
IncomeTaxReconciliationChangeInEnactedTaxRate,,,,,,,,,-1000000.000,,,,,
IncomeTaxReconciliationPriorYearIncomeTaxes,,,,,5000000.000,,,,-3000000.000,,,,,
IncomeTaxReconciliationRepatriationOfForeignEarnings,,,81000000.000,,,,,,,,,,,
IncomeTaxReconciliationTaxContingenciesForeign,,,-71000000.000,,,,,,,,,,,
IncomeTaxesPaidNet,,,56000000.000,,,,4000000.000,,,,0.000,,,
IncreaseDecreaseInAccountsPayable,,,27000000.000,,,,-55000000.000,,,,1000000.000,,,
IncreaseDecreaseInAccountsReceivable,,,32000000.000,,,,-13000000.000,,,,3000000.000,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,287000000.000,,,,16000000.000,,,,18000000.000,,,
IncreaseDecreaseInAccruedLiabilities,,,26000000.000,,,,-31000000.000,,,,-9000000.000,,,
IncreaseDecreaseInDeferredIncomeTaxes,,,-8000000.000,,,,-8000000.000,,,,4000000.000,,,
IncreaseDecreaseInInventories,,,221000000.000,,,,40000000.000,,,,13000000.000,,,
IncreaseDecreaseInOtherOperatingAssets,,,59000000.000,,,,-10000000.000,,,,2000000.000,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,4000000.000,4000000.000,,3000000.000,4000000.000,,1000000.000,,1000000.000,,2000000.000,1000000.000,1000000.000,-3000000.000
InterestExpense,28000000.000,25000000.000,30000000.000,29000000.000,29000000.000,-11000000.000,11000000.000,11000000.000,13000000.000,13000000.000,13000000.000,12000000.000,12000000.000,11000000.000
InterestIncomeExpenseNet,,,-21000000.000,-18000000.000,-18000000.000,-15000000.000,-9000000.000,-10000000.000,-11000000.000,-11000000.000,-11000000.000,-9000000.000,-10000000.000,-9000000.000
InvestmentIncomeInterest,7000000.000,9000000.000,9000000.000,11000000.000,11000000.000,-26000000.000,2000000.000,1000000.000,2000000.000,2000000.000,2000000.000,3000000.000,2000000.000,2000000.000
LossFromCatastrophes,,,,,,,,,,,,,400000.000,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,1000000.000,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,6000000.000,,,,27000000.000,,,,-27000000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,6000000.000,,,,27000000.000,,,,-27000000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,-53000000.000,,,,-14000000.000,,,,-256000000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-53000000.000,,,,-14000000.000,,,,-256000000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-220000000.000,,,,5000000.000,,,,59000000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-220000000.000,,,,5000000.000,,,,59000000.000,,,
NetIncomeLoss,880000000.000,153000000.000,-217000000.000,468000000.000,-2000000.000,596000000.000,53000000.000,65000000.000,93000000.000,41000000.000,29000000.000,115000000.000,42000000.000,27000000.000
OperatingIncomeLoss,206000000.000,213000000.000,111000000.000,101000000.000,66000000.000,-204000000.000,87000000.000,99000000.000,65000000.000,46000000.000,55000000.000,116000000.000,76000000.000,59000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,,10000000.000,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,-142000000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,1000000.000,,-21000000.000,,0.000,-1000000.000,0.000,0.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,,0.000,,1000000.000,-1000000.000,1000000.000,7000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,-1000000.000,,,,7000000.000,-11000000.000,-3000000.000,-1000000.000,0.000,-1000000.000,4000000.000,-2000000.000
OtherNoncashIncomeExpense,,,6000000.000,,,,,,,,-7000000.000,,,
PaymentsForProceedsFromBusinessesAndInterestInAffiliates,,,,,,,-16000000.000,,,,0.000,,,
PaymentsForProceedsFromDerivativeInstrumentInvestingActivities,,,-18000000.000,,,,-5000000.000,,,,3000000.000,,,
PaymentsForProceedsFromInvestments,,,,,,,,,,,193000000.000,,,
PaymentsForRepurchaseOfCommonStock,,,,,,,,,,,10000000.000,,,
PaymentsForRestructuring,,,66000000.000,,,,27000000.000,,,,21000000.000,,,
PaymentsOfDividends,,,68000000.000,,,,,,,,15000000.000,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,,,,,35000000.000,,,
PaymentsToAcquireProductiveAssets,,,,,,,1000000.000,,,,2000000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,55000000.000,,,,35000000.000,,,,23000000.000,,,
PaymentsToAcquireSoftware,,,1000000.000,,,,,,,,,,,
PaymentsToMinorityShareholders,,,10000000.000,,,,,,,,,,,
PensionContributions,,,115000000.000,,,,2000000.000,,,,1000000.000,,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,-16000000.000,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,29000000.000,,,,27000000.000,,,,2000000.000,,,
ProceedsFromOtherDebt,,,30000000.000,,,,,,,,,,,
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,,,187000000.000,,,,,,,,,,,
ProceedsFromSaleOfProductiveAssets,,,1000000.000,,,,1000000.000,,,,0.000,,,
ProfitLoss,882000000.000,156000000.000,-215000000.000,469000000.000,-2000000.000,596000000.000,53000000.000,65000000.000,93000000.000,41000000.000,29000000.000,115000000.000,42000000.000,27000000.000
RestructuringCharges,33000000.000,4000000.000,,5000000.000,14000000.000,,,,,,-17000000.000,,,
RestructuringReserveSettledWithCash,,,,,,,,,,,21000000.000,,,
Revenues,2349000000.000,2220000000.000,1943000000.000,2081000000.000,1899000000.000,-1829000000.000,1011000000.000,1060000000.000,924000000.000,925000000.000,984000000.000,1082000000.000,955000000.000,1064000000.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,,-8000000.000,-7000000.000,-4000000.000,13000000.000,,,0.000,,,,,
SalesRevenueNet,2349000000.000,2220000000.000,1943000000.000,2081000000.000,1899000000.000,-1829000000.000,1011000000.000,1060000000.000,924000000.000,925000000.000,984000000.000,1082000000.000,955000000.000,1064000000.000
SegmentReportingInformationIntersegmentRevenue,-6000000.000,-7000000.000,,,,,,,,,,,,
SegmentReportingInformationRevenue,,,1951000000.000,2088000000.000,1903000000.000,-1842000000.000,1011000000.000,1060000000.000,924000000.000,925000000.000,984000000.000,,,
SegmentReportingSegmentOperatingProfitLoss,261000000.000,255000000.000,,,,,,,,,,,,
SegmentReportingSegmentRevenue,2355000000.000,2227000000.000,,,,,,,,,,,,
SellingGeneralAndAdministrativeExpense,552000000.000,518000000.000,455000000.000,497000000.000,458000000.000,-446000000.000,222000000.000,224000000.000,205000000.000,204000000.000,207000000.000,202000000.000,200000000.000,236000000.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,,-9000000.000,,,,1000000.000,,,,3000000.000,,,
StockIssuedDuringPeriodValueStockOptionsExercised,,,30000000.000,,,,29000000.000,,,,3000000.000,,,
StockRepurchaseProgramAuthorizedAmount,,,1200000000.000,,,,,,,,,,,
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount,,,,,,,,,,,1200000000.000,,,
StockRepurchasedAndRetiredDuringPeriodShares,,,,,,,,,,,300000.000,,,
StockRepurchasedDuringPeriodValue,,,,,,,,,,,-10000000.000,,,
TaxAdjustmentsSettlementsAndUnusualProvisions,,,,,24000000.000,,,,,,,-45000000.000,2000000.000,
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,,50000000.000,,,,,,,,,,,
UnrecognizedTaxBenefitsDecreasesResultingFromSettlementsWithTaxingAuthorities,,,1000000.000,,,,,,,,,,,
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,,-69000000.000,,,,,,,,,,,
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,,1000000.000,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,642000000.000,609000000.000,591000000.000,595000000.000,597000000.000,-1664000000.000,123000000.000,123000000.000,124000000.000,-247000000.000,125000000.000,124000000.000,124000000.000,-249000000.000
WeightedAverageNumberOfSharesOutstandingBasic,638000000.000,605000000.000,591000000.000,592000000.000,593000000.000,-1657000000.000,122000000.000,123000000.000,123000000.000,-245000000.000,123000000.000,123000000.000,123000000.000,-246000000.000
