,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,471000.000,456000.000,438000.000,493000.000,825000.000,366000.000,428000.000,469000.000,362000.000,268000.000,276000.000,248000.000,4657000.000,188000.000
AccountsReceivableNet,28000.000,17000.000,4000.000,3000.000,,,,,,,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,,,5100000.000,2800000.000,3100000.000,3300000.000,3400000.000,3700000.000,3700000.000,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-1746000.000,-1587000.000,-1256000.000,-1171000.000,-1086000.000,-908000.000,-542000.000,-302000.000,-202000.000,-128000.000,0.000,,,
Assets,75050000.000,63354000.000,53962000.000,45457000.000,37007000.000,21120000.000,15653000.000,10885000.000,8874000.000,6604000.000,5163000.000,4815000.000,3453000.000,2517000.000
CapitalLeasesFutureMinimumPaymentsReceivable,,,,,,,15674000.000,,,,6087000.000,,,
CapitalLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,10198000.000,,,,3698000.000,,,
CapitalLeasesFutureMinimumPaymentsReceivableDueThereafter,,,,,,,175000.000,,,,55000.000,,,
CapitalLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,55000.000,,,,80000.000,,,
CapitalLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,796000.000,,,,148000.000,,,
CapitalLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,1296000.000,,,,1030000.000,,,
CapitalLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,3154000.000,,,,1076000.000,,,
Cash,207000.000,29000.000,21000.000,220000.000,118000.000,384000.000,249000.000,94000.000,145000.000,119000.000,40000.000,490000.000,330000.000,290000.000
CashCollateralForBorrowedSecurities,,,,,,,722000.000,,,,,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,0.109,,,,0.360,,,
DeferredFinanceCostsNet,1727000.000,1508000.000,1302000.000,1174000.000,1156000.000,835000.000,521000.000,380000.000,229000.000,109000.000,8000.000,0.000,0.000,
DerivativeLiabilities,1349000.000,1040000.000,773000.000,601000.000,438000.000,318000.000,217000.000,141000.000,87000.000,47000.000,0.000,,,
DerivativeNumberOfInstrumentsHeld,,,,,20.000,20.000,20.000,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,17073000.000,17156000.000,17149000.000,17077000.000,16921000.000,16739000.000,16687000.000,16525000.000,16449000.000,16390000.000,16279000.000,16411000.000,16379000.000,16390000.000
FinancingReceivableAllowanceForCreditLosses,,,,,780000.000,610000.000,680000.000,680000.000,,,,,,
FinancingReceivableRecordedInvestmentCurrent,,,,,23352000.000,17408000.000,12951000.000,9614000.000,7477000.000,5570000.000,4753000.000,4099000.000,2697000.000,2152000.000
FinancingReceivableRecordedInvestmentNonaccrualStatus,,,,,1600000.000,906000.000,1100000.000,326000.000,216000.000,267000.000,420000.000,82000.000,30000.000,94000.000
FinancingReceivableRecordedInvestmentPastDue,,,,,,19750000.000,14777000.000,10484000.000,8028000.000,6589000.000,5463000.000,4329000.000,3095000.000,2451000.000
GeneralPartnersCapitalAccount,-583000.000,-593000.000,-605000.000,-612000.000,-625000.000,-642000.000,-659000.000,-673000.000,-673000.000,-677000.000,-685000.000,-686000.000,-692000.000,-694000.000
GeneralPartnersContributedCapital,,,,,,,,,,,,,1000000.000,1000000.000
InterestRateCashFlowHedgeGainLossToBeReclassifiedDuringNext12MonthsNet,,,,,722000.000,759000.000,472000.000,302000.000,202000.000,128000.000,,,,
Liabilities,83858000.000,73064000.000,64454000.000,56657000.000,49370000.000,35018000.000,30874000.000,27276000.000,25121000.000,23220000.000,22421000.000,22162000.000,21363000.000,20670000.000
LiabilitiesAndStockholdersEquity,75050000.000,63354000.000,53962000.000,45457000.000,37007000.000,21120000.000,15653000.000,10885000.000,8874000.000,6604000.000,5163000.000,4815000.000,3453000.000,2517000.000
LimitedPartnersCapitalAccount,-6479000.000,-7530000.000,-8631000.000,-9417000.000,-10652000.000,-12348000.000,-14020000.000,-15416000.000,-15372000.000,-15811000.000,-16573000.000,-16661000.000,-17218000.000,-17459000.000
LoansAndLeasesReceivableAllowance,,,,,780000.000,610000.000,680000.000,680000.000,90000.000,330000.000,370000.000,110000.000,100000.000,290000.000
LoansAndLeasesReceivableGrossCarryingAmount,,,,,26116000.000,19750000.000,14777000.000,10484000.000,8028000.000,6589000.000,5463000.000,4329000.000,3095000.000,2451000.000
LoansAndLeasesReceivableNetOfDeferredIncome,,,,,26116000.000,19750000.000,14777000.000,10484000.000,8028000.000,6589000.000,5463000.000,4329000.000,3095000.000,2451000.000
LoansAndLeasesReceivableNetReportedAmount,,,,,25336000.000,19140000.000,14097000.000,9804000.000,7938000.000,6259000.000,5093000.000,4219000.000,2995000.000,2161000.000
LoansAndLeasesReceivableNetReportedAmountCommercial,59332000.000,48668000.000,39451000.000,31753000.000,25336000.000,19140000.000,14097000.000,9804000.000,7938000.000,6259000.000,5093000.000,4219000.000,2995000.000,2161000.000
LoansPledgedAsCollateral,,,,,,,,,,,,,3100000.000,2400000.000
LongTermDebt,,,,,30838000.000,17267000.000,13263000.000,9863000.000,8018000.000,6446000.000,5733000.000,5372000.000,4657000.000,4042000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextRollingTwelveMonths,,,,,19415000.000,8863000.000,9725000.000,7839000.000,6191000.000,4479000.000,3448000.000,5372000.000,4657000.000,4042000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearThree,,,,,2363000.000,4344000.000,,,,,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearTwo,,,,,9060000.000,4060000.000,3538000.000,2024000.000,1827000.000,1967000.000,2285000.000,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,7958000.000,7889000.000,7820000.000,7829000.000,7761000.000,7439000.000,6754000.000,6289000.000,6061000.000,5924000.000,5733000.000,5372000.000,202000.000,4042000.000
OtherAssets,151000.000,167000.000,128000.000,170000.000,52000.000,6000.000,24000.000,21000.000,52000.000,68000.000,22000.000,106000.000,128000.000,66000.000
OtherLiabilities,380000.000,361000.000,368000.000,346000.000,348000.000,328000.000,279000.000,278000.000,205000.000,69000.000,133000.000,131000.000,125000.000,50000.000
PartnersCapital,-8808000.000,-9710000.000,-10492000.000,-11200000.000,-12363000.000,-13898000.000,-15221000.000,-16391000.000,-16247000.000,-16616000.000,-17258000.000,-17347000.000,-17910000.000,-18153000.000
RestrictedCashAndCashEquivalents,13605000.000,12965000.000,13056000.000,12137000.000,10345000.000,755000.000,762000.000,586000.000,510000.000,49000.000,0.000,,,
SecuredDebt,56627000.000,46162000.000,37906000.000,30311000.000,23077000.000,9828000.000,6509000.000,3574000.000,1957000.000,522000.000,0.000,,,
