,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,147352000.000,160874000.000,140471000.000,131370000.000,122269000.000,85374000.000,81882000.000,77347000.000,69665000.000,61853000.000,61598000.000
AccountsPayableRelatedPartiesCurrent,1883000.000,,,,,,,,,,,
AccountsReceivableNetCurrent,,441875000.000,539376000.000,348997000.000,356132000.000,335132000.000,266325000.000,242854000.000,192960000.000,138121000.000,65644000.000,46763000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,2463764000.000,2431752000.000,2485283000.000,2565412000.000,1488992000.000,1541439000.000,1610499000.000,1666461000.000,1714751000.000,1523732000.000,1549028000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,,,,,,,1496006000.000,1516497000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-36305000.000,-37144000.000,-39150000.000,-38437000.000,-43392000.000,-42014000.000,-39759000.000,-33477000.000,-42327000.000,-38658000.000,-37880000.000
AdditionalPaidInCapital,,1422387000.000,1423153000.000,1418046000.000,1422532000.000,1426158000.000,1429456000.000,1431311000.000,1433904000.000,1436373000.000,1438265000.000,1439132000.000
AllowanceForDoubtfulAccountsReceivable,,,,10000000.000,15000000.000,27000000.000,44000000.000,44000000.000,38000000.000,34000000.000,25000000.000,26000000.000
Assets,1883000.000,2780292000.000,3253389000.000,3006308000.000,3024847000.000,2474627000.000,2383865000.000,2338984000.000,2285038000.000,2168708000.000,1903731000.000,1797494000.000
AssetsCurrent,,643565000.000,713294000.000,519038000.000,568022000.000,1177447000.000,1152923000.000,1183821000.000,1178330000.000,1117861000.000,1027525000.000,951981000.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,,,,,,27726000.000,32531000.000
CashAndCashEquivalentsAtCarryingValue,84000.000,81908000.000,56772000.000,85773000.000,112359000.000,732960000.000,773571000.000,835401000.000,889090000.000,879963000.000,883794000.000,832576000.000
CashCollateralForBorrowedSecurities,,,,,,,,,,,9000000.000,9000000.000
CommonStockParOrStatedValuePerShare,1.000,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,101704000.000,186457393.000,186457393.000,186457393.000,186457393.000,186457393.000,186457393.000,186457393.000,186457393.000,186457393.000,186457393.000
CommonStockSharesIssued,2.000,84753393.000,84753393.000,85528164.000,85985541.000,86026247.000,86026247.000,87370701.000,87856937.000,87894997.000,88438804.000,89009153.000
CommonStockSharesOutstanding,,84753393.000,84753393.000,85528164.000,85985541.000,86026247.000,86026247.000,87370701.000,87856937.000,87894997.000,88438804.000,89009153.000
