,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentForAmortization,,,,,,,,,,,,,,,,,,,-9300000.000,,,,-9500000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1200000.000,,,,1000000.000,,,,4000000.000,,,,-500000.000,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,2700000.000,,,,3100000.000,,,,3800000.000,,,,3200000.000,,,,1500000.000,,,,1500000.000,
AmortizationOfIntangibleAssets,,,,36400000.000,35100000.000,,19200000.000,18000000.000,17400000.000,16800000.000,15300000.000,15000000.000,,,,,,,,,,,2100000.000,2200000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,,44761440.000,,,,,
AssetImpairmentCharges,,,,39700000.000,,,,,,,,,,,,,,,,,,,,
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresAcquisitionCostExpensed,,,,0.000,,,,,,,,,,,,,,,,,,,,
BusinessExitCosts,1300000.000,2900000.000,,,-900000.000,,,500000.000,,,,,,,,,,,,,,,,
BusinessExitCosts1,,,,,,,,,,,-100000.000,700000.000,1100000.000,1000000.000,500000.000,600000.000,100000.000,,,,100000.000,,100000.000,1400000.000
CapitalExpendituresIncurredButNotYetPaid,,,1100000.000,,,,200000.000,,,,900000.000,,,,500000.000,,,,,,,,300000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,10600000.000,,,,30600000.000,,,,8300000.000,,,,4600000.000,,,,-11000000.000,,,,-2600000.000,
CashDividendsPaidToParentCompany,,,,,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,
ComprehensiveIncomeNetOfTax,,,-11100000.000,-76900000.000,-10400000.000,-39900000.000,-16100000.000,-24800000.000,-13400000.000,-82000000.000,-49200000.000,-71100000.000,-41700000.000,-271200000.000,-40500000.000,-26200000.000,-21300000.000,215900000.000,2800000.000,2800000.000,5800000.000,-5200000.000,8600000.000,-22400000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,200000.000,100000.000,200000.000,100000.000,-200000.000,100000.000,200000.000,0.000,100000.000,100000.000,200000.000,100000.000,100000.000,100000.000,,,100000.000,100000.000,300000.000,200000.000,400000.000,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-10900000.000,-76800000.000,-10200000.000,-39800000.000,-16300000.000,-24700000.000,-13200000.000,-82000000.000,-49100000.000,-71000000.000,-41500000.000,-271100000.000,-40400000.000,-26100000.000,-21300000.000,215900000.000,2900000.000,2900000.000,6100000.000,-5000000.000,9000000.000,-22400000.000
