,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28
CashAndCashEquivalentsPeriodIncreaseDecrease,416173.000,,,,-4663.000,
CostOfRevenue,,,,,3390.000,1900.000
DistributionAndServicingFees,,,,,150.000,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,0.000,0.000,-0.000,-0.000
GainLossOnSaleOfPropertyPlantEquipment,,,7530.000,,,
GeneralAndAdministrativeExpense,29253.000,16744.000,6155.000,1269.000,1035.000,
GrossProfit,,,,,9485.000,5458.000
IncomeLossFromContinuingOperations,-80903.000,-31915.000,-12080.000,-2267.000,-8130.000,-2569.000
IncreaseDecreaseInAccountsPayable,,,,,4650.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-8515.000,,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,4491.000,,,,150.000,
IncreaseDecreaseInAccountsReceivable,,,,,-5370.000,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,1300.000,
IncreaseDecreaseInNotesPayableCurrent,20000.000,,,,,
IncreaseDecreaseInPrepaidExpense,-17300.000,,,,825.000,
InterestExpense,-600.000,600.000,600.000,2107.000,1300.000,1300.000
NetCashProvidedByUsedInFinancingActivities,519000.000,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,519000.000,,,,,
NetCashProvidedByUsedInInvestingActivities,,,,,3212.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,3212.000,
NetCashProvidedByUsedInOperatingActivities,-102827.000,,,,-7875.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-102827.000,,,,-7875.000,
NetIncomeLoss,-81503.000,-32515.000,-5150.000,-3174.000,-9430.000,-3869.000
OperatingExpenses,80903.000,31915.000,12080.000,7865.000,17615.000,8027.000
PaymentsForLeasingCosts,,,,,172026.000,
PaymentsToExploreAndDevelopOilAndGasProperties,,,,,-3212.000,
ProceedsFromIssuanceOfCommonStock,500000.000,,,,,
ProfessionalAndContractServicesExpense,51650.000,15171.000,5925.000,6596.000,16580.000,8027.000
RedemptionPremium,-1000.000,,,,,
Revenues,,,,,12875.000,7358.000
SalesRevenueNet,,,,,12875.000,7358.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,55500030.000,55500030.000
WeightedAverageNumberOfSharesOutstandingBasic,40744000.000,55500030.000,55500030.000,,,
