,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,376264000.000,423971000.000,413830000.000,506784000.000,601785000.000,669362000.000,779200000.000,766544000.000,672372000.000,746944000.000,774115000.000,812488000.000,581764000.000,631658000.000,652649000.000,683392000.000,538151000.000,494675000.000,445045000.000,428417000.000,263665000.000,64926000.000,140448000.000,,105939000.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,461067000.000,,,,341008000.000,,,,392500000.000,,,,231697000.000,,,,,
AccountsPayableCurrent,,,,313901000.000,,,,,,,,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,55098000.000,,,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,210242000.000,,,,451141000.000,,,,360279000.000,,,,337160000.000,,,,132234000.000,,,,,
AccountsReceivableNetCurrent,164087000.000,162976000.000,174396000.000,206336000.000,240636000.000,288332000.000,382094000.000,445506000.000,389399000.000,412140000.000,390882000.000,349218000.000,293765000.000,333300000.000,330543000.000,330077000.000,309037000.000,237720000.000,198205000.000,127387000.000,72774000.000,81718000.000,61446000.000,,56711000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,4702000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,275750000.000,287186000.000,293465000.000,296494000.000,301251000.000,315378000.000,284271000.000,294417000.000,279137000.000,283281000.000,286209000.000,299346000.000,312023000.000,324686000.000,305420000.000,308756000.000,212090000.000,185659000.000,123860000.000,118387000.000,122329000.000,116837000.000,,7063000.000
AcquisitionCostsCumulative,,,,,,,,856290000.000,,,,515849000.000,,,,247485000.000,,,,362803000.000,,,,,
AdditionalPaidInCapital,4539565000.000,4550689000.000,4557005000.000,4568856000.000,4632544000.000,5202119000.000,5209029000.000,5233019000.000,5242821000.000,5280402000.000,5292792000.000,5298301000.000,5302051000.000,5307814000.000,5292874000.000,5204024000.000,5207888000.000,5252785000.000,5270225000.000,5301136000.000,5312363000.000,5313895000.000,5315655000.000,,1029668000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,3906000.000,,,,5635000.000,,,,11061000.000,,,,7083000.000,,,,4847000.000,,,,,
AssetRetirementObligation,,119140000.000,122583000.000,128116000.000,133032000.000,489981000.000,471523000.000,498410000.000,458569000.000,445350000.000,429747000.000,424117000.000,53103000.000,55210000.000,57696000.000,54402000.000,55966000.000,57084000.000,58121000.000,103578000.000,70719000.000,,,,
AssetRetirementObligationCurrent,25360000.000,25360000.000,25360000.000,32906000.000,32906000.000,140789000.000,117044000.000,118504000.000,91113000.000,79953000.000,71446000.000,87063000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8399000.000,8440000.000,8534000.000,8573000.000,,67015000.000
AssetRetirementObligationsNoncurrent,94293000.000,93780000.000,97223000.000,95210000.000,100126000.000,349192000.000,354479000.000,379906000.000,367456000.000,365397000.000,358301000.000,337054000.000,53103000.000,55210000.000,57696000.000,54402000.000,55966000.000,57084000.000,58121000.000,95179000.000,62279000.000,62425000.000,62896000.000,,41364000.000
Assets,5445468000.000,5596674000.000,6418713000.000,6219609000.000,6378099000.000,9178535000.000,9844247000.000,9790731000.000,7678311000.000,7753636000.000,7669444000.000,7684795000.000,6878257000.000,6912819000.000,6978389000.000,7259225000.000,6057205000.000,5435048000.000,4103082000.000,2991155000.000,2574059000.000,2240908000.000,1886504000.000,,1097197000.000
AssetsCurrent,198795000.000,190572000.000,627994000.000,441840000.000,419440000.000,980785000.000,1229187000.000,1142885000.000,1789158000.000,1641990000.000,1403262000.000,1241823000.000,1525945000.000,1289616000.000,1004725000.000,831918000.000,547109000.000,1377835000.000,1108997000.000,674088000.000,853885000.000,753865000.000,737835000.000,,227398000.000
