,2015-09-27,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,824000.000,,,,278000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-2821000.000,,,,2969000.000
ComprehensiveIncomeNetOfTax,,2290000.000,1087000.000,945000.000,2721000.000,2684000.000
CostOfGoodsSold,15581000.000,18090000.000,17353000.000,16252000.000,17625000.000,18431000.000
Depreciation,,,2232000.000,2232000.000,,2378000.000
DepreciationAndAmortization,2088000.000,2172000.000,,,,
EarningsPerShareBasic,,0.150,0.070,0.060,0.200,0.180
EarningsPerShareDiluted,,0.150,0.070,0.060,0.190,0.180
EffectiveIncomeTaxRateContinuingOperations,,0.208,0.309,0.114,-0.405,0.239
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,-0.700,0.350
GeneralAndAdministrativeExpense,3377000.000,5109000.000,4750000.000,4104000.000,4889000.000,4828000.000
IncomeLossFromContinuingOperations,,2396000.000,1198000.000,1056000.000,2827000.000,2797000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-2437000.000,2999000.000,1684000.000,1177000.000,3679000.000,3641000.000
IncomeLossFromContinuingOperationsPerBasicShare,,0.160,0.080,0.070,0.190,0.190
IncomeLossFromContinuingOperationsPerDilutedShare,,0.160,0.080,0.070,0.190,0.190
IncomeLossFromDiscontinuedOperationsNetOfTax,-106000.000,-106000.000,-111000.000,-111000.000,-106000.000,-113000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,-0.010,-0.010,-0.010,0.000,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,-0.010,-0.010,-0.010,0.000,-0.010
IncomeTaxExpenseBenefit,-66000.000,603000.000,486000.000,121000.000,852000.000,844000.000
IncomeTaxesPaidNet,,1145000.000,,,,189000.000
IncreaseDecreaseInAccountsAndNotesReceivable,,60000.000,,,,-1068000.000
IncreaseDecreaseInAccountsPayable,,-1072000.000,,,,2053000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,-3036000.000,,,,-1461000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,528000.000,,,,337000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-779000.000,,,,-1088000.000
InterestExpense,193000.000,182000.000,185000.000,147000.000,148000.000,174000.000
InterestPaid,,168000.000,,,,193000.000
LaborAndRelatedExpense,15819000.000,16939000.000,16608000.000,16540000.000,17015000.000,17945000.000
NetCashProvidedByUsedInFinancingActivities,,-703000.000,,,,-419000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-703000.000,,,,-419000.000
NetCashProvidedByUsedInInvestingActivities,,-3045000.000,,,,-4380000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-3045000.000,,,,-4380000.000
NetCashProvidedByUsedInOperatingActivities,,927000.000,,,,7768000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,927000.000,,,,7768000.000
NetIncomeLoss,-2477000.000,2290000.000,1087000.000,945000.000,2721000.000,2684000.000
NonoperatingIncomeExpense,-172000.000,-173000.000,-138000.000,-129000.000,-115000.000,-153000.000
OperatingCostsAndExpenses,44004000.000,48213000.000,47257000.000,45857000.000,47802000.000,50324000.000
OperatingExpenses,51600000.000,53707000.000,52099000.000,50153000.000,53529000.000,56028000.000
OperatingIncomeLoss,-2265000.000,3172000.000,1822000.000,1306000.000,3794000.000,3794000.000
OtherCostAndExpenseOperating,10516000.000,11012000.000,11064000.000,10833000.000,10964000.000,11570000.000
OtherNoncashIncomeExpense,,508000.000,,,,54000.000
OtherNonoperatingIncomeExpense,21000.000,9000.000,47000.000,18000.000,33000.000,21000.000
PaymentsForProceedsFromOtherInvestingActivities,,143000.000,,,,-65000.000
PaymentsToAcquirePropertyPlantAndEquipment,,2902000.000,,,,4445000.000
PreOpeningCosts,21000.000,338000.000,77000.000,192000.000,836000.000,876000.000
ProceedsFromPaymentsForOtherFinancingActivities,,-286000.000,,,,-2000.000
RepaymentsOfDebtAndCapitalLeaseObligations,,417000.000,,,,417000.000
Revenues,49335000.000,56879000.000,53921000.000,51459000.000,57323000.000,59822000.000
SalesRevenueNet,49335000.000,56879000.000,53921000.000,51459000.000,57323000.000,59822000.000
ShareBasedCompensation,129000.000,824000.000,,,,278000.000
StockRepurchasedDuringPeriodShares,,,,,,0.000
StockRepurchasedDuringPeriodValue,,539000.000,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,21000.000,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,15019000.000,14888000.000,14700000.000,-29767000.000,14695000.000
WeightedAverageNumberOfSharesOutstandingBasic,,14998000.000,14888000.000,14700000.000,-29765000.000,14695000.000
