,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,92000.000,246000.000,,,,,,,
AccountsReceivableNet,196000.000,,,,,,,,
AccountsReceivableNetCurrent,,137000.000,179000.000,127000.000,90000.000,71000.000,98000.000,112000.000,70000.000
AccruedLiabilitiesCurrent,71000.000,35000.000,111000.000,149000.000,120000.000,139000.000,127000.000,140000.000,131000.000
AssetRetirementObligation,,,,,,587000.000,576000.000,516000.000,516000.000
AssetRetirementObligationCurrent,357000.000,97000.000,67000.000,,,,60000.000,,
AssetRetirementObligationsNoncurrent,462000.000,462000.000,594000.000,661000.000,661000.000,587000.000,516000.000,516000.000,516000.000
Assets,6086000.000,5819000.000,5592000.000,5368000.000,5132000.000,4879000.000,3589000.000,3409000.000,3238000.000
AssetsCurrent,1688000.000,1517000.000,531000.000,369000.000,234000.000,184000.000,268000.000,338000.000,275000.000
CashAndCashEquivalentsAtCarryingValue,272000.000,238000.000,229000.000,232000.000,143000.000,77000.000,85000.000,212000.000,202000.000
CashUninsuredAmount,,,,,200000.000,300000.000,200000.000,100000.000,400000.000
CommonStockSharesAuthorized,670.000,670.000,,,,,,,
CommonStockSharesIssued,350.108,350.108,,,,,,,
CommonStockSharesOutstanding,350.108,350.108,,,,,,,
Liabilities,982000.000,840000.000,772000.000,810000.000,781000.000,726000.000,703000.000,656000.000,647000.000
LiabilitiesAndStockholdersEquity,6086000.000,5819000.000,5592000.000,5368000.000,5132000.000,4879000.000,3589000.000,3409000.000,3238000.000
LiabilitiesCurrent,520000.000,378000.000,178000.000,149000.000,120000.000,139000.000,187000.000,140000.000,131000.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,5267000.000,5495000.000,5693000.000,5857000.000,5969000.000,6111000.000,7419000.000,7525000.000,7632000.000
OilAndGasPropertySuccessfulEffortMethodNet,4398000.000,4302000.000,4062000.000,3929000.000,3822000.000,3686000.000,2366000.000,2277000.000,2165000.000
OtherAssetsCurrent,58000.000,58000.000,56000.000,10000.000,1000.000,36000.000,25000.000,14000.000,3000.000
ProvedOilAndGasPropertySuccessfulEffortMethod,9665000.000,9797000.000,9755000.000,9786000.000,9791000.000,9797000.000,9785000.000,9802000.000,9797000.000
StockholdersEquity,5104000.000,4979000.000,4820000.000,4558000.000,4351000.000,4153000.000,2886000.000,2753000.000,2591000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5104000.000,4979000.000,4820000.000,4558000.000,4351000.000,4153000.000,2886000.000,2753000.000,2591000.000
