,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AmortizationOfFinancingCosts,1740.000,5769.000,6044.000,6044.000,6538.000,6150.000,6150.000,3430.000,2809.000,2513.000,2668.000,2745.000,5491.000,4652.000,,,,,,,
AssetRetirementObligationAccretionExpense,6626.000,27998.000,28605.000,29207.000,29738.000,32038.000,38707.000,39250.000,38259.000,39129.000,39027.000,39556.000,42916.000,41991.000,40330.000,5627.000,5643.000,4496.000,5280.000,5215.000,2946.000
AssetRetirementObligationCashPaidToSettle,,,,,,,,,,,2489.000,,,,1424.000,,,,4784.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-31717.000,,,,,,,,,,,,,,,,,,
CostsAndExpenses,1294662.000,1318012.000,1362595.000,1280952.000,1128384.000,1167727.000,1104871.000,1220690.000,1142912.000,1151936.000,1283108.000,1041069.000,1240341.000,3131169.000,3619452.000,-75881.000,2200097.000,3110190.000,268691.000,56049.000,125450.000
DepreciationDepletionAndAmortization,282654.000,217919.000,342570.000,308137.000,257333.000,314453.000,238612.000,287030.000,280781.000,296188.000,334411.000,287892.000,320907.000,250897.000,227543.000,149324.000,114562.000,33201.000,31125.000,23216.000,1518.000
GainLossOnSaleOfOilAndGasProperty,,,,,,,0.000,,,,,,,,,1673100.000,,,100543.000,0.000,0.000
GeneralAndAdministrativeExpense,377607.000,285454.000,218228.000,221048.000,203211.000,134036.000,200375.000,205600.000,162951.000,167503.000,182235.000,165753.000,155423.000,132274.000,166616.000,148073.000,140174.000,51759.000,92152.000,51218.000,68084.000
ImpairmentOfOilAndGasProperties,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1841274.000,2645066.000,824350.000,1735074.000,227876.000,117187.000,22816.000,0.000
IncomeLossAttributableToParent,,,255004.000,180860.000,190888.000,159248.000,46429.000,102871.000,241529.000,30471.000,-158140.000,122083.000,-64680.000,-2393133.000,-3124337.000,644710.000,-1927024.000,-2889762.000,-198120.000,44234.000,-124957.000
IncreaseDecreaseInAccountsPayable,,,384.000,,,,1184.000,,,,-190.000,,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,-1886.000,,,,,,,,,,,,,,
