,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
NotesPayableToBankNoncurrent,698436.000,495680.000,653875.000,564003.000,561274.000,559849.000,219911.000,220420.000,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,1189540.000,,,
OtherAssetsNoncurrent,878.000,5300.000,5346.000,3336.000,2951.000,2576.000,2247.000,1877.000,1774.000,1143.000,24548.000,24343.000,24370.000,55192.000,55326.000,55592.000
OtherIntangibleAssetsNet,,,,,,,,,,,331697.000,322574.000,318354.000,310679.000,307614.000,301063.000
OtherInventoryInTransit,,,,,,,,,,,111.000,,,,,
OtherInventorySupplies,,,,,,,,,,,10532.000,228861.000,79006.000,119467.000,,1328241.000
OtherLiabilitiesCurrent,,,,,,,,,,,,91464.000,92829.000,1062732.000,841155.000,1647621.000
OtherLoansPayableCurrent,,,,,,,,,,,657952.000,,,,,
OtherPrepaidExpenseCurrent,635600.000,945405.000,1477402.000,1510059.000,1536091.000,1125749.000,1549673.000,1461458.000,695570.000,1676148.000,,,,,,
OtherReceivables,60127.000,59920.000,149313.000,145009.000,52655.000,63519.000,99146.000,111561.000,113478.000,130069.000,141363.000,261301.000,,,,
PreconfirmationLeaseholdImprovements,,,,,,,,,,,,,,,,-19974.000
PrepaidExpense,,,,,,,1495898.000,1369884.000,567377.000,1306763.000,,,,,,
PrepaidExpenseAndOtherAssets,,,,,,,,,,243337.000,7855.000,18342.000,29308.000,18917.000,,2301.000
PrepaidExpenseCurrent,,,,,,,,,,,67862.000,61484.000,154947.000,176220.000,89558.000,142739.000
PrepaidRent,,,,,123524.000,123524.000,53775.000,91574.000,128193.000,126048.000,60007.000,43142.000,125639.000,157303.000,,140438.000
PropertyPlantAndEquipmentFairValueDisclosure,,,,,,,40646993.000,3857549.000,3907083.000,4185299.000,,,,,,
PropertyPlantAndEquipmentGross,,,,,,,4456613.000,4487214.000,4547250.000,4590433.000,4318485.000,4292617.000,4301970.000,4324923.000,,4839626.000
PropertyPlantAndEquipmentNet,2216476.000,2239740.000,2931885.000,2977277.000,3072215.000,3359070.000,3644221.000,3606139.000,3587910.000,3563920.000,3370148.000,3290772.000,3236423.000,3309009.000,3366085.000,3668320.000
PropertyPlantAndEquipmentNetExcludingCapitalLeasedAssets,,,,,,,,,,,,175506.000,170229.000,186078.000,,176507.000
PropertyPlantAndEquipmentOther,,,,,,,,,,,,37994.000,38035.000,38046.000,,38453.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,,,,,,,-812392.000,-881075.000,-959340.000,-1026523.000,-948337.000,-132247.000,-149250.000,-152223.000,,-173820.000
PropertyPlantAndEquipmentOtherNet,,,,,,,,,,,,144102.000,132079.000,129432.000,,139926.000
PropertyPlantAndEquipmentOwnedAccumulatedDepreciation,,,,,,,,,,,,-47358.000,-52808.000,-58546.000,,-69891.000
PublicUtilitiesPropertyPlantAndEquipmentVehicles,,,,,,,,,,,146564.000,,,,,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,,,,,,,,,-737718.000,-779017.000,-706631.000,,-794800.000
RealEstateInvestmentPropertyNet,,,,,,,,,,,,2872354.000,2834985.000,2908428.000,,3203757.000
RetainedEarningsAccumulatedDeficit,-1780330.000,-1980255.000,-1973471.000,-2053920.000,2222118.000,-2172778.000,-1911967.000,-2173713.000,-2154163.000,-2216147.000,-2003096.000,-1888385.000,-1572728.000,-1327517.000,-451073.000,71078.000
RetainedEarningsAppropriated,16805.000,16805.000,62719.000,62719.000,62719.000,62719.000,129636.000,129636.000,129636.000,129636.000,170950.000,170950.000,170950.000,170950.000,170950.000,170950.000
SecurityDeposit,,,,,,,0.000,0.000,0.000,0.000,,,,,,
ShortTermBankLoansAndNotesPayable,,,,,,,,,,,,,2713153.000,1706374.000,,2807287.000
StockholdersEquity,2407658.000,2252488.000,2330783.000,2252882.000,2072954.000,2115781.000,2491405.000,2235908.000,2290403.000,2235211.000,2494201.000,2577718.000,2897092.000,3143625.000,4030910.000,4953806.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,2330783.000,,,2115781.000,2491405.000,2235908.000,2290403.000,2235211.000,2494200.000,2577718.000,2897092.000,3143625.000,4030910.000,4953806.000
TaxesPayable,,,,,,,5496.000,5578.000,6399.000,10566.000,,,,,,
TaxesPayableCurrent,,,,,,,,,,,261286.000,425963.000,312552.000,320659.000,775919.000,1783383.000
