,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdditionsToNoncurrentAssets,,,,2289000.000,2201000.000,,881000.000,786000.000,103000.000,27000.000,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationOtherLongtermIncentivePlansRequisiteServicePeriodRecognition,,,,,,,,,,,-64000.000,,,,23000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,889000.000,3260000.000,232000.000,291000.000,308000.000,1757000.000,421000.000,558000.000,305000.000,271000.000,330000.000,257000.000,181000.000,158000.000,179000.000,94000.000,99000.000,81000.000,32000.000,539000.000,95000.000,-73000.000,65000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,,,,,,,326000.000,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,44000.000,,,,
AssetImpairmentCharges,,,,,,,148000.000,,,,92000.000,,,,2000.000,,,,18000.000,,,,
AssetRetirementObligationAccretionExpense,,,,,,,42000.000,,,,49000.000,,,,52000.000,,,,51000.000,,,,49000.000
BusinessExitCosts,,,,,,,,2329000.000,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,-19012000.000,-11493000.000,-10164000.000,-7666000.000,-63150000.000,-11013000.000,-6170000.000,-217805000.000,-6211000.000,-10104000.000,-5658000.000,-5043000.000,-3612000.000,-4510000.000,-3511000.000,-3807000.000,-16908000.000,-1284000.000,-6205000.000,-3800000.000,-691000.000,219000.000,-1187000.000
CostsAndExpenses,18689000.000,22397000.000,19052000.000,15952000.000,73537000.000,20755000.000,15375000.000,266395000.000,6874000.000,11920000.000,6061000.000,5514000.000,4609000.000,6383000.000,7306000.000,6470000.000,19360000.000,5093000.000,3812000.000,4200000.000,1971000.000,2738000.000,2741000.000
DeferredIncomeTaxExpenseBenefit,,,,-1200000.000,-2600000.000,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,-2478000.000,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,474000.000,717000.000,1846000.000,1997000.000,2774000.000,3395000.000,2568000.000,2529000.000,1083000.000,747000.000,846000.000,778000.000,751000.000,753000.000,1359000.000,1175000.000,1209000.000,737000.000,550000.000,421000.000,346000.000,231000.000,188000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,,,,,-648000.000,-130000.000,,,
EarningsPerShareBasic,-1.240,-0.590,-0.290,-0.220,,,,,-0.140,,-0.130,-0.120,-0.080,,-0.070,-0.070,-0.320,-0.020,-0.090,-0.050,-0.010,0.020,-0.010
EarningsPerShareBasicAndDiluted,,,,,-1.740,,-0.150,-5.090,,,,,,,,,,,,,,,
EarningsPerShareDiluted,-1.240,-0.590,-0.290,-0.220,,,,,,,,,,,,,,,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,,,-650000.000,-218000.000,-200000.000,-276000.000,1180000.000,1096000.000,545000.000,-1133000.000,62000.000
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,,,,0.850,,,,1.050,,,,1.100
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,,,,,0.013,,,,0.009,,,,0.014
ForeignCurrencyTransactionGainLossBeforeTax,-68000.000,-1432000.000,454000.000,-20000.000,368000.000,-290000.000,735000.000,-1145000.000,-127000.000,-89000.000,9000.000,-16000.000,115000.000,0.000,-28000.000,-26000.000,-71000.000,46000.000,-4000.000,-38000.000,-21000.000,-31000.000,6000.000
GainLossOnDispositionOfAssets,,,,,,,3215000.000,,,,1000.000,,,,89000.000,,,,45000.000,,,,115000.000
GainLossOnSaleOfInvestments,,,,,,,-133000.000,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,,,-1666000.000,13000.000,,,
GeneralAndAdministrativeExpense,3864000.000,1836000.000,2024000.000,1829000.000,1934000.000,1276000.000,1897000.000,1633000.000,1078000.000,1002000.000,1655000.000,1150000.000,782000.000,1055000.000,1328000.000,1000000.000,1047000.000,867000.000,1218000.000,1026000.000,897000.000,749000.000,1026000.000
GoodwillImpairmentLoss,,,,,57213000.000,,,11180000.000,,,,,,,,,,,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,238020000.000,,,,,,,,,13181000.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,-1135000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-18575000.000,-12912000.000,-11902000.000,-8829000.000,-65930000.000,-13378000.000,-8738000.000,-262822000.000,-6315000.000,-12191000.000,-5658000.000,-5043000.000,-3612000.000,-4510000.000,-3431000.000,-3850000.000,-16820000.000,-1282000.000,-6287000.000,-3915000.000,-798000.000,,
IncomeTaxExpenseBenefit,16000.000,-1168000.000,-1771000.000,-1189000.000,-2614000.000,-2440000.000,-2478000.000,-45017000.000,-104000.000,-2087000.000,0.000,,,,0.000,,,,0.000,-26000.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,-1727000.000,,,,529000.000,,,,335000.000,,,,-114000.000,,,,-56000.000
IncreaseDecreaseInAccountsReceivable,,,,,,,-373000.000,,,,-25000.000,,,,92000.000,,,,-16000.000,,,,193000.000
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,,,,,,,,,-362000.000,,,,
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,,,,,,66000.000,,,,
IncreaseDecreaseInInventories,,,,,,,388000.000,,,,-63000.000,,,,-154000.000,,,,1000.000,,,,24000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,,,,,,,,,,,,,,,,,200000.000,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,-176000.000,,,,-164000.000,,,,-100000.000,,,,,,,,-137000.000
InterestAndOtherIncome,,,,,,,,,,,,,,,,,,,,,,,18000.000
InterestExpense,,,,,,,,,,,,,,,,,,,443000.000,72000.000,,,
InventoryWriteDown,,,,,,,2600000.000,,,,,,,,100000.000,,,,,,,,200000.000
LossContingencyLossInPeriod,,,,,,,,,,,-387000.000,,,,-880000.000,,,,,,,,
MineralExtractionProcessingAndMarketingCosts,,965000.000,7927000.000,6603000.000,8573000.000,10266000.000,8872000.000,8145000.000,517000.000,0.000,,,,,3012000.000,2775000.000,2598000.000,1680000.000,474000.000,455000.000,549000.000,568000.000,537000.000
NetCashProvidedByUsedInContinuingOperations,,,-16405000.000,,,,-8194000.000,,,,-4126000.000,,,,-2527000.000,,,,-1968000.000,,,,-523000.000
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,,,,,0.000,,,,,,,,,,,,449000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,,,,,0.000,,,,,,,,,,,,449000.000
NetCashProvidedByUsedInInvestingActivities,,,-2779000.000,,,,3107000.000,,,,-6000.000,,,,117000.000,,,,50000.000,,,,115000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2779000.000,,,,3107000.000,,,,-6000.000,,,,117000.000,,,,50000.000,,,,115000.000
NetCashProvidedByUsedInOperatingActivities,,,-13626000.000,,,,-11301000.000,,,,-4120000.000,,,,-2644000.000,,,,-2018000.000,,,,-1087000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-13626000.000,,,,-11301000.000,,,,-4120000.000,,,,-2644000.000,,,,-2018000.000,,,,-1087000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-11744000.000,-10131000.000,-7640000.000,-63316000.000,-10938000.000,-6260000.000,-217805000.000,-6211000.000,-10104000.000,-5658000.000,-5043000.000,-3612000.000,-4510000.000,-3431000.000,-3850000.000,-16820000.000,-1282000.000,-6287000.000,-3889000.000,-798000.000,315000.000,-1135000.000
NonoperatingIncomeExpense,114000.000,9485000.000,767000.000,2185000.000,544000.000,-325000.000,807000.000,-894000.000,59000.000,-154000.000,403000.000,471000.000,997000.000,1638000.000,1538000.000,659000.000,752000.000,1826000.000,-3938000.000,-1291000.000,-556000.000,1447000.000,-38000.000
OperatingIncomeLoss,-18689000.000,-22397000.000,-12669000.000,-11014000.000,-66474000.000,-13053000.000,-9545000.000,-261928000.000,-6374000.000,-12037000.000,-6061000.000,-5514000.000,-4609000.000,-6148000.000,-4969000.000,-4509000.000,-17572000.000,-3108000.000,-2349000.000,-2624000.000,-242000.000,-1106000.000,-1097000.000
OperatingLeasesIncomeStatementLeaseRevenue,,,,,,,,,,,,,,,,,,,1463000.000,1576000.000,1729000.000,1632000.000,1644000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,,,,,,,,,,,80000.000,-43000.000,88000.000,,-82000.000,-89000.000,-107000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-421000.000,251000.000,-33000.000,-26000.000,166000.000,-75000.000,90000.000,,,,,,,,,,,,82000.000,,,,-52000.000
OtherOperatingIncome,-28000.000,-76000.000,337000.000,-122000.000,264000.000,2003000.000,3198000.000,630000.000,-31000.000,-271000.000,2000.000,2000.000,687000.000,0.000,176000.000,294000.000,,,,,,,
PaymentsToAcquireProductiveAssets,,,2815000.000,,,,881000.000,,,,7000.000,,420000.000,,,44000.000,,,,20000.000,15000.000,,
ProceedsFromIssuanceOfCommonStock,,,,,36900000.000,,,,,,,,,,,,,,,,,,449000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,,,,,200000.000,,,,,,,,,,,,,,,,
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,,,198000.000,,,,,,,,,,,,,,,,
ProceedsFromSaleOfProductiveAssets,,,36000.000,,,,3790000.000,,,,1000.000,,,,117000.000,,,,50000.000,,,,115000.000
ProfitLoss,-18591000.000,,,,,,,,,,,,,,,,,,,,,,
RevenueMineralSales,,,6383000.000,4938000.000,7063000.000,7702000.000,5830000.000,4467000.000,500000.000,-117000.000,,,,,2337000.000,1961000.000,1788000.000,1332000.000,,,,,
Revenues,,,,,,,,,,,,,,,,,,,1463000.000,1576000.000,1729000.000,1632000.000,1644000.000
RoyaltyIncomeNonoperating,74000.000,155000.000,138000.000,219000.000,14000.000,2000.000,,,,,,,,,,,,,,,,,
SalesRevenueNet,,,,,,,,,,,,,,,,,,,1463000.000,1576000.000,1729000.000,1632000.000,1644000.000
SeveranceCosts,,,,,,,600000.000,,,,,,,,,,,,,,,,
ShareBasedCompensation,,,,,,,421000.000,,,,330000.000,,,,179000.000,,,,32000.000,,,,65000.000
StockIssuedDuringPeriodValueConversionOfUnits,,,,,,,,,,,,,,,,,,,5371000.000,,,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,,,,,,,,,,,,,,,,,449000.000
StockIssuedDuringPeriodValueRestrictedStockAwardNetOfForfeitures,,,232000.000,,,,421000.000,,,,330000.000,,,,179000.000,,,,32000.000,,,,37000.000
UnrecognizedTaxBenefitsReductionsResultingFromLapseOfApplicableStatuteOfLimitations,,,,,,,,,-100000.000,,,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,14993266.000,19989334.000,35474023.000,35487868.000,36318747.000,,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,42803822.000,42821914.000,,,,,,,,,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,14993266.000,19989334.000,35474023.000,35487868.000,36318747.000,,,,42857347.000,,42893617.000,42918426.000,45029388.000,,52686250.000,52688552.000,52960212.000,-105362662.000,65868598.000,82817778.000,88878371.000,-155912851.000,89350286.000
