,2011-09-30,2012-09-30
AdvertisingExpense,14289.000,10123.000
CostOfGoodsSold,63497.000,
CostOfServices,,13811.000
CostOfServicesDirectLabor,,8857.000
Depreciation,6889.000,7176.000
EarningsPerShareBasicAndDiluted,,0.000
GrossProfit,181958.000,207191.000
IncomeTaxExpenseBenefit,3000.000,-4000.000
InterestAndOtherIncome,2536.000,
InterestExpense,-913.000,3622.000
InterestIncomeExpenseNet,-16183.000,
LeaseAndRentalExpense,,9139.000
NetIncomeLoss,,-15863.000
OfficersCompensation,,57302.000
OperatingExpenses,,223432.000
OperatingIncomeLoss,,-16241.000
OtherCostOfServices,,4954.000
OtherExpenses,269042.000,63360.000
ProvisionForDoubtfulAccounts,,11500.000
Revenues,253934.000,221002.000
SalariesAndWages,,62362.000
SalesRevenueNet,253934.000,221002.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,76805836.000
