,2012-12-28,2013-03-29,2013-06-28,2013-09-27,2013-12-27,2014-03-28,2014-06-27,2014-09-26,2014-12-26,2015-03-27,2015-06-26,2015-09-25,2015-12-31,2016-03-31
AccountsPayableCurrent,143000000.000,154000000.000,181000000.000,203000000.000,158000000.000,174000000.000,174000000.000,208000000.000,210000000.000,183000000.000,179000000.000,190000000.000,189000000.000,173000000.000
AccountsReceivableNetCurrent,81000000.000,73000000.000,75000000.000,86000000.000,93000000.000,82000000.000,87000000.000,101000000.000,111000000.000,98000000.000,97000000.000,102000000.000,79000000.000,86000000.000
AccruedIncomeTaxesCurrent,,,43000000.000,43000000.000,45000000.000,39000000.000,39000000.000,7000000.000,5000000.000,,,,,
AccruedInsuranceCurrent,,,,,,,,,,39000000.000,41000000.000,39000000.000,37000000.000,36000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,313000000.000,,,,297000000.000,,,,323000000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,89000000.000,82000000.000,69000000.000,80000000.000,69000000.000,61000000.000,71000000.000,38000000.000,7000000.000,-50000000.000,-34000000.000,-90000000.000,-112000000.000,-72000000.000
AdditionalPaidInCapitalCommonStock,5097000000.000,4404000000.000,4144000000.000,3957000000.000,2820000000.000,2708000000.000,2636000000.000,2643000000.000,2561000000.000,2544000000.000,2508000000.000,2374000000.000,2353000000.000,2307000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,25000000.000,25000000.000,27000000.000,27000000.000,26000000.000,25000000.000,28000000.000,24000000.000,23000000.000,23000000.000,25000000.000,23000000.000,19000000.000,21000000.000
Assets,9528000000.000,9710000000.000,9655000000.000,9913000000.000,9875000000.000,10147000000.000,10133000000.000,10549000000.000,10660000000.000,10637000000.000,10701000000.000,10726000000.000,10711000000.000,10823000000.000
AssetsCurrent,652000000.000,734000000.000,616000000.000,580000000.000,536000000.000,764000000.000,663000000.000,409000000.000,436000000.000,412000000.000,408000000.000,399000000.000,377000000.000,377000000.000
CapitalLeaseObligationsNoncurrent,,,,,,,,31000000.000,,,,28000000.000,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,15000000.000,,,,12000000.000,,,,9000000.000,,
