,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AllocatedShareBasedCompensationExpense,,,121000.000,323000.000,,,383000.000,451000.000,
AmortizationOfFinancingCosts,,227000.000,,,,237000.000,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,459361.000,446447.000,,383927.000,617317.000,572831.000,-1043942.000
CapitalExpendituresIncurredButNotYetPaid,,1037000.000,,,,2040000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-1173000.000,,,,-448000.000,,,
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,392662000.000,254890000.000,301858000.000,224425000.000,-253697000.000,57160000.000,93580000.000,91379000.000,108068000.000
CostsAndExpenses,431953000.000,297445000.000,344150000.000,,,,,,
DepreciationDepletionAndAmortization,10395000.000,11339000.000,12086000.000,12343000.000,11084000.000,11536000.000,11629000.000,11498000.000,12488000.000
DistributionMadeToLimitedPartnerCashDistributionsDeclared,,11818000.000,11986000.000,11977000.000,11962000.000,11971000.000,12037000.000,12030000.000,12032000.000
DistributionMadeToLimitedPartnerCashDistributionsPaid,,11104000.000,,,,11982000.000,,,
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,,,,,0.325,0.325,
DistributionsPerLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasic,,0.325,0.325,0.325,,0.325,0.325,0.325,
GainLossOnSaleOfPropertyPlantEquipment,-533000.000,-130000.000,-1279000.000,14000.000,486000.000,-1132000.000,-558000.000,-761000.000,-118000.000
GeneralAndAdministrativeExpense,11315000.000,14475000.000,10981000.000,10669000.000,9258000.000,11207000.000,9441000.000,9659000.000,12274000.000
IncomeLossAttributableToParent,-5610000.000,665000.000,-4937000.000,-8448000.000,-45936000.000,-3228000.000,-2365000.000,-6891000.000,-22039000.000
IncomeLossFromContinuingOperations,-5610000.000,665000.000,-4937000.000,-8448000.000,-30985000.000,-2689000.000,-2365000.000,-6891000.000,-22039000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-5768000.000,687000.000,-4708000.000,-8366000.000,-30564000.000,-2273000.000,-2205000.000,-6931000.000,-22054000.000
IncomeLossFromContinuingOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,-0.280,,,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,-0.280,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,-539000.000,,,
IncomeTaxExpenseBenefit,-158000.000,22000.000,229000.000,82000.000,421000.000,416000.000,160000.000,-40000.000,-15000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-12885000.000,,,,-10700000.000,,,
IncreaseDecreaseInAccountsReceivable,,-23344000.000,,,,-21210000.000,,,
IncreaseDecreaseInCustomerAdvancesAndDeposits,,-2795000.000,,,,-973000.000,,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,,-2052000.000,,,,-7853000.000,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,49000.000,,,
IncreaseDecreaseInInventories,,10112000.000,,,,5519000.000,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,7000.000,,,,-185000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,5479000.000,,,,4471000.000,,,
InterestExpense,2406000.000,1173000.000,1382000.000,1514000.000,1306000.000,2430000.000,2103000.000,683000.000,754000.000
NetCashProvidedByUsedInFinancingActivities,,15678000.000,,,,-24347000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,15678000.000,,,,-24347000.000,,,
NetCashProvidedByUsedInInvestingActivities,,-20291000.000,,,,2848000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-20291000.000,,,,2848000.000,,,
NetCashProvidedByUsedInOperatingActivities,,3440000.000,,,,21051000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,3440000.000,,,,21051000.000,,,
NetIncomeLossAllocatedToLimitedPartners,-6376000.000,665000.000,-4937000.000,-8448000.000,-45936000.000,-3228000.000,-2365000.000,-6891000.000,-22039000.000
NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,-0.280,0.020,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasic,,0.020,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,,-0.140,-0.230,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,-0.280,,,,,,,,
OilAndGasSalesRevenue,369064000.000,231917000.000,288520000.000,210422000.000,-275394000.000,41146000.000,82242000.000,83695000.000,93137000.000
OperatingCostsAndExpenses,17048000.000,16611000.000,17946000.000,19119000.000,15701000.000,16330000.000,16159000.000,15856000.000,15792000.000
OperatingIncomeLoss,-3362000.000,1841000.000,-3663000.000,-6959000.000,-30527000.000,126000.000,-598000.000,-6348000.000,-21301000.000
OtherNoncashIncomeExpense,,-71000.000,,,,-2541000.000,,,
OtherNonoperatingIncomeExpense,,19000.000,337000.000,107000.000,1269000.000,31000.000,496000.000,100000.000,1000.000
OtherSalesRevenueNet,3237000.000,3125000.000,3900000.000,3436000.000,3248000.000,3396000.000,3389000.000,3161000.000,2975000.000
PartnersCapitalAccountContributions,,1350000.000,,,,2500000.000,,,
PartnersCapitalAccountDistributions,,11104000.000,,,,11982000.000,,,
PartnersCapitalAccountUnitBasedCompensation,,431000.000,,,,559000.000,,,
PaymentsOfDebtIssuanceCosts,,,,,,188000.000,,,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,22000.000,,,,,,,
PaymentsToAcquireProductiveAssets,,20625000.000,,,,8249000.000,,,
ProceedsFromLinesOfCredit,,34000000.000,,,,15000000.000,,,
ProceedsFromPaymentsForOtherFinancingActivities,,-96000.000,,,,1000.000,,,
ProceedsFromRepaymentsOfBankOverdrafts,,77000.000,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,334000.000,,,,11097000.000,,,
ProvisionForDoubtfulAccounts,,467000.000,,,,-6000.000,,,
ReductionOfShortTermCapitalLeaseObligations,,34000.000,,,,,,,
RepaymentsOfLinesOfCredit,,7000000.000,,,,27000000.000,,,
RepaymentsOfLongTermDebt,,143000.000,,,,,,,
Revenues,428591000.000,299286000.000,340487000.000,259583000.000,-218771000.000,97491000.000,130769000.000,122805000.000,142895000.000
SalesRevenueNet,428591000.000,299286000.000,340487000.000,259583000.000,-218771000.000,97491000.000,130769000.000,122805000.000,142895000.000
ShareBasedCompensation,578000.000,431000.000,121000.000,323000.000,434000.000,559000.000,,,
UndistributedEarnings,,-11153000.000,-16923000.000,-20425000.000,-42947000.000,-14660000.000,-14402000.000,-18921000.000,-34071000.000
UnrealizedGainLossOnDerivatives,,4008000.000,,,,-549000.000,,,
WeightedAverageLimitedPartnershipAndGeneralPartnershipUnitsOutstandingBasic,,36392290.000,36506531.000,36608132.000,-72981659.000,36592856.000,36653371.000,36655250.000,-73261908.000
WeightedAverageLimitedPartnershipUnitsOutstanding,22635930.000,,,,,,,,
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,22635930.000,36409957.000,,,,,36653371.000,,
