,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccruedLiabilitiesCurrentAndNoncurrent,36015.000,30296.000,31239.000,,,25002.000,41053.000,74588.000,78766.000,41604.000,40360.000,42804.000,42163.000,41538.000,43435.000,41651.000,42397.000
Assets,202481306.000,200642658.000,200440927.000,,,221866078.000,219951431.000,222809431.000,220846392.000,217086795.000,214995328.000,233802314.000,238144820.000,244429845.000,257516903.000,244711254.000,264481317.000
Cash,,,,,,103029.000,105440.000,162503.000,312196.000,278313.000,169050.000,412239.000,317508.000,376923.000,357869.000,145237.000,212256.000
CashAndCashEquivalentsAtCarryingValue,164864397.000,164357434.000,165115726.000,,,195312622.000,198702395.000,203696779.000,199803859.000,195766730.000,192115138.000,211924992.000,217791056.000,215646933.000,229306307.000,221561163.000,234573532.000
DerivativeFairValueOfDerivativeAsset,,,,3122154.000,2947307.000,1300978.000,1440837.000,2326666.000,1599648.000,2304721.000,2649144.000,3458474.000,6718295.000,7751316.000,4785810.000,889861.000,1917041.000
DerivativeFairValueOfDerivativeLiability,,,,-4512722.000,2696659.000,4612467.000,1130652.000,3792367.000,3366137.000,1319385.000,3439326.000,1172222.000,371634.000,2028101.000,290752.000,3718184.000,1040367.000
DueFromBanks,,,,,,6711.000,5794.000,7163.000,5517.000,6757.000,2304952.000,5166.000,6240.000,5238.000,5802.000,5306.000,6240.000
FinancialInstrumentsOwnedDerivativesAndOtherContractualAgreementsAtFairValue,-1434545.000,-1129855.000,1300186.000,,,-3311489.000,310185.000,,,985336.000,,,,5723215.000,,,
InterestReceivable,606.000,646.000,680.000,,,92.000,162.000,285.000,201783.000,27.000,20.000,48.000,258.000,255.000,289.000,355.000,229.000
InvestmentOwnedPercentOfNetAssets,-0.007,-0.006,0.007,,,-0.015,0.002,,,0.005,,,,0.024,,,
Liabilities,7022421.000,8023011.000,3455751.000,,,7207998.000,27463966.000,2967867.000,2484629.000,6750570.000,3542334.000,21519528.000,1106935.000,2245618.000,11761437.000,3710882.000,8525804.000
LiabilitiesAndStockholdersEquity,202481306.000,200642658.000,200440927.000,,,221866078.000,219951431.000,222809431.000,220846392.000,217086795.000,214995328.000,233802314.000,238144820.000,244429845.000,257516903.000,244711254.000,264481317.000
ManagementFeePayable,,,,,,111351.000,106127.000,101709.000,101084.000,97764.000,93472.000,92166.000,100205.000,103149.000,104903.000,104737.000,111943.000
MarginDepositAssets,,,,8411150.000,11024737.000,8027195.000,4974411.000,5422667.000,5359921.000,4200567.000,5706345.000,5470413.000,3590032.000,4834034.000,5385218.000,4263945.000,4616436.000
MoneyMarketFundsAtCarryingValue,,,,,,,18629000.000,4186000.000,2499000.000,,2245000.000,25612000.000,31448000.000,,,,
OtherAssets,0.000,0.000,1196.000,,,1073.000,0.000,998.000,0.000,0.000,,,,10301.000,3428.000,7459.000,0.000
OtherPayablesToBrokerDealersAndClearingOrganizations,90451.000,83380.000,82417.000,,,76661.000,70121.000,62477.000,67041.000,64900.000,60175.000,53594.000,61795.000,66348.000,68594.000,61749.000,60934.000
PartnersCapital,195458885.000,192619647.000,196985176.000,,,214658080.000,192487465.000,219841564.000,218361763.000,210336225.000,211452994.000,212282786.000,237037885.000,242184227.000,245755466.000,241000372.000,255955513.000
PayablesToCustomers,1842561.000,1423991.000,1426083.000,,,1643495.000,25515069.000,543482.000,375425.000,6546302.000,258145.000,761516.000,652772.000,0.000,944505.000,74422.000,8310530.000
ReceivablesFromBrokersDealersAndClearingOrganizations,36125444.000,36284578.000,34023139.000,,,26552291.000,20607093.000,18391459.000,20774926.000,20334702.000,22880170.000,19591022.000,14006845.000,21764558.000,23711821.000,23142277.000,29030882.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,195458885.000,192619647.000,196985176.000,,,214658080.000,192487465.000,219841564.000,218361763.000,210336225.000,211452994.000,212282786.000,237037885.000,242184227.000,245755466.000,241000372.000,255955513.000
USGovernmentSecuritiesAtCarryingValue,,,,,,184301882.000,179962161.000,199341113.000,196987146.000,192991660.000,187396136.000,185895587.000,186019308.000,185993772.000,185509636.000,177798620.000,206758036.000
