,2011-01-29,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-02-02,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsAndOtherReceivablesNetCurrent,,,334000000.000,364000000.000,,,,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,1133000000.000,1274000000.000,1386000000.000,1831000000.000,1022000000.000,984000000.000,1015000000.000,1408000000.000,1162000000.000,1248000000.000,1276000000.000,1409000000.000,948000000.000,841000000.000,984000000.000,1289000000.000,997000000.000,1063000000.000,1122000000.000,1453000000.000,925000000.000,995000000.000,1094000000.000,1493000000.000,977000000.000,893000000.000
AccrualForEnvironmentalLossContingencies,,,,,,20000000.000,21000000.000,25000000.000,30000000.000,20000000.000,20000000.000,18000000.000,19000000.000,19000000.000,18000000.000,20000000.000,22000000.000,22000000.000,22000000.000,22000000.000,23000000.000,23000000.000,23000000.000,24000000.000,24000000.000,24000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,113000000.000,,,,113000000.000,,,,78000000.000,,,,89000000.000,,,,75000000.000,,,,110000000.000,,,,127000000.000,
AccruedAdvertisingCurrent,87000000.000,,,,67000000.000,,,,68000000.000,,,,49000000.000,,,,91000000.000,,,,76000000.000,,,,82000000.000,
AccruedLiabilitiesCurrent,1514000000.000,1396000000.000,1381000000.000,1404000000.000,1503000000.000,1222000000.000,1219000000.000,1344000000.000,1395000000.000,1524000000.000,1350000000.000,1269000000.000,1198000000.000,1167000000.000,1176000000.000,1163000000.000,1188000000.000,1028000000.000,1170000000.000,1246000000.000,1360000000.000,1125000000.000,1121000000.000,1170000000.000,1164000000.000,1035000000.000
AccruedLiabilitiesForUnredeeemedGiftCards,229000000.000,,,,238000000.000,,,,230000000.000,,,,218000000.000,,,,217000000.000,,,,222000000.000,,,,215000000.000,
AccruedRentCurrent,100000000.000,,,,111000000.000,,,,114000000.000,,,,115000000.000,,,,139000000.000,,,,40000000.000,,,,35000000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2854000000.000,2963000000.000,2930000000.000,3035000000.000,2965000000.000,3071000000.000,3096000000.000,3070000000.000,2880000000.000,3104000000.000,3067000000.000,3178000000.000,3315000000.000,3439000000.000,3485000000.000,3558000000.000,3617000000.000,3669000000.000,3586000000.000,3586000000.000,3757000000.000,3852000000.000,3742000000.000,3802000000.000,3842000000.000,3903000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,112000000.000,,,,165000000.000,,24000000.000,15000000.000,17000000.000,,,,0.000,,,,0.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,-917000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-805000000.000,-763000000.000,-737000000.000,-745000000.000,-1209000000.000,-1144000000.000,-1277000000.000,-1329000000.000,-1118000000.000,-1088000000.000,-1064000000.000,-1038000000.000,-628000000.000,-618000000.000,-608000000.000,-599000000.000,-1065000000.000,-1048000000.000,-1036000000.000,-1024000000.000,-491000000.000,-488000000.000,-494000000.000,-492000000.000,-473000000.000,-448000000.000
