,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionOfDiscount,-597.000,-13747.000,-72000.000,-77000.000,
AdministrativeFeesAmountPaid,279.000,,,,
AdministrativeFeesExpense,,52722.000,179000.000,183000.000,240000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,254239.000,2852431.000,1817000.000,-1906000.000,-1158000.000
CostsAndExpenses,,,,783000.000,1332000.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,3099.000,8923.000,13000.000,12000.000,19000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsDeclared,,,,1779000.000,1780000.000
DistributionMadeToLimitedLiabilityCompanyLLCMemberDistributionsPaidPerUnit,,1.620,,1.100,1.100
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,1.130,,,,
FairValueAdjustmentOfWarrants,,,,,-49000.000
GainLossOnSaleOfDerivatives,,,,,-1000.000
GainLossOnSaleOfNotesReceivable,,,,,50000.000
GainLossOnSaleOfSecuritiesNet,,50792.000,55000.000,153000.000,217000.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,160000.000,833000.000
ImpairedFinancingReceivableWithRelatedAllowanceAverageRecordedInvestment,,,,160000.000,833000.000
IncomeTaxReconciliationDispositionOfAssets,,-4834.000,-5000.000,,-52000.000
IncomeTaxReconciliationOtherAdjustments,-79154.000,398746.000,-20000.000,302000.000,-890000.000
IncreaseDecreaseInAccountsPayableRelatedParties,996.000,-1188.000,,,11000.000
IncreaseDecreaseInAccountsReceivable,6664.000,-512.000,-6000.000,3000.000,4000.000
IncreaseDecreaseInDeferredRevenue,17333.000,33161.000,-5000.000,-10000.000,-3000.000
IncreaseDecreaseInDueFromRelatedParties,,,,99000.000,-134000.000
IncreaseDecreaseInDueToAffiliates,-36165.000,-117768.000,-39000.000,,
IncreaseDecreaseInOtherAccountsPayable,9.000,22251.000,-22000.000,2000.000,1000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,4875.000,4000.000,-5000.000,
IncreaseDecreaseInSecurityDeposits,32000.000,-32000.000,,,
InterestAndDividendIncomeOperating,14534.000,227802.000,816000.000,791000.000,569000.000
InterestIncomeOther,32.000,456.000,,,
NetCashProvidedByUsedInFinancingActivities,1616845.000,6254997.000,3459000.000,-1977000.000,-1978000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1616845.000,6254997.000,3459000.000,-1977000.000,-1978000.000
NetCashProvidedByUsedInInvestingActivities,-1337390.000,-3121047.000,-1648000.000,82000.000,826000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1337390.000,-3121047.000,-1648000.000,82000.000,826000.000
NetCashProvidedByUsedInOperatingActivities,-25216.000,-281519.000,6000.000,-11000.000,-6000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-25216.000,-281519.000,6000.000,-11000.000,-6000.000
NetIncomeLoss,-15231.000,396155.000,54000.000,403000.000,-767000.000
NoninterestExpensePrintingAndFulfillment,,11592.000,8000.000,14000.000,8000.000
OperatingExpenses,30237.000,425141.000,753000.000,,
OtherCostAndExpenseOperating,591.000,15404.000,36000.000,43000.000,19000.000
OtherCostOfServices,1359.000,24749.000,33000.000,30000.000,37000.000
OtherIncome,440.000,18361.000,51000.000,44000.000,30000.000
PaymentsForRepurchaseOfOtherEquity,,5320.000,,,
PaymentsToAcquireInvestments,,,229000.000,60000.000,225000.000
PaymentsToAcquireNotesReceivable,1450000.000,4135181.000,4030000.000,3699000.000,2731000.000
ProceedsFromCollectionOfNotesReceivable,38031.000,592766.000,2434000.000,3240000.000,3131000.000
ProceedsFromContributedCapital,1873260.000,,,16200000.000,16200000.000
ProceedsFromIssuanceOfWarrants,,55640.000,60000.000,,370000.000
ProceedsFromSaleAndCollectionOfNotesReceivable,,341880.000,260000.000,593000.000,260000.000
ProceedsFromSaleOfAvailableForSaleSecurities,,,,9000.000,
ProceedsFromSaleOfNotesReceivable,,-46452.000,-14000.000,-76000.000,
ProceedsFromSaleOfSecuritiesOperatingActivities,,,,0.000,355000.000
ProfessionalFees,,21220.000,73000.000,87000.000,96000.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,994850.000,1815063.000,1159000.000,512000.000,546000.000
Revenues,15006.000,821296.000,807000.000,1186000.000,565000.000
SalesRevenueNet,14566.000,802935.000,756000.000,1142000.000,535000.000
UnrealizedGainLossOnDerivatives,,477433.000,-129000.000,122000.000,-301000.000
