,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,99482000.000,,,,192051000.000,,,
LossContingencyAccrualAtCarryingValue,,5547000.000,5300000.000,8800000.000,8700000.000,8900000.000,9000000.000,26800000.000,27200000.000,28600000.000,6300000.000
NotesPayableFairValueDisclosure,,,,1800000000.000,,,,,,,
NumberOfStatesInWhichEntityOperates,,11.000,,11.000,,,,11.000,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,307669000.000,,,,210205000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,38393000.000,,,,26950000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,31824000.000,,,,19263000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,35160000.000,,,,21983000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,37480000.000,,,,23924000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,38752000.000,,,,26211000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,126060000.000,,,,91874000.000,,,
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,,,-731893837.000,,,,-824712347.000,,,
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,,694661378.000,,,,691943766.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,,,,3132112421.000,,,,3282893952.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,,,630711343.000,,,,615781786.000,,,
RealEstateAndAccumulatedDepreciationCarryingAmountOfLandAndBuildingsAndImprovements,,,,3762823764.000,,,,3898675738.000,,,
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionCarryingCosts,,,,1078947053.000,,,,1176354612.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,,2057295197.000,,,,2108233151.000,,,
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,,626581515.000,,,,614087975.000,,,
RealEstateFederalIncomeTaxBasis,,,,2500000000.000,,,,2500000000.000,,,
RealEstateHeldforsale,,14070000.000,12073000.000,,,,,93450000.000,,,
RealEstateInvestmentPropertyAccumulatedDepreciation,,,,,,,,804964000.000,,,
RealEstateInvestmentPropertyAtCost,,,,,,,,3785477000.000,,,
RealEstateInvestmentPropertyNet,,,,,,,,3073963000.000,,,
RestrictedCashAndCashEquivalents,,,,,,,16000000.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,634170.000,,,,698682.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,15.950,,,,18.260,,,
TreasuryStockShares,,5623150.000,5623150.000,5623150.000,5623150.000,5623150.000,5623150.000,5623150.000,5623150.000,5623150.000,
