,2011-09-30
ComprehensiveIncomeNetOfTax,-24807.000
CostOfGoodsSold,5267525.000
EarningsPerShareBasicAndDiluted,-0.030
GainLossOnDerivativeInstrumentsNetPretax,37372.000
GeneralAndAdministrativeExpense,2010990.000
GrossProfit,1891558.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-458754.000
IncomeTaxExpenseBenefit,-136990.000
InterestIncomeExpenseNet,-343880.000
NetIncomeLoss,-321764.000
OperatingIncomeLoss,-130513.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,296957.000
OtherIncome,-29990.000
OtherNonoperatingIncome,8257.000
Revenues,7159083.000
SalesRevenueNet,7189073.000
SellingAndMarketingExpense,11081.000
