,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,109709.000,,,,17242.000,,,,61216.000,,,,-208585.000,,,,-328492.000,,,,-51716.000,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ComprehensiveIncomeNetOfTax,-5948.000,-5147.000,-3614.000,-2995.000,-3019.000,-3162.000,-6115.000,-6146.000,-6192.000,-5778.000,-6043.000,-6088.000,-5931.000,-5802.000,-5986.000,-5882.000,-5614.000,-5580.000,-5571.000,-5447.000,-5429.000,-5192.000
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,,,-3.000,,,,,,,,,,,,,,,,,
CurrentFederalTaxExpenseBenefit,,,,,,,,,0.000,,,,0.000,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.060,-0.040,-0.050,-0.050
EffectOfExchangeRateOnCashAndCashEquivalents,115426.000,,,,20255.000,,,,67384.000,,,,-202559.000,,,,-322799.000,,,,-46339.000,
ForeignCurrencyTransactionGainLossUnrealized,27.000,,,,5.000,,,,-16.000,,,,51.000,,,,80.000,,,,12.000,
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,0.000,,,,0.000,
IncreaseDecreaseInAccruedInterestReceivableNet,683.000,,,,345.000,,,,-708.000,,,,-679.000,,,,-644.000,,,,-621.000,
IncreaseDecreaseInAccruedInvestmentIncomeReceivable,-1946.000,,,,-1024.000,,,,,,,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,2536.000,,,,2450.000,
IncreaseInCarryingAmountOfRedeemablePreferredStock,,,,,-3016.000,,,,,,,,,,,,,,,,,
InvestmentIncomeInterest,2012.000,1738.000,1309.000,1008.000,1024.000,992.000,2060.000,2080.000,2094.000,1996.000,2037.000,2061.000,2046.000,1962.000,2035.000,1978.000,1938.000,1895.000,1906.000,1881.000,1828.000,1770.000
NetCashProvidedByUsedInOperatingActivities,-5717.000,,,,-3013.000,,,,-6168.000,,,,-6026.000,,,,-5693.000,,,,-5377.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5717.000,,,,-3013.000,,,,-6168.000,,,,-6026.000,,,,-5693.000,,,,-5377.000,
NetIncomeLoss,-5902.000,-5142.000,-3626.000,-2958.000,-3016.000,-3141.000,-6112.000,-6125.000,-6168.000,-5876.000,-5998.000,-6067.000,-6024.000,-5776.000,-5994.000,-5825.000,-5684.000,-5558.000,-5594.000,-5520.000,-5383.000,-5211.000
OperatingExpenses,7914.000,6880.000,4935.000,3966.000,4040.000,4133.000,8172.000,8205.000,8262.000,7872.000,8035.000,8128.000,8070.000,7738.000,8029.000,7803.000,7622.000,7453.000,7500.000,7401.000,7211.000,6981.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-46.000,,,,,,,,,,,,,,,,,,,,,
