,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AssetManagementCosts,,117168.000,15292.000,,30368.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-178.000,,,,5568001.000
CommonStockDividendsPerShareDeclared,,0.010,0.030,,0.020
CostsAndExpenses,178.000,137120.000,55063.000,259193.000,108794.000
DividendsCommonStock,,,,,25016.000
DividendsCommonStockCash,,,,,15592.000
DividendsCommonStockStock,,,,,9424.000
DividendsStock,,,,,0.000
EarningsPerShareBasicAndDiluted,0.000,-0.540,-0.110,1.920,0.210
EquityMethodInvestmentDividendsOrDistributions,,,,,48438.000
FairValueOptionChangesInFairValueGainLoss1,,,15029.000,,405161.000
GeneralAndAdministrativeExpense,178.000,19952.000,39771.000,98516.000,78426.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-55063.000,,-108794.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,1822.000
IncreaseDecreaseInDueToRelatedParties,,,,,-13267.000
NetCashProvidedByUsedInFinancingActivities,,,,,5610709.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,5610709.000
NetCashProvidedByUsedInOperatingActivities,-178.000,,,,-42708.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-178.000,,,,-42708.000
NetIncomeLossAttributableToNoncontrollingInterest,,-53.000,0.000,,0.000
NetIncomeLossAvailableToCommonStockholdersBasic,-178.000,-140688.000,-40034.000,668702.000,300667.000
OtherIncome,,,,,4300.000
PaymentsOfDividendsCommonStock,,,,,20355.000
ProceedsFromIssuanceOfCommonStock,,,,,5623706.000
ProceedsFromStockPlans,,,,,7358.000
ProfitLoss,-178.000,-140741.000,-40034.000,668702.000,300667.000
RelatedPartyTransactionAmountsOfTransaction,,169562.000,158923.000,,630200.000
ShareBasedCompensation,,,,,28437.000
StockIssuedDuringPeriodValueDividendReinvestmentPlan,,,,,7358.000
StockIssuedDuringPeriodValueNewIssues,,,,,4640138.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,28437.000
UnrealizedGainLossOnInvestments,,-3621.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,242003.000,259810.000,379980.000,-496964.000,1405720.000
