,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,,,,,,,,,,,,,,,-200000.000,,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-1600000.000,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,900000.000,,,,1600000.000,,,,100000.000,,,,1100000.000,,,,1000000.000,,,,1300000.000,,,,1300000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,100000.000,,,,500000.000,,,,600000.000,,,,400000.000,,,,,,,,
AmortizationOfIntangibleAssets,,400000.000,300000.000,,300000.000,200000.000,300000.000,300000.000,100000.000,100000.000,0.000,400000.000,800000.000,700000.000,800000.000,800000.000,1100000.000,1000000.000,1100000.000,2400000.000,3100000.000,3100000.000,3000000.000,3100000.000,5000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,,,,0.000,,,,
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,2800000.000,,,,,,,
BusinessCombinationConsiderationTransferredOther1,,,,,,,,,,,,,,,,,,,,,,,,,8600000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-10100000.000,,,,8800000.000,,,,29900000.000,,,,5900000.000,,,,-23000000.000,,,,13700000.000,,,,-7600000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-2300000.000,,,,0.000,,,,1300000.000,,,,-300000.000,,,,0.000,,,,-100000.000,,,,100000.000
CommonStockDividendsPerShareDeclared,0.150,0.150,0.150,0.150,0.150,,,,0.300,,,,0.360,,,,0.380,,,,0.400,,,,0.420
ComprehensiveIncomeNetOfTax,32000000.000,,,,28400000.000,-5000000.000,41100000.000,24400000.000,21100000.000,15400000.000,45800000.000,4200000.000,26600000.000,28100000.000,-14600000.000,-21900000.000,-40600000.000,39600000.000,7300000.000,18500000.000,46500000.000,24400000.000,20200000.000,-6200000.000,22000000.000
CostOfGoodsSold,133500000.000,151100000.000,154900000.000,136200000.000,137700000.000,136300000.000,138200000.000,125000000.000,131800000.000,131600000.000,122100000.000,134600000.000,147100000.000,144400000.000,151400000.000,132600000.000,136600000.000,127100000.000,132000000.000,144000000.000,151100000.000,150400000.000,146200000.000,135500000.000,170200000.000
DeferredIncomeTaxExpenseBenefit,3900000.000,,,,-500000.000,,,,4900000.000,,,,1600000.000,,,,900000.000,,,,100000.000,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,,,,,,,,,,,,,,,,,,,0.000
DepreciationDepletionAndAmortization,10700000.000,,,,10200000.000,,,,8500000.000,,,,13100000.000,,,,9700000.000,,,,10800000.000,,,,16600000.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,400000.000,3600000.000,,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,,,,,,-900000.000,200000.000,,,0.000,0.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,,,,,-400000.000,-3600000.000,,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,,,,,-600000.000,-2800000.000,,,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,,,,,,,,-200000.000,0.000,,,0.000,0.000,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,,,,,,,-200000.000,800000.000,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherExpense,,,,,,,,,,,,,,,,,,900000.000,-200000.000,,,0.000,0.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,4400000.000,2000000.000,,,,,,,,0.000,0.000,,,0.000,0.000,,
DistributedEarnings,,,0.000,,,100000.000,0.000,,100000.000,0.000,100000.000,0.000,100000.000,100000.000,100000.000,0.000,200000.000,0.000,0.000,0.000,100000.000,0.000,100000.000,100000.000,100000.000
DividendsCommonStockCash,-2700000.000,,,,2400000.000,,,,9400000.000,,,,11100000.000,,,,11600000.000,,,,12200000.000,,,,12900000.000
EarningsPerShareBasic,0.910,1.150,0.580,2.860,0.910,1.330,0.890,-0.590,0.960,0.850,0.930,-0.310,0.750,0.820,0.760,0.610,0.620,0.760,0.850,0.720,0.690,0.850,0.620,0.550,0.450
EarningsPerShareDiluted,0.910,1.140,0.570,2.840,0.900,1.320,0.870,-0.580,0.960,0.840,0.920,-0.300,0.750,0.810,0.760,0.610,0.610,0.760,0.850,0.720,0.690,0.850,0.610,0.550,0.450
EffectOfExchangeRateOnCashAndCashEquivalents,0.000,,,,200000.000,,,,0.000,,,,-400000.000,,,,-28700000.000,,,,7200000.000,,,,1200000.000
EffectiveIncomeTaxRateContinuingOperations,,0.377,0.100,,0.408,0.396,0.387,-0.797,0.293,0.324,0.331,-0.533,0.300,0.208,0.088,-0.407,,0.230,0.188,,0.276,0.265,0.388,-0.764,0.343
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,,,,,,,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,0.067,0.036,0.040,-0.083,0.000,0.000,0.002,0.007,,0.029,-0.008,,,,,,,,,,
