,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AmortizationOfFinancingCosts,,784000.000,800000.000,,,803000.000,,
AssetImpairmentCharges,,,,559000.000,,,3102000.000,361029000.000
CapitalLeaseObligationsIncurred,,,,,,470000.000,,
ComprehensiveIncomeNetOfTax,,-16156000.000,-28644000.000,-25658000.000,-1538000.000,-23393000.000,-30973000.000,-398667000.000
CostOfRevenue,343876000.000,364575000.000,340138000.000,348869000.000,442218000.000,374293000.000,358534000.000,373150000.000
DeferredIncomeTaxExpenseBenefit,,-262000.000,,,,-53000.000,,
DepreciationDepletionAndAmortization,,22645000.000,22092000.000,22667000.000,23501000.000,21548000.000,21474000.000,22175000.000
GainLossOnSaleOfPropertyPlantEquipment,,-4000.000,,,,1000.000,,
GoodwillImpairmentLoss,,,,,,,,360100000.000
GrossProfit,144253000.000,163576000.000,146460000.000,147362000.000,185993000.000,157540000.000,146304000.000,147533000.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,,,2300000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-40300000.000,-15649000.000,-28453000.000,-25224000.000,-351000.000,-24424000.000,-31311000.000,-398201000.000
IncomeTaxExpenseBenefit,-12917000.000,561000.000,310000.000,434000.000,1187000.000,-1031000.000,-338000.000,466000.000
IncomeTaxesPaid,,443000.000,,,,116000.000,,
IncreaseDecreaseInAccountsPayable,,45009000.000,,,,18431000.000,,
IncreaseDecreaseInAccountsReceivable,,-5273000.000,,,,-169000.000,,
IncreaseDecreaseInAccruedLiabilities,,11539000.000,,,,23437000.000,,
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,,-1714000.000,,,,-1624000.000,,
IncreaseDecreaseInInventories,,16772000.000,,,,-5519000.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,-4000.000,,
IncreaseDecreaseInOtherNoncurrentLiabilities,,-501000.000,,,,339000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,4959000.000,,,,14000.000,,
InterestExpense,40907000.000,41191000.000,41354000.000,41211000.000,41622000.000,41373000.000,38681000.000,
InterestIncomeExpenseNet,,,-41345000.000,-41208000.000,,-41358000.000,-38676000.000,-39264000.000
InterestPaid,,9591000.000,,,,9329000.000,,
InvestmentIncomeInterest,37000.000,18000.000,9000.000,3000.000,4000.000,15000.000,5000.000,7000.000
NetCashProvidedByUsedInContinuingOperations,,32445000.000,,,,30345000.000,,
NetCashProvidedByUsedInFinancingActivities,,-892000.000,,,,-1076000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-892000.000,,,,-1076000.000,,
NetCashProvidedByUsedInInvestingActivities,,-11835000.000,,,,-14117000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-11835000.000,,,,-14117000.000,,
NetCashProvidedByUsedInOperatingActivities,,45172000.000,,,,45538000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,45172000.000,,,,45538000.000,,
NetIncomeLossAvailableToCommonStockholdersBasic,-27383000.000,-16210000.000,-28763000.000,-25658000.000,-1538000.000,-23393000.000,-30973000.000,-398667000.000
OperatingIncomeLoss,570000.000,25524000.000,12892000.000,15984000.000,41267000.000,16934000.000,7365000.000,-358937000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,54000.000,119000.000,,,,,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent,,-28000.000,,,,,,
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,,203000.000,,,,,
OtherNoncashExpense,,,,,,331000.000,-78000.000,2002000.000
PaidInKindInterest,,82000.000,,,,,,
PaymentsOfFinancingCosts,,731000.000,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,11864000.000,20601000.000,16316000.000,18687000.000,14119000.000,13143000.000,16818000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,29000.000,,,,2000.000,,
RepaymentsOfLongTermDebt,,161000.000,,,,1076000.000,,
RestructuringCharges,,,600000.000,200000.000,,,,
SalesRevenueGoodsNet,488129000.000,528151000.000,486598000.000,496231000.000,628211000.000,531833000.000,504838000.000,520683000.000
SellingGeneralAndAdministrativeExpense,143683000.000,138052000.000,133568000.000,131378000.000,144726000.000,140606000.000,136639000.000,146370000.000
ShareBasedCompensation,,254000.000,,,,373000.000,,
