,2011-04-02
AmortizationOfFinancingCosts,3163000.000
AmortizationOfFinancingCostsAndDiscounts,3163000.000
AmortizationOfIntangibleAssets,2948000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,10514000.000
CostOfGoodsSold,22133000.000
DeferredIncomeTaxExpenseBenefit,1213000.000
Depreciation,2441000.000
DerivativeGainLossOnDerivativeNet,-425000.000
EarningsPerShareBasic,0.280
EarningsPerShareDiluted,0.270
EffectOfExchangeRateOnCashAndCashEquivalents,-329000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,300000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,300000.000
GrossProfit,118653000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,33795000.000
IncomeTaxExpenseBenefit,12234000.000
IncomeTaxesPaidNet,1929000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-2249000.000
IncreaseDecreaseInAccountsReceivable,-3939000.000
IncreaseDecreaseInInventories,1537000.000
IncreaseDecreaseInOtherOperatingAssets,617000.000
InterestExpense,3101000.000
InterestPaid,6092000.000
NetCashProvidedByUsedInFinancingActivities,6298000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6298000.000
NetCashProvidedByUsedInInvestingActivities,-28632000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-28632000.000
NetCashProvidedByUsedInOperatingActivities,33177000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,33177000.000
NetIncomeLoss,21561000.000
NonoperatingIncomeExpense,-7009000.000
OperatingExpenses,77849000.000
OperatingIncomeLoss,40804000.000
OtherNonoperatingIncomeExpense,-827000.000
PaymentsForProceedsFromDerivatives,425000.000
PaymentsToAcquireIntangibleAssets,508000.000
PaymentsToAcquireInvestments,34468000.000
PaymentsToAcquirePropertyPlantAndEquipment,1802000.000
ProceedsFromIssuanceOfCommonStock,5998000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,8571000.000
ResearchAndDevelopmentExpenseExcludingAcquiredInProcessCost,14418000.000
RoyaltyIncomeNonoperating,82000.000
SalesRevenueGoodsNet,140786000.000
SellingGeneralAndAdministrativeExpense,60286000.000
ShareBasedCompensation,2190000.000
WeightedAverageNumberOfDilutedSharesOutstanding,78691000.000
WeightedAverageNumberOfSharesOutstandingBasic,76866000.000
