,2011-06-30,2011-09-30
ComprehensiveIncomeNetOfTax,935841.000,-5315479.000
CostOfGoodsSold,1890411.000,1360129.000
EarningsPerShareBasic,0.010,-0.234
EarningsPerShareDiluted,0.010,-0.234
GeneralAndAdministrativeExpense,590206.000,361539.000
GrossProfit,1151429.000,262565.000
ImpairmentOfInvestments,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,372489.000,-5999410.000
IncomeTaxExpenseBenefit,34785.000,32471.000
InterestExpense,-1067.000,-13.000
InvestmentIncomeInterest,5564.000,6460.000
NetIncomeLoss,337704.000,-6031881.000
NonoperatingIncomeExpense,-133555.000,6166.000
OperatingExpenses,645385.000,6268141.000
OperatingIncomeLoss,506044.000,-6005576.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,598137.000,716402.000
OtherNonoperatingIncomeExpense,-765.000,-281.000
SalesRevenueGoodsNet,3041840.000,1622694.000
SellingExpense,33513.000,48458.000
ShareBasedCompensation,21666.000,40142.000
WeightedAverageNumberOfDilutedSharesOutstanding,25734074.000,25748525.000
WeightedAverageNumberOfSharesOutstandingBasic,25734074.000,25748525.000
