,2011-07-31,2011-10-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
NetIncomeLossAttributableToNoncontrollingInterest,,,3.000,1.000,,,-1.000,-9.000,-1.000
NoncashOrPartNoncashAcquisitionNoncashFinancialOrEquityInstrumentConsiderationWarrantsIssued1,,,40000.000,,,,,,
OperatingIncomeLoss,,,,,-211494.000,,50137.000,-101508.000,-185198.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,3.000,16.000,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,,,,-871.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,,,,,,,4739.000,,
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,-132487.000,-35268.000,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,27024.000,118111.000,,,,,-144497.000,,
OtherIncome,,,,19542.000,,,,,
OtherNoncashExpense,,,,,47395.000,,,,3000.000
OtherNonoperatingIncome,,,,,15524.000,,9207.000,9941.000,8348.000
OtherNonoperatingIncomeExpense,,,,,-40433.000,,-39811.000,-39294.000,-41688.000
OtherNonrecurringIncomeExpense,,,,39035.000,,,,,
PaidInKindInterest,,,,,38668.000,,39655.000,,40787.000
PriorPeriodReclassificationAdjustment,,,,,,,,555142.000,
ProFormaWeightedAverageSharesOutstandingDiluted,,,,,,,82524703.000,,
ProceedsFromRelatedPartyDebt,,,,342641.000,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,237050.000,,218871.000,,28377.000
ProceedsFromUnsecuredNotesPayable,,,17000.000,,,,,,
ProfitLoss,,,,-245349.000,-236283.000,,19624.000,,-218470.000
Revenues,,,,227219.000,727858.000,,661178.000,385340.000,
SalesRevenueGoodsGross,,,,615096.000,,,,,
SalesRevenueNet,,,,207677.000,727858.000,,661178.000,385340.000,
SellingAndMarketingExpense,,,,102320.000,-94754.000,,72559.000,116012.000,74665.000
SellingGeneralAndAdministrativeExpense,,,,344591.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityConvertedInPeriod,,,,,,,12000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,,0.009,,
StockIssuedDuringPeriodSharesOther,,,45520.000,57603.000,,,,,
StockIssuedDuringPeriodSharesShareBasedCompensation,,,15500.000,28251.000,,,,,
StockOptionPlanExpense,,,,,41251.000,,15108.000,,
TradingSecuritiesUnrealizedHoldingGainLoss,,,,,46775.000,,-144497.000,-55111.000,29409.000
UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,-28084.000,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,5710311.000,5710311.000,,,,,82524703.000,83003932.000,83073822.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,80668969.000,,,,,
WeightedAverageNumberOfSharesIssuedBasic,,,,,,,82524703.000,83003932.000,83073822.000
