,2011-12-31,2012-12-31,2013-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,8500.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,54593.000,-54639.000,-3944.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-277614.000,-317804.000
Depreciation,,203.000,542.000
EarningsPerShareBasic,0.022,-0.130,
EarningsPerShareBasicAndDiluted,,,-0.150
EarningsPerShareDiluted,0.022,-0.130,
GainLossOnSaleOfInvestments,-600000.000,,
GainLossOnSaleOfOtherInvestments,600000.000,,
GeneralAndAdministrativeExpense,442277.000,275077.000,298483.000
GrossProfit,-447987.000,-230121.000,-337944.000
ImpairmentOfLongLivedAssetsHeldForUse,106323.000,,
ImpairmentOfLongLivedAssetsToBeDisposedOf,-106323.000,,
IncomeLossAttributableToParent,45507.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,45507.000,-277614.000,-317804.000
IncreaseDecreaseInAccountsPayable,10504.000,36450.000,-40003.000
IncreaseDecreaseInAccountsPayableRelatedParties,-10931.000,-10931.000,
IncreaseDecreaseInNotesPayableRelatedParties,-89500.000,196500.000,284000.000
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,-10490.000,,
IncreaseDecreaseInPrepaidExpense,-19234.000,19234.000,
InterestExpense,5893.000,2537.000,-19321.000
InterestExpenseRelatedParty,,2537.000,19321.000
NetCashProvidedByUsedInFinancingActivities,-89500.000,177107.000,334000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-89500.000,177107.000,334000.000
NetCashProvidedByUsedInInvestingActivities,592080.000,-1625.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,592080.000,-1625.000,
NetIncomeLoss,45507.000,-277614.000,-317804.000
NotesIssued1,103000.000,,
OperatingCostsAndExpenses,-51400.000,275077.000,298483.000
OperatingIncomeLoss,51400.000,-275077.000,-298483.000
OtherComprehensiveIncomeLossBeforeTax,,,-317804.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,7920.000,1625.000,
ProceedsFromNotesPayable,,177107.000,
ProceedsFromRelatedPartyDebt,,,334000.000
ProceedsFromSaleOfOtherInvestments,600000.000,,
ProfitLoss,45507.000,-277614.000,-317804.000
RelatedPartyTransactionAmountsOfTransaction,,,50000.000
RelatedPartyTransactionRate,,0.050,0.050
ShareBasedCompensation,-8500.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,2061178.000,2056985.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,2056983.000
WeightedAverageNumberOfSharesOutstandingBasic,2056985.000,2056985.000,2056983.000
