,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,515000.000,556000.000,617000.000,399000.000,381000.000,294000.000,230000.000,328000.000,254000.000,1644000.000,423000.000,460000.000,203000.000,238000.000,241000.000,148000.000,102000.000,101000.000,92000.000,108000.000,87000.000,85000.000
AccountsReceivableNet,917000.000,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,1292000.000,1252000.000,1103000.000,746000.000,818000.000,887000.000,655000.000,417000.000,264000.000,267000.000,150000.000,532000.000,343000.000,174000.000,29000.000,91000.000,49000.000,44000.000,21000.000,33000.000,43000.000
AccruedLiabilitiesCurrent,47000.000,27000.000,36000.000,40000.000,28000.000,31000.000,41000.000,41000.000,31000.000,36000.000,41000.000,43000.000,34000.000,34000.000,35000.000,35000.000,54000.000,80000.000,81000.000,58000.000,65000.000,70000.000
AssetRetirementObligation,,,,,,1979000.000,1986000.000,2354000.000,2354000.000,1038000.000,1292000.000,,,,1316000.000,,1738000.000,1738000.000,1738000.000,,,
AssetRetirementObligationCurrent,295000.000,,,,,953000.000,948000.000,1316000.000,1316000.000,,,,,,,,593000.000,593000.000,593000.000,593000.000,593000.000,593000.000
AssetRetirementObligationsNoncurrent,1241000.000,1241000.000,2057000.000,2057000.000,2057000.000,1026000.000,1038000.000,1038000.000,1038000.000,1038000.000,1292000.000,1292000.000,1292000.000,1292000.000,1316000.000,1316000.000,1145000.000,1145000.000,1145000.000,1145000.000,1145000.000,1145000.000
Assets,18353000.000,17008000.000,16056000.000,14539000.000,13391000.000,12252000.000,10027000.000,9263000.000,8453000.000,7446000.000,6273000.000,7025000.000,7094000.000,6632000.000,5199000.000,4939000.000,5009000.000,4984000.000,3762000.000,3626000.000,3634000.000,3573000.000
AssetsCurrent,4794000.000,5111000.000,4424000.000,3974000.000,3651000.000,4278000.000,4428000.000,4434000.000,3686000.000,2954000.000,1513000.000,2371000.000,2596000.000,2392000.000,1997000.000,1803000.000,2453000.000,2288000.000,2168000.000,2068000.000,2105000.000,1937000.000
CashAndCashEquivalentsAtCarryingValue,3387000.000,3225000.000,2854000.000,2817000.000,2896000.000,2410000.000,2525000.000,2425000.000,1945000.000,1202000.000,894000.000,2199000.000,2059000.000,2018000.000,1803000.000,1683000.000,1766000.000,1644000.000,1531000.000,1454000.000,1479000.000,1293000.000
CashUninsuredAmount,,,,,800000.000,1900000.000,3500000.000,3500000.000,3700000.000,3300000.000,2000000.000,3000000.000,,,,,,,,,,
CommonStockSharesAuthorized,1335.000,1335.000,,,,,,,,,,,,,,,,,,,,
CommonStockSharesIssued,933.060,933.060,,,,,,,,,,,,,,,,,,,,
CommonStockSharesOutstanding,933.060,933.060,,,,,,,,,,,,,,,,,,,,
DueFromAffiliateCurrent,,,,,,,,,,,,,,,,80000.000,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,,,,9014000.000,,,,1657000.000,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesDevelopmentCosts,,,,,,,,,,,,,,,2643000.000,,,,1982000.000,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,,,,3573000.000,,,,-1264000.000,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,,,,,,,,,,,,,2798000.000,,,,939000.000,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,,,,445000.000,,,,-344000.000,,,
Liabilities,2098000.000,1824000.000,2710000.000,2496000.000,2466000.000,2304000.000,2257000.000,2723000.000,2639000.000,2718000.000,1927000.000,1910000.000,1529000.000,1564000.000,1592000.000,1499000.000,1894000.000,1919000.000,1911000.000,1904000.000,1890000.000,1893000.000
LiabilitiesAndStockholdersEquity,18353000.000,17008000.000,16056000.000,14539000.000,13391000.000,12252000.000,10027000.000,9263000.000,8453000.000,7446000.000,6273000.000,7025000.000,7094000.000,6632000.000,5199000.000,4939000.000,5009000.000,4984000.000,3762000.000,3626000.000,3634000.000,3573000.000
LiabilitiesCurrent,857000.000,583000.000,653000.000,439000.000,409000.000,1278000.000,1219000.000,1685000.000,1601000.000,1680000.000,635000.000,618000.000,237000.000,272000.000,276000.000,183000.000,749000.000,774000.000,766000.000,759000.000,745000.000,748000.000
