,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AmortizationOfIntangibleAssets,,,,,,,,,195139.000
AssetImpairmentCharges,,,,,,,,,845225.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-8831.000,,,,-7710.000,,
ComprehensiveIncomeNetOfTax,-1911.000,-4650.000,-12545.000,-8220.000,-9631.000,-6752.000,-6010.000,-12287.000,-2475597.000
CostOfGoodsSold,,,,,,,,,400919.000
CostsAndExpenses,347.000,3950.000,10381.000,6947.000,7127.000,5881.000,4307.000,10583.000,
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.000,-0.000,-0.000,0.010,0.000,0.000,-0.030
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,,,,,,,1596.000
GeneralAndAdministrativeExpense,347.000,1649.000,3381.000,3947.000,3627.000,2381.000,357.000,2783.000,1013987.000
GrossProfit,,,,,,,,,281383.000
IncomeLossFromContinuingOperations,,,,,,,,,-2475597.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,-0.030
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,1550.000,,,,-3403.000,,
InterestExpense,1706.000,1703.000,1763.000,1763.000,1764.000,1522.000,1703.000,1704.000,34356.000
InterestExpenseRelatedParty,,,1763.000,,,,1703.000,,
NetCashProvidedByUsedInOperatingActivities,,,-8831.000,,,,-7710.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-8831.000,,,,-7710.000,,
NetIncomeLoss,,,-12144.000,,,,-6010.000,,
NetIncomeLossAvailableToCommonStockholdersBasic,-2053.000,-5653.000,-12144.000,-8710.000,-8891.000,-7403.000,-6010.000,-12287.000,
NonoperatingIncomeExpense,-1706.000,-1703.000,-1763.000,-1763.000,-1764.000,-1522.000,-1703.000,-1704.000,-885748.000
OperatingExpenses,,,,,,,,,1871232.000
OperatingIncomeLoss,,,,,,,,,-1589849.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,142.000,1003.000,-401.000,490.000,-740.000,,,,
OtherSellingAndMarketingExpense,,,,,,,,,70069.000
ProfessionalFees,,2301.000,7000.000,3000.000,3500.000,3500.000,3950.000,7800.000,
RelatedPartyTransactionRate,,,,,,,0.060,,
Revenues,,,,,,,,,682302.000
SalariesWagesAndOfficersCompensation,,,,,,,,,592037.000
SalesRevenueNet,,,,,,,,,682302.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,71615217.000
