,2011-09-30
ComprehensiveIncomeNetOfTax,7184039.000
CostOfRevenue,31711112.000
EarningsPerShareBasic,0.300
EarningsPerShareDiluted,0.300
GainLossOnSaleOfPropertyPlantEquipment,66511.000
GrossProfit,10096651.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,8202320.000
IncomeTaxExpenseBenefit,2301785.000
InvestmentIncomeInterest,302371.000
NetIncomeLoss,5900535.000
NonoperatingIncomeExpense,349535.000
OperatingIncomeLoss,7852785.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,1283504.000
OtherNonoperatingIncomeExpense,-538.000
Revenues,41807763.000
SalesRevenueNet,41807763.000
SellingGeneralAndAdministrativeExpense,2310377.000
UnrealizedGainLossOnDerivatives,47702.000
WeightedAverageNumberOfDilutedSharesOutstanding,19981063.000
WeightedAverageNumberOfSharesOutstandingBasic,19898235.000
