,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,,,,,32362.000,78993.000,135907.000,320154.000,490991.000,609510.000,456668.000,562499.000,760432.000,903008.000,678917.000,847452.000,599639.000,957835.000,953588.000,1343824.000
AccountsPayableRelatedPartiesCurrent,,,,,,0.000,0.000,0.000,18403.000,0.000,0.000,0.000,43036.000,0.000,0.000,0.000,0.000,,,,
AccountsReceivableNetCurrent,,,,,,24545.000,48635.000,99266.000,166404.000,160393.000,452675.000,321687.000,416373.000,489586.000,664554.000,699208.000,911390.000,937951.000,1079838.000,834777.000,1419281.000
AccruedLiabilitiesCurrent,,,,,,5400.000,18162.000,16374.000,56601.000,71537.000,50922.000,71741.000,160437.000,171000.000,192228.000,211069.000,251613.000,287566.000,389879.000,375527.000,455916.000
AdditionalPaidInCapital,,20700.000,20700.000,20700.000,45604.000,929388.000,1066638.000,3426810.000,4059464.000,7813817.000,10292594.000,10941633.000,11777994.000,13003348.000,13908219.000,14589172.000,21423247.000,22230302.000,22806011.000,22925531.000,24181029.000
Assets,11437.000,28342.000,5462.000,4180.000,4018.000,580662.000,791713.000,782901.000,568308.000,2308137.000,2699834.000,2159809.000,1917241.000,2069881.000,2163795.000,2212833.000,3775557.000,3149495.000,3068711.000,3064598.000,4270469.000
AssetsCurrent,351.000,17861.000,,,4018.000,438409.000,394745.000,281460.000,281322.000,1138947.000,1314668.000,833745.000,717341.000,913162.000,963177.000,1012808.000,2549023.000,1895471.000,1838258.000,1835474.000,3150321.000
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,-9875.000,,,,,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,,,,,,,,,,64578.000,64578.000,108981.000,209544.000,216501.000,276162.000,234224.000,243623.000,253399.000,263568.000,188303.000,190207.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,308794.000,293129.000,129832.000,233770.000,204209.000,119326.000,133997.000,95204.000,53820.000,9742.000,48703.000,8006.000
