,2011-12-31,2012-12-31
AdministrativeFeesAmountPaid,,300.000
AmortizationOfDebtDiscountPremium,1495000.000,1457000.000
AmortizationOfFinancingCosts,2532000.000,2511000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,13161000.000,29746000.000
DepreciationAndAmortization,23749000.000,23786000.000
DepreciationDepletionAndAmortization,,23702000.000
DerivativeLossOnDerivative,,223000.000
Dividends,,0.000
EarlyRepaymentOfSeniorDebt,27000000.000,
GainLossOnDerivativeInstrumentsNetPretax,-718000.000,-223000.000
GainsLossesOnExtinguishmentOfDebt,-2220000.000,
GeneralAndAdministrativeExpense,2246000.000,2797000.000
IncreaseDecreaseInAccountsPayableRelatedParties,-70000.000,
IncreaseDecreaseInAccountsReceivable,-1275000.000,-1323000.000
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-2199000.000,1042000.000
IncreaseDecreaseInDeferredRevenue,121000.000,393000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,2620000.000,-811000.000
InterestCostsIncurred,,80245000.000
InterestExpense,75710000.000,80245000.000
InterestExpenseDebt,,80245000.000
InterestPaid,,26445000.000
InterestPaidCapitalized,,332699000.000
InvestmentIncomeInterest,7000.000,2000.000
NetCashProvidedByUsedInFinancingActivities,-28918000.000,-915000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-28918000.000,-915000.000
NetCashProvidedByUsedInInvestingActivities,6665000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,6665000.000,
NetCashProvidedByUsedInOperatingActivities,35414000.000,30661000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,35414000.000,30661000.000
NetIncomeLoss,-35629000.000,-51923000.000
OperatingExpenses,63270000.000,64748000.000
OperatingIncomeLoss,43012000.000,30079000.000
OtherCostAndExpenseOperating,34306000.000,35405000.000
PaidInKindInterest,44038000.000,49532000.000
PaymentsOfDebtExtinguishmentCosts,810000.000,
PaymentsOfDebtIssuanceCosts,1108000.000,915000.000
PaymentsToAcquirePropertyPlantAndEquipment,1006000.000,
PaymentsToAcquireSoftware,252000.000,
Revenues,106282000.000,94827000.000
SalesRevenueNet,106282000.000,94827000.000
ServiceManagementCosts,2969000.000,2760000.000
WriteOffOfDeferredDebtIssuanceCost,787000.000,1536000.000
