,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,1399054.000,1356313.000,1262065.000,1721650.000,1478523.000,1462794.000,1540305.000,1636219.000,1694268.000,1668769.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,280163.000,14325.000,-800.000,27452.000,76813.000,32135.000,45222.000,18509.000,223043.000,201834.000
AdditionalPaidInCapital,1822309.000,1822309.000,1822309.000,11558314.000,12701361.000,12700956.000,12700379.000,13292219.000,13292219.000,13600221.000
Assets,7454423.000,6737113.000,5751225.000,5916953.000,7642943.000,8728837.000,8071224.000,7717564.000,6882015.000,6582086.000
AssetsCurrent,926391.000,957151.000,493028.000,39643.000,1095770.000,376722.000,185918.000,69495.000,29399.000,38799.000
CapitalLeaseObligationsCurrent,375976.000,351980.000,195460.000,482787.000,148065.000,218916.000,210311.000,142706.000,164749.000,165758.000
CapitalLeaseObligationsNoncurrent,323803.000,287813.000,243540.000,0.000,219570.000,1702761.000,1662942.000,1682622.000,1598216.000,1580241.000
CashAndCashEquivalentsAtCarryingValue,438891.000,352799.000,0.000,300.000,1018579.000,80800.000,38712.000,7572.000,0.000,1065.000
CommonStockValue,9365.000,9365.000,9365.000,10062.000,10169.000,10574.000,11151.000,11151.000,11151.000,11151.000
ConvertibleNotesPayableCurrent,190000.000,190000.000,190000.000,190000.000,190000.000,190000.000,190000.000,190000.000,190000.000,190000.000
DeferredFinanceCostsNoncurrentNet,181232.000,153957.000,126682.000,108318.000,677604.000,619374.000,561144.000,503696.000,472741.000,441786.000
DepositsAssetsCurrent,1111424.000,1012215.000,,,,,,,,
DepositsAssetsNoncurrent,,,641539.000,1002739.000,959529.000,1119340.000,911660.000,518360.000,485266.000,495979.000
DerivativeLiabilitiesNoncurrent,5432808.000,5091133.000,6834944.000,0.000,0.000,0.000,0.000,,,
DueToRelatedPartiesCurrent,1406259.000,1582818.000,1521234.000,1838836.000,1891485.000,2199207.000,2347138.000,2488556.000,2319995.000,2347774.000
InventoryOreStockpilesOnLeachPads,145759.000,121145.000,148209.000,35403.000,40829.000,280617.000,136931.000,55707.000,0.000,0.000
Liabilities,11637354.000,11535740.000,12893550.000,7365020.000,9115419.000,11244839.000,11630893.000,11824890.000,11593753.000,11672303.000
LiabilitiesAndStockholdersEquity,7454423.000,6737113.000,5751225.000,5916953.000,7642943.000,8728837.000,8071224.000,7717564.000,6882015.000,6582086.000
LiabilitiesCurrent,4200401.000,4404093.000,3990006.000,5342211.000,4822434.000,5221491.000,5397177.000,5953806.000,8160993.000,8189390.000
LoansPayableCurrent,500000.000,500000.000,500000.000,560000.000,401856.000,237295.000,0.000,188903.000,285441.000,287099.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,2232533.000,2002012.000
NotesPayableRelatedPartiesNoncurrent,1680342.000,1752701.000,1825060.000,2022809.000,2051727.000,2253295.000,2306850.000,2419398.000,,
OtherInventoryInTransit,0.000,0.000,0.000,,,,,,,
PropertyPlantAndEquipmentNet,5235376.000,4613790.000,4489976.000,4766253.000,4565190.000,6268551.000,6067652.000,6281163.000,5699949.000,5589412.000
RedeemableNoncontrollingInterestEquityCommonCarryingAmount,3128605.000,3128605.000,3128605.000,0.000,0.000,0.000,0.000,,,
RestrictedCashAndCashEquivalentsNoncurrent,,,,,344850.000,344850.000,344850.000,344850.000,194660.000,16110.000
RetainedEarningsAccumulatedDeficit,-9423373.000,-9773231.000,-12101804.000,-13043895.000,-14260819.000,-15259667.000,-16316421.000,-17429205.000,-18238151.000,-18903423.000
SecuredLongTermDebt,,,,,2021688.000,2067292.000,2113924.000,1619064.000,1684544.000,1752672.000
ShortTermBorrowings,,,,,,,,,,100415.000
StockholdersEquity,-7311536.000,-7927232.000,-10270930.000,-1448067.000,-1472476.000,-2516002.000,-3559669.000,-4107326.000,-4711738.000,-5090217.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-4182931.000,-4798627.000,-7142325.000,-1448067.000,-1472476.000,-2516002.000,-3559669.000,-4107326.000,-4711738.000,-5090217.000
UnsecuredLongTermDebt,,,,,,,150000.000,150000.000,150000.000,150000.000
