,2016-12-31
AdvertisingExpense,29397.000
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2404764.000
CostOfRevenue,2808481.000
DeferredOtherTaxExpenseBenefit,-1131217.000
Depreciation,24679.000
DepreciationDepletionAndAmortization,24679.000
EarningsPerShareBasicAndDiluted,0.130
GeneralAndAdministrativeExpense,2916155.000
GrossProfit,5983727.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,2784618.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-1131217.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,946770.000
IncomeTaxReconciliationNondeductibleExpense,709.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,183738.000
IncreaseDecreaseInAccountsPayable,125861.000
IncreaseDecreaseInAccountsReceivable,49068.000
IncreaseDecreaseInAccruedLiabilities,271507.000
IncreaseDecreaseInDeferredRevenue,-36693.000
IncreaseDecreaseInPrepaidExpense,32083.000
NetCashProvidedByUsedInFinancingActivities,-647266.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-647266.000
NetCashProvidedByUsedInInvestingActivities,-36791.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-36791.000
NetCashProvidedByUsedInOperatingActivities,3088821.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,3088821.000
NetIncomeLoss,2784618.000
OperatingExpenses,3199109.000
OperatingIncomeLoss,2784618.000
OperatingLeasesRentExpenseNet,266405.000
PaymentsToAcquirePropertyPlantAndEquipment,36791.000
ProceedsFromPaymentsForOtherFinancingActivities,-647266.000
ResearchAndDevelopmentExpense,515756.000
Revenues,8792208.000
SalesRevenueNet,8792208.000
SellingExpense,282954.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,1131217.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,20805860.000
