,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashPeriodIncreaseDecrease,-1723765.000,,,,-873395.000
CostOfServicesDirectLabor,808601.000,844572.000,996515.000,570317.000,513221.000
Depreciation,,13000.000,10000.000,,5000.000
EarningsPerShareBasic,-0.130,-0.150,-0.280,-0.160,-0.120
EarningsPerShareDiluted,-0.130,-0.150,-0.280,-0.160,-0.120
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,,21236.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-679017.000,-770261.000,-1447244.000,-784827.000,-635413.000
IncomeTaxExpenseBenefit,-242749.000,-274678.000,-533064.000,-260468.000,-232512.000
InterestExpense,139607.000,130887.000,119218.000,204888.000,126612.000
LitigationSettlementExpense,,,231062.000,,65485.000
NetCashProvidedByUsedInFinancingActivities,-1229086.000,,,,-228365.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1229086.000,,,,-228365.000
NetCashProvidedByUsedInInvestingActivities,37701.000,,,,99704.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,37701.000,,,,99704.000
NetCashProvidedByUsedInOperatingActivities,-532380.000,,,,-744734.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-532380.000,,,,-744734.000
NetIncomeLossAvailableToCommonStockholdersBasic,-436268.000,-495583.000,-914180.000,-524359.000,
OperatingExpenses,2116146.000,2074600.000,2334948.000,1460890.000,1532757.000
OperatingIncomeLoss,-539410.000,-639374.000,-1328026.000,-579939.000,-508801.000
OtherCostAndExpenseOperating,740072.000,675259.000,644567.000,-1997894.000,441401.000
ProfessionalFees,567473.000,554769.000,462804.000,520097.000,512650.000
ProfitLoss,-436268.000,-495583.000,-914180.000,-524359.000,-402901.000
Revenues,1576736.000,1435226.000,1006922.000,880951.000,1023956.000
SalesRevenueNet,1576736.000,1435226.000,1006922.000,880951.000,1023956.000
WeightedAverageNumberOfDilutedSharesOutstanding,3300000.000,3300000.000,3300000.000,-6600000.000,3300000.000
WeightedAverageNumberOfSharesOutstandingBasic,3300000.000,3300000.000,3300000.000,-6600000.000,3300000.000
