,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalStockSplit,,,,,,,,,,,139000.000,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,900000.000,1200000.000,1100000.000,1367000.000,1600000.000,1800000.000,1900000.000,1846000.000,1900000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,99327000.000,89472000.000,,89470000.000,,10217000.000,,11035000.000,10088000.000,10087000.000,-21143000.000,11356000.000,10211000.000,9872000.000,-20190000.000,12377000.000,12487000.000,1999000.000,-23175000.000,10255000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1018000.000,,,,-1747000.000,,,,-6902000.000,,,,2331000.000,,,,-22807000.000,,,,-17510000.000
ComprehensiveIncomeNetOfTax,,,-9933000.000,-8942000.000,-10030000.000,-11450000.000,-12627000.000,-15051000.000,-12569000.000,6519000.000,-8738000.000,-8374000.000,-5960000.000,8415000.000,-8873000.000,-10533000.000,-8847000.000,-9095000.000,-12448000.000,-11538000.000,31910000.000,8517000.000,-26012000.000
CostsAndExpenses,14700000.000,12095000.000,11760000.000,10797000.000,11787000.000,13672000.000,13468000.000,16077000.000,17080000.000,17917000.000,16749000.000,16195000.000,15413000.000,13337000.000,13323000.000,17131000.000,,,,,,,
DepreciationDepletionAndAmortization,,,178000.000,,,,124000.000,,,,105000.000,,,,145000.000,,,,170000.000,,,,421000.000
EarningsPerShareBasic,,,,,,,,,,,,,,,,,,,,,0.800,,
EarningsPerShareBasicAndDiluted,-0.230,-0.150,-0.130,-0.130,-0.070,-0.050,-0.090,-0.580,-0.430,-0.140,-0.270,-0.230,-0.160,0.250,-0.230,-0.270,-0.230,-0.240,-0.310,-0.290,,,-0.620
EarningsPerShareDiluted,,,,,,,,,,,,,,,,,,,,,0.740,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,,,,,,,,,,,,,82000.000
GeneralAndAdministrativeExpense,4187000.000,3204000.000,3056000.000,2568000.000,2991000.000,3814000.000,3634000.000,3730000.000,3635000.000,4093000.000,4259000.000,4458000.000,3993000.000,4558000.000,4367000.000,4495000.000,5276000.000,5529000.000,6841000.000,7090000.000,7217000.000,6675000.000,8115000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,-8872000.000,-10551000.000,-8849000.000,-9229000.000,-12455000.000,-11611000.000,31887000.000,8632000.000,-25867000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-13632000.000,-10639000.000,-9928000.000,-8943000.000,-10044000.000,-11455000.000,-12619000.000,-15041000.000,-12588000.000,6531000.000,-8744000.000,-8374000.000,-5971000.000,8443000.000,,,,,,,,,
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaidNet,,,,,,,,,,,,,,,1000.000,,,,1000.000,,,,69000.000
IncreaseDecreaseInAccountsPayableTrade,,,-257000.000,,,,-800000.000,,,,-2113000.000,,,,95000.000,,,,-1462000.000,,,,-726000.000
IncreaseDecreaseInAccruedLiabilities,,,404000.000,,,,-103000.000,,,,-560000.000,,,,-1418000.000,,,,-365000.000,,,,151000.000
