,2011-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,177769.000,640364.000,534688.000,886712.000,1103563.000,1364426.000,1571563.000,1165705.000,1250607.000,1345811.000
AccountsPayableCurrent,11851.000,83894.000,47466.000,64670.000,67390.000,44061.000,22467.000,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,6000.000,67682.000,101873.000,135759.000,64627.000,96566.000,145858.000,,,,,,,,,,
AccruedProfessionalFeesCurrent,,65182.000,,,,,,,,,,,,,,,
AccruedSalariesCurrent,,,,,,,,,17917.000,17917.000,17917.000,117917.000,138750.000,322500.000,310531.000,354135.000,314198.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,2705.000,,,,-4467.000,,-5201.000,-5642.000,0.000,0.000,,,,,
AdditionalPaidInCapital,1855301.000,2459590.000,2534588.000,2609586.000,2684583.000,2687083.000,3094596.000,587139.000,-238674.000,13631577.000,18713183.000,19953892.000,20906276.000,21813662.000,19723146.000,24006373.000,24410394.000
Assets,1314751.000,504960.000,372837.000,265864.000,150427.000,105469.000,336854.000,2997129.000,2442445.000,1174337.000,447118.000,2154.000,8508.000,81814.000,29647.000,70323.000,2640.000
AssetsCurrent,1286005.000,407166.000,275483.000,168951.000,53954.000,9437.000,223762.000,2997129.000,2442445.000,724337.000,447118.000,2154.000,8508.000,,,,
AssetsHeldForSaleCurrent,,,,,,,,19341.000,3608.000,,,,,,,,
AssetsHeldForSaleLongLivedFairValueDisclosure,,,,,,,,,,3167.000,0.000,0.000,0.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,19341.000,3608.000,3167.000,0.000,0.000,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,15293.000,,,,,,,,,
