,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsPayableCurrent,92000.000,,,,
AccountsReceivableNet,38000.000,,,,
AccountsReceivableNetCurrent,,23000.000,62000.000,43000.000,14000.000
AccruedLiabilitiesCurrent,153000.000,343000.000,96000.000,111000.000,88000.000
AssetRetirementObligation,,,,,1200000.000
AssetRetirementObligationCurrent,971000.000,131000.000,101000.000,,515000.000
AssetRetirementObligationsNoncurrent,926000.000,925000.000,1053000.000,1154000.000,639000.000
Assets,5595000.000,5200000.000,4786000.000,4746000.000,4618000.000
AssetsCurrent,1749000.000,1295000.000,425000.000,298000.000,571000.000
CashAndCashEquivalentsAtCarryingValue,454000.000,97000.000,169000.000,205000.000,40000.000
CashUninsuredAmount,,,,,1000000.000
CommonStockSharesAuthorized,834.000,834.000,,,
CommonStockSharesIssued,535.682,535.682,,,
CommonStockSharesOutstanding,535.682,535.682,,,
DueToRelatedPartiesCurrent,,295000.000,,,
Liabilities,2142000.000,1694000.000,1250000.000,1265000.000,1242000.000
LiabilitiesAndStockholdersEquity,5595000.000,5200000.000,4786000.000,4746000.000,4618000.000
LiabilitiesCurrent,1216000.000,769000.000,197000.000,111000.000,603000.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,2719000.000,2812000.000,2932000.000,3042000.000,3085000.000
OilAndGasPropertySuccessfulEffortMethodNet,3846000.000,3905000.000,3726000.000,3612000.000,3570000.000
OtherAssetsCurrent,118000.000,130000.000,93000.000,50000.000,2000.000
ProvedOilAndGasPropertySuccessfulEffortMethod,6565000.000,6717000.000,6658000.000,6654000.000,6655000.000
StockholdersEquity,3453000.000,3506000.000,3536000.000,3481000.000,3376000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3453000.000,3506000.000,3536000.000,3481000.000,3376000.000
