,2011-12-31,2012-12-31,2013-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4600000.000,,
AllocatedShareBasedCompensationExpense,,,6900000.000
AmortizationOfDebtDiscountPremium,,,-17100000.000
AmortizationOfFinancingCosts,4200000.000,,8200000.000
BusinessCombinationAcquisitionRelatedCosts,,500000.000,3700000.000
CapitalLeaseObligationsIncurred,300000.000,,2000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-23400000.000,,-43100000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-1300000.000,,
ComprehensiveIncomeNetOfTax,,,-83900000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,2300000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,34300000.000,,-81600000.000
ConversionOfStockAmountConverted1,,,0.000
CostOfServices,421500000.000,,472400000.000
CurrentFederalTaxExpenseBenefit,,,100000.000
CurrentForeignTaxExpenseBenefit,,,18400000.000
CurrentStateAndLocalTaxExpenseBenefit,,,0.000
DeferredFederalIncomeTaxExpenseBenefit,,,-15500000.000
DeferredForeignIncomeTaxExpenseBenefit,,,-400000.000
DeferredIncomeTaxExpenseBenefit,-3500000.000,,-16200000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,-300000.000
Depreciation,,,44000000.000
DepreciationAndAmortization,85300000.000,,186800000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,0.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,0.000,
EarlyRepaymentOfSeniorDebt,945200000.000,,923400000.000
EarningsPerShareBasic,1.370,,
EarningsPerShareDiluted,1.360,,
EffectOfExchangeRateOnCashAndCashEquivalents,-3800000.000,,-6800000.000
EffectiveIncomeTaxRateContinuingOperations,,,-0.088
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,,0.035
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,,0.000
