,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsNotesAndLoansReceivableNetCurrent,,,,,,139000000.000,143000000.000,159000000.000,139000000.000,125000000.000,131000000.000,147000000.000,128000000.000,121000000.000,127000000.000
AccountsPayableCurrent,,,,,,84000000.000,43000000.000,72000000.000,59000000.000,47000000.000,54000000.000,73000000.000,63000000.000,43000000.000,66000000.000
AccountsPayableOtherCurrent,47000000.000,29000000.000,26000000.000,24000000.000,23000000.000,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,30000000.000,,,,,,,,12000000.000,9000000.000,9000000.000,9000000.000,7000000.000,8000000.000,11000000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,32000000.000,39000000.000,44000000.000,32000000.000,41000000.000,11000000.000,13000000.000,,,,,,,
AccountsPayableTradeCurrent,41000000.000,36000000.000,40000000.000,49000000.000,42000000.000,,,,,,,,,,
AccountsReceivableNetCurrent,49000000.000,41000000.000,43000000.000,41000000.000,40000000.000,,,150000000.000,,,,143000000.000,,,
AccountsReceivableRelatedParties,,3000000.000,9000000.000,7000000.000,8000000.000,6000000.000,3000000.000,9000000.000,1000000.000,,,,,,
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,4000000.000,3000000.000,3000000.000,2000000.000,3000000.000,3000000.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,3000000.000,2000000.000,2000000.000,2000000.000,2000000.000
AccrualForEnvironmentalLossContingenciesComponentAmount,,10000000.000,10000000.000,10000000.000,9000000.000,4000000.000,3000000.000,3000000.000,3000000.000,3000000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,2296000000.000,2329000000.000,2104000000.000,2124000000.000,2137000000.000,,,2321000000.000,,,,2472000000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,8000000.000,8000000.000,8000000.000,-4000000.000,9000000.000,10000000.000,10000000.000,10000000.000,11000000.000,10000000.000,10000000.000,1000000.000,3000000.000
AssetRetirementObligation,,,,14000000.000,,,,,,,,,,,
