,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-77513.000,,
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,218768.000,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationEmployeeStockPurchaseProgramRequisiteServicePeriodRecognition,,,-974.000,,
AllocatedShareBasedCompensationExpense,,,,,41000.000
AmortizationOfDebtDiscountPremium,,,3708.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-2596.000,,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,92500.000,,
DepreciationAndAmortization,6960.000,8942.000,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,-0.000,-0.000
ForeignCurrencyTransactionGainLossBeforeTax,39.000,434.000,-288.000,267.000,-530.000
GainLossOnDerivativeInstrumentsNetPretax,-69900.000,-7381.000,-166241.000,-209231.000,-156072.000
GainsLossesOnExtinguishmentOfDebt,-13750.000,0.000,,,
GainsLossesOnExtinguishmentOfDebtBeforeWriteOffOfDeferredDebtIssuanceCost,,,,-18387.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-834029.000,-504397.000,-337217.000,-1337264.000,-711129.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,0.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000,,,,
IncreaseDecreaseInAccountsPayableTrade,,,12022.000,,
IncreaseDecreaseInAccruedLiabilities,,,21955.000,,
IncreaseDecreaseInPrepaidExpense,,,1387.000,,
InterestExpenseDebt,175035.000,135748.000,92481.000,137644.000,136938.000
NetCashProvidedByUsedInFinancingActivities,,,55543.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,55543.000,,
NetCashProvidedByUsedInOperatingActivities,,,-58139.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-58139.000,,
NetIncomeLoss,-832141.000,-501540.000,-330771.000,-1335332.000,-709811.000
NetIncomeLossAttributableToNoncontrollingInterest,1888.000,-2857.000,-6446.000,-1932.000,-1318.000
NonoperatingIncomeExpense,-258646.000,-142695.000,-259010.000,-814995.000,-293540.000
OperatingExpenses,575383.000,361702.000,78207.000,522269.000,417589.000
OtherCostAndExpenseOperating,131287.000,129687.000,25516.000,201657.000,45020.000
ProceedsFromConvertibleDebt,,,15000.000,,
ProceedsFromRelatedPartyDebt,,,40543.000,,
ProfitLoss,-834029.000,-504397.000,-337217.000,-1337264.000,-711129.000
SellingGeneralAndAdministrativeExpense,437136.000,223073.000,52691.000,320612.000,372569.000
ShareBasedCompensation,,,-974.000,,
UnrealizedGainLossOnDerivatives,,,-166241.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,2513008000.000
