,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionExpense,,,,3000000.000,2000000.000,2000000.000
AdjustmentForAmortization,,26000000.000,15000000.000,13000000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,29000000.000,24000000.000,14000000.000,14000000.000,12000000.000,13000000.000
AllocatedShareBasedCompensationExpense,,24000000.000,14000000.000,14000000.000,12000000.000,13000000.000
AmortizationOfIntangibleAssets,,30000000.000,19000000.000,15000000.000,12000000.000,7000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1300000.000,,,900000.000
AssetImpairmentCharges,4000000.000,47000000.000,7000000.000,,1000000.000,1000000.000
AssetRetirementObligationCashPaidToSettle,,-2000000.000,5000000.000,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,13000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-21000000.000,,,-157000000.000,-69000000.000,-103000000.000
ComprehensiveIncomeNetOfTax,50000000.000,19000000.000,-29000000.000,646000000.000,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-1000000.000,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,18000000.000,-29000000.000,646000000.000,71000000.000,81000000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,2296000000.000,1938000000.000,1721000000.000,1682000000.000,1312000000.000,1181000000.000
CurrentFederalTaxExpenseBenefit,,,,34000000.000,0.000,5000000.000
CurrentForeignTaxExpenseBenefit,,25000000.000,17000000.000,48000000.000,30000000.000,16000000.000
CurrentIncomeTaxExpenseBenefit,,25000000.000,17000000.000,82000000.000,30000000.000,21000000.000
DebtorReorganizationItemsGainLossOnSettlementOfOtherClaimsNet1,,-1000000.000,,,,
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,,4000000.000,1000000.000,,,
DeferredFederalIncomeTaxExpenseBenefit,,,-1000000.000,-274000000.000,-3000000.000,5000000.000
DeferredForeignIncomeTaxExpenseBenefit,,3000000.000,2000000.000,,-11000000.000,3000000.000
DeferredIncomeTaxExpenseBenefit,-6000000.000,3000000.000,1000000.000,-274000000.000,-14000000.000,8000000.000
DefinedBenefitPlanContributionsByEmployer,,91000000.000,57000000.000,49000000.000,31000000.000,60000000.000
DefinedBenefitPlanEffectOfOnePercentagePointIncreaseOnServiceAndInterestCostComponents,,,,1000000.000,,
DefinedBenefitPlanSettlementsBenefitObligation,,,,-21000000.000,,
DefinedContributionPlanCostRecognized,,13000000.000,11000000.000,,,
Depreciation,,90000000.000,82000000.000,87000000.000,81000000.000,78000000.000
DepreciationAmortizationAndAccretionNet,,120000000.000,101000000.000,102000000.000,93000000.000,85000000.000
DepreciationAndAmortization,140000000.000,,,,,
DepreciationDepletionAndAmortization,140000000.000,139000000.000,123000000.000,102000000.000,93000000.000,85000000.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,-188000000.000,-9000000.000,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,-180000000.000,-9000000.000,0.000,0.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerBasicShare,,,,-0.100,0.000,0.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerDilutedShare,,,,-0.100,0.000,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,28000000.000,1000000.000,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,3000000.000,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,-8000000.000,,,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,,,6000000.000,38000000.000,38000000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,,531000000.000,,,
