,2013-03-31,2013-06-30,2013-09-30,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
InterestExpenseBorrowings,,,,,,750.000,,,,750.000,,,,974.000
InterestIncomeOther,,,-8.000,18.000,10.000,,,,,,,,,
InterestPaid,534.000,,,,,1690.000,,,,1038.000,,,,2282.000
NetCashProvidedByUsedInFinancingActivities,-500.000,,,,,-2264.000,,,,46872.000,,,,30214.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-500.000,,,,,-2264.000,,,,46872.000,,,,30214.000
NetCashProvidedByUsedInInvestingActivities,,,,,,-2009.000,,,,-18287.000,,,,-13208.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,-2009.000,,,,-18287.000,,,,-13208.000
NetCashProvidedByUsedInOperatingActivities,-1782.000,,,,,-9583.000,,,,49325.000,,,,-38234.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1782.000,,,,,-9583.000,,,,49325.000,,,,-38234.000
NetIncomeLoss,-6167.000,-7044.000,-11160.000,-5101.000,-6644.000,-883.000,-15549.000,-18917.000,54502.000,12079.000,-33248.000,-11854.000,-15823.000,-61918.000
OperatingExpenses,,,,86183.000,92133.000,119660.000,101986.000,119797.000,110019.000,121550.000,124672.000,134719.000,196443.000,165779.000
OperatingIncomeLoss,-5586.000,-5968.000,-10006.000,-2516.000,-6177.000,254.000,-15924.000,-19767.000,54336.000,11793.000,-33491.000,-12232.000,-16071.000,-61240.000
OtherCostAndExpenseOperating,-581.000,-1076.000,-1154.000,,,,,,,,,,,
OtherNonoperatingIncomeExpense,,,,,,-1137.000,375.000,850.000,166.000,286.000,243.000,378.000,248.000,-678.000
OtherOperatingIncomeExpenseNet,,,,-2585.000,-467.000,,,,,,,,,
OtherSellingGeneralAndAdministrativeExpense,,,,,,37812.000,29165.000,35853.000,34027.000,33483.000,30986.000,35891.000,35698.000,42570.000
PaymentsForRent,,,,,,2700.000,,,,2700.000,,,,2291.000
PaymentsToAcquireProductiveAssets,,,,,,2009.000,,,,19698.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,,,,,16379.000
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,,,,50000.000,,,,35000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,,1411.000,,,,3171.000
ProfessionalFees,,,,,,9785.000,6660.000,17895.000,5230.000,8700.000,10759.000,6054.000,61685.000,27205.000
RepaymentsOfLinesOfCredit,,,,,,752.000,,,,1250.000,,,,2090.000
RepaymentsOfNotesPayable,500.000,,,,,,,,,,,,,
RepaymentsOfOtherLongTermDebt,,,,,,1512.000,,,,1878.000,,,,2696.000
Revenues,73354.000,82366.000,141849.000,143202.000,139738.000,211879.000,189076.000,219105.000,277281.000,259653.000,199985.000,236059.000,316594.000,210060.000
SalariesAndWages,,,,,,64767.000,59157.000,59551.000,61797.000,68994.000,70144.000,75649.000,83581.000,82535.000
SalesRevenueNet,73354.000,82366.000,141849.000,143202.000,139738.000,211879.000,189076.000,219105.000,277281.000,259653.000,199985.000,236059.000,316594.000,210060.000
StockIssuedDuringPeriodSharesNewIssues,,,,,,,,,,,,,,350000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,9500000.000,9500000.000,9625400.000,9874366.000,10240476.000,10027200.000,10027200.000,10027200.000,-20054400.000,10312914.000,10527200.000,10527200.000,-20883201.000,11238311.000
