,2012-09-30,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
CashPeriodIncreaseDecrease,,-90508.000,,-15035.000,,,,-61547.000
CostOfGoodsSold,619184.000,427673.000,469243.000,410894.000,534141.000,510841.000,500395.000,490823.000
DepreciationAndAmortization,,115861.000,,101855.000,,,,98070.000
DepreciationDepletionAndAmortization,109469.000,115861.000,98828.000,102112.000,102150.000,95019.000,85821.000,98070.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.001,-0.000,-0.001,-0.001,-0.001
ExtraordinaryItemNetOfTax,,,,,,0.000,,
GainLossOnSaleOfPropertyPlantEquipment,1622.000,,,,,3354.000,,
GrossProfit,159846.000,52999.000,118941.000,39193.000,146530.000,141665.000,128080.000,40591.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,,,,,,-178720.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-277908.000,-239113.000,-45094.000,-224997.000,-162794.000,-177220.000,-393901.000,-299864.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,-0.001,,
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,,,,,,0.000,,
IncomeTaxExpenseBenefit,1500.000,0.000,,375.000,-75000.000,1500.000,-119.000,1875.000
IncomeTaxesPaid,,375.000,,30982.000,,,,1875.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,129004.000,,109172.000,,,,-2985.000
IncreaseDecreaseInAccountsReceivable,,27949.000,,-26324.000,,,,-57173.000
IncreaseDecreaseInDeferredCharges,,,,,,,,33895.000
IncreaseDecreaseInDeferredRevenue,,0.000,,,,,,-6341.000
IncreaseDecreaseInInventories,,-48462.000,,3997.000,,,,12893.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-51913.000,,20007.000,,,,30259.000
IncreaseDecreaseInPropertyAndOtherTaxesPayable,,-38858.000,,,,,,
InsuranceRecoveries,,,117473.000,,0.000,0.000,,
InterestExpense,27595.000,27770.000,26933.000,31581.000,38104.000,48165.000,68302.000,84614.000
InterestPaid,,4455.000,,375.000,,,,82549.000
InvestmentIncomeInterest,,0.000,34.000,,0.000,34.000,,
LineOfCreditFacilityInterestRateDuringPeriod,,0.052,,0.052,,,,
NetCashProvidedByUsedInFinancingActivities,,-23835.000,,-3010.000,,,,129685.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-23835.000,,-3010.000,,,,129685.000
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,,,-1328.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,,,-1328.000
NetCashProvidedByUsedInOperatingActivities,,-66673.000,,-12025.000,,,,-189904.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-66673.000,,-12025.000,,,,-189904.000
NetIncomeLoss,-279408.000,-239113.000,-45094.000,-225372.000,-87793.000,-178720.000,-393783.000,-301739.000
NonoperatingIncomeExpense,-23373.000,-25195.000,91249.000,-30231.000,-36642.000,-44439.000,-68302.000,-84614.000
OperatingExpenses,414381.000,266917.000,255284.000,233959.000,272682.000,274445.000,453679.000,255841.000
OperatingIncomeLoss,-254535.000,-213918.000,-136343.000,-194766.000,-126152.000,-132781.000,-325599.000,-215250.000
PaymentsToAcquireFinanceReceivables,,,,,,,,90283.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,1328.000
ProceedsFromCollectionOfFinanceReceivables,,,,,,,,230000.000
ProceedsFromRelatedPartyDebt,,0.000,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,3720.000,,4821.000,,,,-9004.000
RelatedPartyTransactionOtherRevenuesFromTransactionsWithRelatedParty,,,,,,,,0.000
RelatedPartyTransactionPurchasesFromRelatedParty,,,,12924.000,24529.000,24529.000,-3283.000,7289.000
RentalIncomeNonoperating,2600.000,2575.000,675.000,1350.000,1463.000,338.000,-1.000,0.000
RepaymentsOfLongTermCapitalLeaseObligations,,3015.000,,4831.000,,,,1028.000
RepaymentsOfNotesPayable,,7500.000,,,,,,0.000
SalesRevenueGoodsGross,779030.000,480673.000,588184.000,450087.000,680671.000,652505.000,628476.000,531414.000
SellingGeneralAndAdministrativeExpense,304912.000,151056.000,156456.000,131847.000,170532.000,179427.000,367857.000,157770.000
ShareBasedCompensation,,0.000,,0.000,,,,42965.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,,83358.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,309273193.000,310058907.000,311440941.000,322447351.000,325633731.000,336340595.000,-651027338.000,468802389.000
