,2012-05-31
CashPeriodIncreaseDecrease,-885.000
IncomeLossFromContinuingOperations,-10529.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-10529.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,0.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,1579.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,369.000
IncreaseDecreaseInAccountsPayable,3894.000
LegalFees,10529.000
NetCashProvidedByUsedInFinancingActivities,5750.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5750.000
NetCashProvidedByUsedInOperatingActivities,-6635.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-6635.000
NetIncomeLoss,-10529.000
ProceedsFromContributedCapital,4347.000
ProceedsFromRelatedPartyDebt,5750.000
ValuationAllowancesAndReservesAdjustments,-1948.000
WeightedAverageNumberOfSharesOutstandingBasic,1320000.000
