,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AssetManagementFees,,31719.000,505140.000,,424845.000,,,,,,
AssetManagementFees1,,,,,,414249.000,378547.000,360617.000,344431.000,287291.000,206197.000
CostsAndExpenses,,,,,641691.000,637704.000,570238.000,557380.000,541808.000,443815.000,349482.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,,,0.000,,,0.000,,,,0.000
GainLossOnInvestments,,,,,-20647477.000,10468297.000,11405657.000,813288.000,-28267800.000,-30400117.000,-10652377.000
GainLossOnSaleOfDerivatives,,,,,-17339106.000,4462165.000,6736036.000,2802027.000,-14829181.000,-36562156.000,-15666829.000
IncomeTaxExpenseBenefit,,,,,,,0.000,,,,0.000
IncomeTaxExpenseBenefitContinuingOperations,,,,0.000,,,,,,,
InterestIncomeOperating,,,,,3949.000,3147.000,5264.000,3907.000,2630.000,2077.000,2464.000
InvestmentIncomeNet,,,,,-637742.000,-634557.000,-564974.000,-553473.000,-539178.000,-441738.000,-260625.000
MarketableSecuritiesRealizedGainLoss,,,,,87178.000,49812.000,12471.000,51818.000,20456.000,30294.000,19555.000
MarketableSecuritiesUnrealizedGainLoss,,,,,-39864.000,1126.000,27791.000,-33570.000,16776.000,-22380.000,8444.000
NetIncomeLoss,14429842.000,,,,-21285219.000,9833740.000,10840683.000,259815.000,-28806978.000,-30841855.000,-10913002.000
NoninterestExpenseDistributionAndServicingFees,,481421.000,33280.000,,26142.000,24810.000,22305.000,22457.000,19957.000,16750.000,14002.000
OperatingExpenses,,,,,125379.000,134948.000,110402.000,114724.000,124458.000,95600.000,97577.000
OtherIncome,,,,,,,,,,,86393.000
ProfessionalAndContractServicesExpense,,74025.000,77671.000,,65325.000,63697.000,58984.000,59582.000,52962.000,44174.000,31706.000
