,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccretionExpense,,,5816.000,11172.000,14462.000,18449.000,18032.000,19104.000,19709.000,21180.000,21831.000,14986.000,0.000,45593.000,52335.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,,,,,,,,,4167.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,337671.000,,,,946410.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,0.000,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,20228.000,,,,20228.000
AssetRetirementObligationAccretionExpense,,,,,,,,,,,21831.000,,,,168145.000
AssetRetirementObligationLiabilitiesIncurred,,,,,,,,,,,,,,,52335.000
AssetRetirementObligationPeriodIncreaseDecrease,,,,,,,33121.000,,,,0.000,,,,168145.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-7067335.000,,,,-4271650.000,,,,-5100091.000,,,,-1245745.000
ComprehensiveIncomeNetOfTax,,,,,,,-4080745.000,-3193666.000,-11051792.000,-7945072.000,-4909277.000,-4454859.000,-813610.000,-1799048.000,-4254809.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,-56031.000,-55556.000,-75024.000,-63769.000,-80027.000,-75797.000,-75939.000,-72018.000,-102536.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,-4136776.000,-3249222.000,-11126816.000,-8008841.000,-4989304.000,-4530656.000,-889549.000,-1871066.000,-4357345.000
CostOfRevenue,,,,,,,,,,,,,2475717.000,,1910779.000
Depreciation,,,,,,,56016.000,52583.000,46902.000,45419.000,51412.000,55527.000,57307.000,9532.000,9774.000
DepreciationAndAmortization,60493.000,43407.000,59124.000,62687.000,62215.000,213083.000,56016.000,,,,51412.000,,,,9774.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
EarningsPerShareDiluted,-0.060,-0.030,-0.020,-0.020,-0.020,-0.130,-0.050,-0.040,-0.140,-0.100,-0.060,-0.050,-0.010,-0.010,-0.040
ForeignCurrencyTransactionGainLossBeforeTax,-24525.000,-11079.000,-7970.000,-2604.000,-4933.000,-7105.000,-205.000,5257.000,17160.000,16918.000,40925.000,33474.000,-634.000,-2348.000,-5439.000
GainLossOnInvestments,,,0.000,,,,0.000,,,,0.000,,,,
GainLossOnSaleOfInvestments,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
GainLossOnSaleOfSecuritiesNet,,,0.000,,,,0.000,,,,0.000,,,,
GainsLossesOnExtinguishmentOfDebt,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
GeneralAndAdministrativeExpense,3563923.000,1289605.000,1412357.000,1244154.000,1181633.000,2436103.000,1276205.000,1268949.000,2059577.000,2258020.000,1355240.000,1821459.000,1283101.000,2414791.000,2739884.000
GrossProfit,,,,,,,,,,,,,1424283.000,,1489221.000
IncomeLossFromContinuingOperations,-4263098.000,-2113094.000,-1646894.000,-1632633.000,-1668910.000,-9553104.000,-4080745.000,-3193666.000,-11051792.000,-7945072.000,-4909277.000,-4454859.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4412577.000,-2325801.000,-1706920.000,-1758379.000,-1795991.000,-9613139.000,-4136776.000,-3249222.000,-11126816.000,-8008841.000,-4989304.000,-4530656.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,
IncomeTaxesPaid,,,0.000,,,,0.000,,,,0.000,,,,0.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-348082.000,,,,-493287.000,,,,-1109406.000,,,,-74010.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,,,-2706673.000
IncreaseDecreaseInDueToRelatedParties,,,-26230.000,,,,-706.000,,,,14525.000,,,,3920.000
IncreaseDecreaseInInventories,,,,,,,,,,,,,,,316312.000
IncreaseDecreaseInOtherOperatingAssets,,,57914.000,,,,6308.000,,,,-15342.000,,,,21842.000
IncreaseDecreaseInPrepaidExpense,,,43337.000,,,,-36354.000,,,,-224453.000,,,,-306899.000
IncreaseDecreaseOfRestrictedInvestments,,,0.000,,,,0.000,,,,0.000,,,,
InterestExpense,,,,,,,,237106.000,729450.000,,307728.000,307728.000,307728.000,307748.000,301612.000
InterestIncomeExpenseNet,22132.000,18938.000,16134.000,12562.000,10474.000,3237.000,4000.000,,,,,,,,
InterestIncomeOther,,,,,,,,2614.000,4419.000,,7472.000,3933.000,7786.000,7183.000,4092.000
InterestPaid,,,0.000,,,,0.000,,,,287500.000,,,,277384.000
