,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,,27035.000,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,117497.000,132339.000,181800.000,136018.000,104145.000,93006.000,133772.000,79178.000,153370.000,161756.000,178837.000,188241.000
AccountsPayableCurrent,177901.000,611903.000,37138.000,88183.000,,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,70045.000,0.000,0.000,0.000,,,,
AccountsPayableRelatedPartiesCurrent,,,737182.000,236341.000,281839.000,587508.000,704508.000,243841.000,236341.000,206341.000,5830.000,,,,,
AccountsReceivableNetCurrent,,19848.000,10188.000,15730.000,8952.000,,15888.000,15073.000,,31025.000,54608.000,47536.000,9447.000,,,
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,85640.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,3076.000,,,9904.000,13701.000,15600.000,17241.000,18882.000,20773.000,17592.000,18836.000,19981.000,21051.000,22133.000,23227.000
AdditionalPaidInCapital,335720.000,19754.000,194166.000,935793.000,1469157.000,1832115.000,2027149.000,2867775.000,3221758.000,6484371.000,6995886.000,7280787.000,7434862.000,7516860.000,7620235.000,7715640.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,58264.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,22422.000,28098.000,28098.000,28098.000,28098.000,28098.000,28098.000,0.000,49153.000,58264.000,58264.000,
Assets,10088.000,128358.000,106396.000,94000.000,110261.000,99512.000,106690.000,97425.000,62962.000,288086.000,599230.000,511160.000,309643.000,358517.000,247845.000,175965.000
AssetsCurrent,,111057.000,98801.000,90470.000,93828.000,86875.000,95952.000,88328.000,55506.000,277521.000,565612.000,414237.000,278414.000,328358.000,242198.000,171412.000
BankOverdrafts,,,,,,957.000,1919.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,10088.000,37923.000,31454.000,4879.000,4536.000,,,24103.000,8342.000,67458.000,6705.000,9086.000,1448.000,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,0.900
ClassOfWarrantOrRightOutstanding,,,,,,5802002.000,5805002.000,6305002.000,6680002.000,6680002.000,6680002.000,6680002.000,6680002.000,6680002.000,6680002.000,6680002.000
CommonStockParOrStatedValuePerShare,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,42000.000,54500.000,45000.000,45000.000,45000.000,45000.000,45000.000,,,,,,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,150000000.000,200000000.000,200000000.000,200000000.000,1500000000.000,1500000000.000,1500000000.000
CommonStockSharesIssued,19933529.000,49933529.000,50812599.000,53680767.000,55545101.000,68460139.000,70960139.000,81043200.000,86807868.000,131120297.000,139470340.000,148758559.000,156508559.000,188227594.000,226132173.000,416269631.000
CommonStockSharesOutstanding,19933529.000,49933529.000,50812599.000,53680767.000,55545101.000,68460139.000,68460139.000,81043200.000,86807868.000,131120297.000,139470340.000,148758559.000,156508559.000,188227594.000,226132173.000,416269631.000
CommonStockValue,1993.000,4993.000,5081.000,5368.000,,,,,,,,14876.000,15651.000,18823.000,22613.000,41627.000
CommonStockValueOutstanding,,,,,5554.000,6846.000,7095.000,8103.000,8681.000,13111.000,13947.000,14876.000,,,,
ConvertibleDebtCurrent,,,,,,114623.000,238037.000,314684.000,322859.000,237939.000,213227.000,198173.000,244778.000,336911.000,323661.000,282746.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,0.000,,,282746.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,306250.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,,,6835.000,23504.000
DeferredRevenue,,,,,,,,,,,64000.000,89342.000,79342.000,79342.000,79342.000,79342.000
DeferredRevenueCurrent,,,,,,,,,,,,,,,,79342.000
DeferredTaxAssetsGross,,,,,,,,,602000.000,,,,1251000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,602000.000,,,,1251000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,602000.000,,,,1251000.000,,,
Deposits,,,,,,,,,,,-23430.000,,,,,
DepositsAssetsCurrent,,,,,,,,,,,,,,,23430.000,23430.000
DerivativeLiabilities,,,,,,189688.000,216912.000,,,,,,,,,
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,61030.000,47086.000,59384.000,64606.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,540866.000,,,,,,,,,,,,,,,
