,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdministrativeFeesExpense,,,,54524.000,,
FloorBrokerageExchangeAndClearanceFees,1909452.000,1345522.000,958464.000,459790.000,,
ForeignCurrencyTransactionGainLossUnrealized,,-33641.000,-1832.000,,,
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,-1940726.000,974510.000,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,-0.730,
IncomeTaxExpenseBenefit,,0.000,0.000,0.000,,
InvestmentIncomeInterest,14552.000,17704.000,9149.000,2318.000,3411.000,23934.000
InvestmentIncomeNet,,,,,-1081006.000,
ManagementFeeExpense,,,,,205415.000,177400.000
NetIncomeLoss,-4419139.000,-3816430.000,-486331.000,1907525.000,2142217.000,-1173481.000
NetIncomeLossAllocatedToGeneralPartners,-49205.000,-46569.000,-6431.000,21561.000,24560.000,
NetIncomeLossAllocatedToLimitedPartners,-4369934.000,-3769861.000,-479900.000,1885964.000,2117657.000,
NetIncomeLossPerOutstandingGeneralPartnershipUnit,-0.940,-1.060,-0.180,,,
NetIncomeLossPerOutstandingGeneralPartnershipUnitNetOfTax,,,,1.100,1.430,
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,,,,1.430,-1.080
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-0.940,-1.060,-0.180,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,1.100,1.430,
NetInvestmentIncome,,,,,,-673344.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,-1940726.000,974510.000,,,
NoninterestExpenseInvestmentAdvisoryFees,830197.000,547886.000,346230.000,205572.000,,
NoninterestExpenseRelatedToPerformanceFees,0.000,,165296.000,240978.000,386005.000,94111.000
OperatingExpenses,2739649.000,1893408.000,1469990.000,1029019.000,1084417.000,697278.000
PartnersCapitalAccountDistributions,,0.000,0.000,0.000,0.000,0.000
PartnersCapitalAccountRedemptions,-8788363.000,7684689.000,4857782.000,6107266.000,2643888.000,2999184.000
PartnersCapitalAccountUnitsRedeemed,-988282.545,953365.724,648244.994,809451.717,283314.561,309085.519
PrincipalTransactionsRevenue,,,,,3223223.000,
ProceedsFromLegalSettlements,0.000,,,,,
RealizedInvestmentGainsLosses,-483261.000,-199068.000,444474.000,0.000,,
TradingGainsLosses,,,,2934226.000,,-500137.000
TradingSecuritiesRealizedGainLoss,,-199068.000,444474.000,,,
TradingSecuritiesUnrealizedHoldingGainLoss,,133331.000,-43205.000,,,
UnrealizedGainLossOnInvestments,-1210781.000,133331.000,-43205.000,0.000,,
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,4606460.437,3584790.785,2774112.516,1991023.150,1489830.597,1204884.421
