,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,,,,,,,,,,,,,,-636000.000,,,,31000.000,
AmortizationOfDebtDiscountPremium,,,,,,25000.000,,27000.000,,,,30000.000,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,,67000.000,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,71000.000,,,,,
AmortizationOfIntangibleAssets,,,,,,2300000.000,,2300000.000,,,,3300000.000,,,,3800000.000,,,,3900000.000,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,55247000.000,-9592000.000,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,979389000.000,326511000.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-72869000.000,,,,-93775000.000,,-1823000.000,,,,-20893000.000,,,,-13618000.000,,,,,
ComprehensiveIncomeNetOfTax,,,,,,10145000.000,-7194000.000,19600000.000,52528000.000,-9281000.000,-27370000.000,15880000.000,76016000.000,-8033000.000,-45233000.000,12439000.000,55589000.000,-2858000.000,-18454000.000,18593000.000,40020000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,3338000.000,,-11400000.000,,,,,,,,,,,,,,,,,
CostOfGoodsSold,154379000.000,316673000.000,459224000.000,146034000.000,102140000.000,356613000.000,163515000.000,358577000.000,639564000.000,215826000.000,135465000.000,309249000.000,462815000.000,133053000.000,72514000.000,150102000.000,219864000.000,103568000.000,66297000.000,199593000.000,288941000.000
CostOfServices,40760000.000,52351000.000,44374000.000,39892000.000,39123000.000,57221000.000,44102000.000,53443000.000,53032000.000,50003000.000,49390000.000,60683000.000,60362000.000,52786000.000,52126000.000,62912000.000,58858000.000,53272000.000,53968000.000,66487000.000,58426000.000
CurrentIncomeTaxExpenseBenefit,,,,-1372000.000,,4053000.000,-5000.000,10223000.000,32215000.000,-7888000.000,,11129000.000,46642000.000,-6433000.000,,8809000.000,31218000.000,-6759000.000,,8922000.000,24112000.000
