,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,342200000.000,365200000.000,332100000.000,294800000.000,358000000.000,350000000.000,324300000.000,311400000.000,443700000.000,415400000.000,399900000.000,386900000.000,430100000.000,422500000.000,408000000.000,365900000.000,382100000.000,396900000.000,374600000.000,351600000.000,383400000.000,373100000.000,383400000.000,361500000.000,402100000.000,376800000.000
AccountsReceivableGrossCurrent,,177600000.000,157500000.000,325800000.000,,,,327000000.000,,,,433200000.000,,,,399900000.000,,,,350000000.000,,,,,,
AccountsReceivableNetCurrent,382500000.000,397100000.000,368100000.000,321000000.000,403600000.000,405700000.000,374700000.000,322600000.000,526100000.000,521500000.000,505000000.000,428000000.000,507500000.000,501300000.000,459000000.000,396800000.000,445000000.000,431700000.000,407300000.000,347000000.000,429200000.000,431300000.000,418300000.000,363700000.000,453500000.000,435700000.000
AccrualForEnvironmentalLossContingencies,,,,76200000.000,,,,75400000.000,,,,125900000.000,122100000.000,120500000.000,121700000.000,121100000.000,120500000.000,119400000.000,120600000.000,119900000.000,119800000.000,119400000.000,118200000.000,117300000.000,116900000.000,116300000.000
AccrualForEnvironmentalLossContingenciesNet,,82700000.000,83400000.000,76200000.000,75200000.000,74300000.000,75800000.000,75400000.000,78200000.000,74100000.000,76500000.000,,,,,,,,,,,,,,,
AccruedEmployeeBenefitsCurrent,,,,82000000.000,,,,83500000.000,,,,128700000.000,,,,112200000.000,,,,76800000.000,,,,76400000.000,,
AccruedEnvironmentalLossContingenciesCurrent,,,,12000000.000,,,,10800000.000,,,,12000000.000,,,,11500000.000,,,,10200000.000,,,,8800000.000,,
AccruedEnvironmentalLossContingenciesNoncurrent,,,,64200000.000,,,,64600000.000,,,,113900000.000,,,,109600000.000,,,,109700000.000,,,,108500000.000,,
AccruedLiabilitiesCurrent,153100000.000,161200000.000,155900000.000,144600000.000,107500000.000,134700000.000,141000000.000,144600000.000,134300000.000,257500000.000,185400000.000,209300000.000,131100000.000,170800000.000,153800000.000,173500000.000,110800000.000,136500000.000,125200000.000,127900000.000,116400000.000,140200000.000,124800000.000,129600000.000,97600000.000,112300000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,894400000.000,873500000.000,874300000.000,889000000.000,895700000.000,908900000.000,918600000.000,745100000.000,763600000.000,789900000.000,800900000.000,829300000.000,839600000.000,835200000.000,838900000.000,844300000.000,864900000.000,882100000.000,886400000.000,909100000.000,921300000.000,939800000.000,936700000.000,955400000.000,899300000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,200000.000,,,,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,,,200000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,-16100000.000,,,,-5200000.000,5200000.000,5200000.000,5200000.000,-5200000.000,5200000.000,,,-5200000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-17600000.000,,,,-16500000.000,-22500000.000,-27200000.000,-19500000.000,-20200000.000,-20900000.000,,,-47700000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,25400000.000,8400000.000,-1300000.000,,,,-11100000.000,-17100000.000,-21800000.000,-14100000.000,-14800000.000,-15500000.000,-14400000.000,-30400000.000,-42300000.000,-60200000.000,-56500000.000,-66100000.000,-71300000.000,-71500000.000,-75600000.000,,-94200000.000,,
AcquiredIndefiniteLivedIntangibleAssetAmount,,33200000.000,,,,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,,1047400000.000,,1042700000.000,,,,1016100000.000,,,,1149800000.000,,,,1155400000.000,,,,1155600000.000,,,,1157100000.000,,
AdditionalPaidInCapitalCommonStock,,,1045000000.000,1042700000.000,,,,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,2600000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,,4500000.000,4400000.000,4800000.000,,,,4400000.000,,,,5200000.000,,,,3100000.000,,,,3000000.000,,,,,,
Assets,1828500000.000,1864700000.000,1795100000.000,2080500000.000,2128600000.000,2144200000.000,2156100000.000,2128000000.000,2903500000.000,3073400000.000,2943100000.000,2944100000.000,2858200000.000,2846700000.000,2755800000.000,2711200000.000,2688900000.000,2692700000.000,2637400000.000,2595100000.000,2624400000.000,2619800000.000,2749800000.000,2723300000.000,2776700000.000,2712600000.000
AssetsCurrent,1091100000.000,1111100000.000,1051000000.000,843500000.000,898000000.000,927700000.000,931000000.000,866900000.000,1170800000.000,1355400000.000,1232700000.000,1253600000.000,1170100000.000,1179000000.000,1116900000.000,1042700000.000,1053100000.000,1052900000.000,1011700000.000,960800000.000,948900000.000,951200000.000,1001600000.000,949500000.000,985000000.000,1135300000.000
AssetsHeldForSaleCurrent,,,,,,,,,42000000.000,0.000,0.000,0.000,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,142600000.000
BuildingsAndImprovementsGross,,296800000.000,285500000.000,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,486000000.000,486100000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,601000000.000,599300000.000,599300000.000,602000000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,488000000.000,488000000.000,488000000.000,488000000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,,1900000.000,1900000.000,1900000.000,1900000.000,,,,,,,,,,,,,,,,,,,
