,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableCurrent,3234000.000,9869000.000,8459000.000,5615000.000,8019000.000,4174000.000,3642000.000,3941000.000,5885000.000,3985000.000,5924000.000,8572000.000,4294000.000,3149000.000,5674000.000,2841000.000,3701000.000
AccountsReceivableNetCurrent,31507000.000,30619000.000,34012000.000,32847000.000,38404000.000,33267000.000,37199000.000,32753000.000,31237000.000,28982000.000,33328000.000,31990000.000,33231000.000,36055000.000,32839000.000,33703000.000,32704000.000
AccruedIncomeTaxesCurrent,6627000.000,8211000.000,599000.000,847000.000,866000.000,515000.000,656000.000,656000.000,0.000,0.000,0.000,,,,,,
AccruedLiabilitiesCurrent,,,92443000.000,95199000.000,98952000.000,107543000.000,96683000.000,131106000.000,103369000.000,99438000.000,98095000.000,96800000.000,102317000.000,96309000.000,104960000.000,103630000.000,117538000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,552973000.000,566465000.000,564007000.000,579045000.000,594463000.000,600110000.000,610942000.000,624834000.000,639049000.000,653520000.000,665574000.000,678133000.000,679609000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,22356000.000,,,,20996000.000,,,,21492000.000,,
Assets,1399812000.000,1408303000.000,,1408817000.000,1413207000.000,1406422000.000,1378569000.000,1399521000.000,1343432000.000,1316989000.000,1320819000.000,1306715000.000,1313284000.000,1302216000.000,1296636000.000,1278108000.000,1282659000.000
AssetsCurrent,63202000.000,77450000.000,92880000.000,77873000.000,85597000.000,90292000.000,84126000.000,117534000.000,79848000.000,81541000.000,86177000.000,84878000.000,98759000.000,98355000.000,100297000.000,89759000.000,98393000.000
AssetsNoncurrent,,,1422495000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,20845000.000,32180000.000,46224000.000,34296000.000,33912000.000,32303000.000,34125000.000,36433000.000,33828000.000,35350000.000,37527000.000,29001000.000,32832000.000,26891000.000,36054000.000,28472000.000,35149000.000
CustomerLoyaltyProgramLiabilityCurrent,,,,,,,,,,,,,4730000.000,5625000.000,4963000.000,5077000.000,4877000.000
DebtInstrumentCarryingAmount,,,,,815700000.000,805200000.000,811500000.000,805500000.000,795900000.000,768000000.000,813400000.000,809250000.000,804700000.000,776550000.000,754900000.000,733050000.000,710750000.000
DebtInstrumentFairValue,,,,,,,,,,,,,,,754900000.000,,
DebtInstrumentUnamortizedDiscount,,,,,5145000.000,4891000.000,4628000.000,4361000.000,4084000.000,3618000.000,5577000.000,5296000.000,5013000.000,4727000.000,4189000.000,3758000.000,3315000.000
DeferredFinanceCostsNoncurrentNet,6731000.000,6541000.000,5350000.000,5027000.000,4699000.000,4560000.000,4298000.000,3946000.000,3586000.000,5125000.000,11347000.000,10676000.000,10023000.000,9537000.000,8435000.000,7496000.000,6552000.000
DeferredIncomeTaxLiabilities,,,13376000.000,,,,18356000.000,,,,18612000.000,,,,11233000.000,,
DeferredTaxAssetsGross,,,,,,,8272000.000,,,,14051000.000,,,,8296000.000,,
DeferredTaxAssetsNetCurrent,1317000.000,1545000.000,1656000.000,1764000.000,1804000.000,1755000.000,2196000.000,2171000.000,2085000.000,2235000.000,2488000.000,2431000.000,2373000.000,2454000.000,3378000.000,3366000.000,3340000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,2451000.000,,,,9257000.000,,,,3037000.000,,
DeferredTaxAssetsOther,,,,,,,1385000.000,,,,777000.000,,,,704000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,,,,,,921000.000,,,,1031000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,1715000.000,,,,1466000.000,,,,1490000.000,,
DeferredTaxLiabilities,,,,,,,10084000.000,,,,4561000.000,,,,2937000.000,,
DeferredTaxLiabilitiesDeferredExpense,,,,,,,229000.000,,,,187000.000,,,,825000.000,,
DeferredTaxLiabilitiesNoncurrent,13245000.000,13211000.000,,13742000.000,13177000.000,13214000.000,12280000.000,11483000.000,10216000.000,10864000.000,7049000.000,6035000.000,6725000.000,9202000.000,6315000.000,9877000.000,9387000.000
DeferredTaxLiabilitiesOther,,,,,,,645000.000,,,,697000.000,,,,193000.000,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,17482000.000,,,,17728000.000,,,,10215000.000,,
DueFromRelatedParties,,,,,,,,,,,300000.000,,,,200000.000,,
EmployeeRelatedLiabilitiesCurrent,,,,,21787000.000,21950000.000,16972000.000,20182000.000,20540000.000,22161000.000,20736000.000,20460000.000,18843000.000,23331000.000,22546000.000,22306000.000,20488000.000
EquityMethodInvestments,4570000.000,4175000.000,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetValue,,,,,,,,29101000.000,,,,,,,,,
IncomeTaxReceivable,,,,,,,,,1039000.000,1039000.000,,1037000.000,9000.000,9000.000,5000.000,-1336000.000,-334000.000
IncomeTaxesReceivable,,,,,1043000.000,1127000.000,1039000.000,1039000.000,1039000.000,1039000.000,1037000.000,1037000.000,9000.000,9000.000,0.000,,
InterestPayableCurrent,,,,,22671000.000,22409000.000,22674000.000,22543000.000,22911000.000,20662000.000,15840000.000,5050000.000,14765000.000,5323000.000,15205000.000,5265000.000,14933000.000
InventoryNet,4327000.000,3985000.000,4303000.000,4083000.000,4569000.000,4144000.000,3864000.000,4006000.000,4265000.000,3973000.000,4184000.000,4192000.000,4676000.000,4332000.000,4455000.000,4430000.000,4754000.000
LiabilitiesAndStockholdersEquity,,,1422495000.000,,,,,,,,,,1313284000.000,1302216000.000,1296636000.000,1278108000.000,1282659000.000
LiabilitiesCurrent,105812000.000,114116000.000,101501000.000,101661000.000,107837000.000,112232000.000,100981000.000,135703000.000,109254000.000,103423000.000,107819000.000,109172000.000,113891000.000,106855000.000,122150000.000,115755000.000,130293000.000
LiabilityForClaimsAndClaimsAdjustmentExpense,,,,,,,,,,,,,,,11212000.000,11389000.000,11740000.000
LiabilityForUncertainTaxPositionsNoncurrent,11247000.000,11424000.000,11647000.000,11657000.000,11389000.000,11642000.000,11452000.000,11690000.000,11927000.000,12144000.000,12470000.000,12722000.000,9500000.000,9639000.000,9768000.000,6597000.000,6751000.000
LongTermDebt,,,,,795619000.000,786054000.000,793324000.000,788307000.000,779727000.000,753481000.000,801260000.000,797673000.000,793695000.000,766127000.000,745319000.000,724212000.000,702675000.000
LongTermDebtCurrent,,,,,,,,,,,3800000.000,3800000.000,3800000.000,3800000.000,3800000.000,3800000.000,3800000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,393500000.000,,,,0.000,,,,0.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,0.000,,,,3800000.000,,,,3800000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,0.000,,,,798200000.000,,,,0.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,0.000,,,,3800000.000,,,,743500000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,398000000.000,,,,3800000.000,,,,3800000.000,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,20000000.000,,,,3800000.000,,,,3800000.000,,
LongTermDebtNoncurrent,796096000.000,783726000.000,809808000.000,792997000.000,795619000.000,786054000.000,793324000.000,788307000.000,779727000.000,753481000.000,797460000.000,793873000.000,789895000.000,762327000.000,741519000.000,720412000.000,698875000.000
MembersEquity,,,,,,,,,,,,,386266000.000,409243000.000,411877000.000,419905000.000,431858000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,357264000.000,,,,351386000.000,,,,355393000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,7195000.000,,,,7586000.000,,,,8258000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,6382000.000,,,,6382000.000,,,,6280000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,6413000.000,,,,6382000.000,,,,6573000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,6480000.000,,,,6606000.000,,,,6705000.000,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,6863000.000,,,,6881000.000,,,,7288000.000,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,323931000.000,,,,317549000.000,,,,320289000.000,,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,15798000.000,,,,13660000.000,,,,12842000.000,,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,1842000.000,,,,1706000.000,,,,1753000.000,,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,1672000.000,,,,1342000.000,,,,1444000.000,,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,1743000.000,,,,1342000.000,,,,1444000.000,,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,1842000.000,,,,1413000.000,,,,1444000.000,,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,1842000.000,,,,1706000.000,,,,1525000.000,,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,,,6857000.000,,,,6151000.000,,,,5232000.000,,
OtherAccruedLiabilitiesCurrent,,,,,29333000.000,40466000.000,32343000.000,67254000.000,38335000.000,34882000.000,36485000.000,43503000.000,42171000.000,38911000.000,25571000.000,32641000.000,36820000.000
OtherAssetsNoncurrent,35818000.000,36170000.000,41806000.000,40503000.000,40531000.000,42040000.000,39362000.000,39817000.000,29787000.000,8956000.000,10361000.000,10885000.000,12192000.000,13547000.000,14682000.000,17398000.000,18656000.000
OtherLiabilitiesCurrent,95951000.000,96036000.000,,,,,,,,,,,,,,,
OtherLiabilitiesNoncurrent,16831000.000,16319000.000,16227000.000,16252000.000,16018000.000,15925000.000,15787000.000,15628000.000,8555000.000,8144000.000,7853000.000,7409000.000,7007000.000,4950000.000,5007000.000,5562000.000,5495000.000
PrepaidExpenseAndOtherAssetsCurrent,5206000.000,9121000.000,6685000.000,4883000.000,6908000.000,18823000.000,6742000.000,42171000.000,7394000.000,9962000.000,7613000.000,10256000.000,20845000.000,22793000.000,17895000.000,13531000.000,16292000.000
PropertyPlantAndEquipmentGross,,,,,1835353000.000,1835995000.000,1814790000.000,1817269000.000,1824674000.000,1821477000.000,1823876000.000,1825110000.000,1831359000.000,1834297000.000,1838796000.000,1841588000.000,1838667000.000
PropertyPlantAndEquipmentNet,1289491000.000,1283967000.000,1282459000.000,1285414000.000,1282380000.000,1269530000.000,1250783000.000,1238224000.000,1230211000.000,1221367000.000,1212934000.000,1200276000.000,1192310000.000,1180777000.000,1173222000.000,1163455000.000,1159058000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,5971000.000,4793000.000,5821000.000,5676000.000,6257000.000,6154000.000
RestrictedCashAndInvestmentsCurrent,,,,,,,,,,,,,,,,6257000.000,6154000.000
SelfInsuranceReserve,,,,,,,9083000.000,,,2100000.000,11566000.000,,,,13585000.000,,
SignificantChangeInUnrecognizedTaxBenefitsIsReasonablyPossibleEstimatedRangeOfChangeUpperBound,,,,,,,,,,,,,,,,3000000.000,3000000.000
UnrecognizedTaxBenefits,,,,,6300000.000,,6225000.000,,,,6221000.000,,,,6217000.000,3004000.000,3004000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,,,,2400000.000,,,,3000000.000,,,,3500000.000,,
UnrecognizedTaxBenefitsThatWouldImpactEffectiveTaxRate,,,,,6100000.000,,6000000.000,,,,6000000.000,,,,6000000.000,,
