,2011-06-30
AmortizationOfIntangibleAssets,1347000.000
CostOfGoodsSold,40342000.000
EarningsPerShareBasicAndDiluted,-0.510
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-24867000.000
IncomeTaxExpenseBenefit,587000.000
InvestmentIncomeInterest,1083000.000
NetIncomeLoss,-25454000.000
OperatingExpenses,108384000.000
OperatingIncomeLoss,-25533000.000
OtherNonoperatingIncomeExpense,-417000.000
ResearchAndDevelopmentExpense,35271000.000
Revenues,82851000.000
SalesRevenueGoodsNet,71287000.000
SalesRevenueNet,82851000.000
SellingGeneralAndAdministrativeExpense,31424000.000
TechnologyServicesRevenue,11564000.000
