,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-2277000.000,,,,
ComprehensiveIncomeNetOfTax,8797000.000,1505000.000,-10113000.000,-14466000.000,-30449000.000
CostOfGoodsSold,33464000.000,29859000.000,28073000.000,10320000.000,19695000.000
CurrentIncomeTaxExpenseBenefit,,,,,0.000
DeferredIncomeTaxExpenseBenefit,,,,,0.000
DeferredRevenueRevenueRecognized,,,,,13000.000
DefinedBenefitPlanServiceCost,,,,,793000.000
Depreciation,304000.000,,,,852000.000
EarningsPerShareBasicAndDiluted,0.170,,-0.021,,-0.061
EffectOfExchangeRateOnCashAndCashEquivalents,101000.000,,,,
ForeignCurrencyTransactionGainLossUnrealized,60000.000,,,,
GainLossOnDispositionOfProperty,12963000.000,,,,
GainLossOnSaleOfOtherAssets,,,6092000.000,,
GeneralAndAdministrativeExpense,1705000.000,2080000.000,2812000.000,2698000.000,5037000.000
GrossProfit,1935000.000,6563000.000,7087000.000,2262000.000,3051000.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,-2832000.000,891000.000,-10316000.000,-14806000.000,-30534000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3281000.000,1422000.000,-10750000.000,-13407000.000,-30534000.000
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,-0.060,,,,
IncomeLossFromOperationsBeforeExtraordinaryItemsPerBasicAndDilutedShare,,0.020,-0.021,,-0.061
IncomeTaxExpenseBenefit,-449000.000,531000.000,-434000.000,1399000.000,0.000
IncomeTaxExpenseBenefitContinuingOperations,,,,,0.000
IncomeTaxHolidayAggregateDollarAmount,,,,,2793000.000
IncomeTaxReconciliationOtherReconcilingItems,,,,,-148000.000
IncomeTaxesPaid,0.000,,,,
IncreaseDecreaseInAccountsPayableTrade,2108000.000,,,,
IncreaseDecreaseInAccountsReceivable,-4910000.000,,,,
IncreaseDecreaseInAccruedIncomeTaxesPayable,26000.000,,,,
IncreaseDecreaseInAccruedLiabilities,1167000.000,,,,
IncreaseDecreaseInDeferredIncomeTaxes,484000.000,,,,
IncreaseDecreaseInDueFromRelatedPartiesCurrent,-3000.000,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,-1233000.000,,,,
IncreaseDecreaseInInventories,-3541000.000,,,,
IncreaseDecreaseInNotesPayableCurrent,-5846000.000,,,,
IncreaseDecreaseInNotesReceivableCurrent,1349000.000,,,,
IncreaseDecreaseInOtherReceivables,-868000.000,,,,
IncreaseDecreaseInPrepaidExpense,587000.000,,,,
IncreaseDecreaseInRestrictedCash,5972000.000,,,,
IncreaseDecreaseInRetailRelatedInventories,188000.000,,,,
InterestExpense,1282000.000,1555000.000,2009000.000,3966000.000,3563000.000
InterestPaid,1282000.000,,,,
InventoryWriteDown,,,5431000.000,,
InvestmentIncomeInterest,303000.000,402000.000,479000.000,582000.000,662000.000
MinorityInterestIncreaseFromStockIssuance,216000.000,,,,
NetCashProvidedByUsedInFinancingActivities,6157000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6157000.000,,,,
NetCashProvidedByUsedInInvestingActivities,-8931000.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-8931000.000,,,,
NetCashProvidedByUsedInOperatingActivities,497000.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,497000.000,,,,
NetIncomeLoss,8304000.000,880000.000,-10369000.000,-14557000.000,-30458000.000
NetIncomeLossAttributableToNoncontrollingInterest,0.000,11000.000,53000.000,-116000.000,-76000.000
OperatingIncomeLoss,-2290000.000,2362000.000,1885000.000,-5034000.000,-13055000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,493000.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,493000.000,625000.000,256000.000,91000.000,9000.000
OtherCostAndExpenseOperating,,,,,1100000.000
OtherNonoperatingIncomeExpense,-12000.000,213000.000,418000.000,241000.000,
PaymentsToAcquireAvailableForSaleSecuritiesEquity,0.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,4973000.000,,,,
ProceedsFromBankDebt,12378000.000,,,,
ProceedsFromInterestReceived,303000.000,,,,
ProceedsFromMinorityShareholders,216000.000,,,,
ProceedsFromNotesPayable,31549000.000,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,2747000.000,,,,
ProductWarrantyAccrualCurrencyTranslationIncreaseDecrease,,,,,1000.000
ProductWarrantyAccrualPayments,,,,,-3219000.000
ProductWarrantyAccrualWarrantiesIssued,,,,,8229000.000
ProductWarrantyExpense,139000.000,,,,
ProfitLoss,8304000.000,891000.000,-10316000.000,-14673000.000,
ProvisionForDoubtfulAccounts,,,,,13478000.000
RecognitionOfDeferredRevenue,12000.000,,,,
RepaymentsOfBankDebt,8201000.000,,,,
RepaymentsOfCommercialPaper,29785000.000,,,,
SalesRevenueGoodsNet,35399000.000,36422000.000,35160000.000,12582000.000,22746000.000
SellingAndMarketingExpense,2520000.000,2121000.000,2390000.000,4598000.000,11069000.000
UnrecognizedTaxBenefitsIncreasesResultingFromCurrentPeriodTaxPositions,,,,,4988000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,500000000.000
