,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,1488417.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2036713.000
AdditionalPaidInCapital,31535060.000
Assets,63473543.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,4548191.000
AvailableForSaleSecurities,12711389.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,158174.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,53545.000
AvailableForSaleSecuritiesAmortizedCost,12606760.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,53545.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,4630125.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,1999217.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,2020713.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,7182003.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,7195927.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,12546889.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,12504363.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,3323143.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,3330249.000
AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositionsGreaterThanOrEqualToOneYear,3.000
CashAndCashEquivalentsAtCarryingValue,9081806.000
CommonStockValue,3350.000
DeferredIncomeTaxAssetsNet,629602.000
DeferredPolicyAcquisitionCosts,1335685.000
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipment,3998568.000
EquityMethodInvestments,1232805.000
Goodwill,3007022.000
Liabilities,37893237.000
LiabilitiesAndStockholdersEquity,63473543.000
LiabilityForClaimsAndClaimsAdjustmentExpense,13696995.000
LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseNet,6238964.000
MarketableSecurities,14219462.000
MineralPropertiesNet,993714.000
MinorityInterest,281665.000
NotesReceivableNet,1464591.000
OtherAssets,805958.000
OtherLiabilities,1396136.000
PrepaidReinsurancePremiums,9067488.000
PropertyPlantAndEquipmentNet,49313.000
ReinsurancePayable,10518520.000
ReinsuranceRecoverableForUnpaidClaimsAndClaimsAdjustments,7458031.000
ReinsuranceRecoverables,9579875.000
RetainedEarningsAccumulatedDeficit,-3954105.000
StockholdersEquity,25298641.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,25580306.000
TradingSecurities,1508073.000
TradingSecuritiesCost,1332949.000
TreasuryStockValue,248951.000
UnearnedPremiums,10793169.000
