,2015-06-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,456.000,456.000,,
CashPeriodIncreaseDecrease,,-43422.000,,,,27575.000
CostOfRevenue,,3431.000,4644.000,3510.000,5144.000,1179.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,-0.050,,-0.020
ExtinguishmentOfDebtGainLossIncomeTax,,,,,,3463.000
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,-3463.000
FeesAndCommissions,,,,,,971.000
GeneralAndAdministrativeExpense,29304.000,34816.000,38100.000,40537.000,170278.000,218546.000
GrossProfit,2774.000,-3431.000,7996.000,18403.000,-2625.000,-1179.000
IncomeLossFromContinuingOperations,-71167.000,-61723.000,-59143.000,-69394.000,-290823.000,-433828.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,13889.000,,,,75552.000
IncreaseDecreaseInAccruedInterestReceivableNet,,493.000,,,,
IncreaseDecreaseInDeferredRevenue,,1630.000,,,,11140.000
IncreaseDecreaseInPrepaidExpense,,2131.000,,,,10780.000
InterestExpense,-763.000,-11392.000,-11612.000,-118062.000,620284.000,-195570.000
InterestPaid,,474.000,,,,5931.000
LeaseAndRentalExpense,,,,,,12000.000
NetCashProvidedByUsedInFinancingActivities,,2300.000,,,,250000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,2300.000,,,,250000.000
NetCashProvidedByUsedInOperatingActivities,,-45722.000,,,,-222425.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-45722.000,,,,-222425.000
NetIncomeLoss,,-73115.000,-70755.000,-374116.000,-763497.000,-384215.000
OperatingExpenses,74344.000,58292.000,67139.000,87797.000,288198.000,432649.000
OtherGeneralExpense,,,,,,106583.000
ProceedsFromLoans,,,,,,250000.000
ProfessionalAndContractServicesExpense,,,,,,12000.000
ProfessionalFees,45040.000,23476.000,28583.000,46804.000,118832.000,214103.000
Revenues,5951.000,,12640.000,21913.000,,
SalesRevenueNet,5951.000,,12640.000,21913.000,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,49750.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,6103626.000,6779341.000,6985385.000,8196391.000,-12175981.000,22797820.000
