,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2014-01-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
ProceedsFromRepaymentsOfBankOverdrafts,,,,,,,,-4849.000,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,,0.000,,,,,,
ProfessionalFees,4665.000,1640.000,1915.000,,,,,3225.000,6543.000,7471.000,20803.000,12327.000,32040.000,23629.000
ProfitLoss,-4782.000,,,,,,,,,,,-32387.000,,
Revenues,,0.000,0.000,,,,,98623.000,105608.000,103836.000,102634.000,100532.000,107735.000,121040.000
SaleOfStockNumberOfSharesIssuedInTransaction,,,,,,,25000000.000,,,,,,,
SalesRevenueNet,,0.000,0.000,,,,,98623.000,105608.000,103836.000,102634.000,100532.000,107735.000,121040.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,,,,,,,750000.000,,,,,,,
StockIssuedDuringPeriodValueOther,,,,,,,1096000.000,,,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,0.000,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,30000000.000,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,30000000.000,30000000.000,,30000000.000,30000000.000,49400870.000,58568280.000,66937845.000,64137845.000,-124809950.000,66937845.000,66937845.000,66937845.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,30000000.000,,,,,,,
