,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,3358000000.000,3515000000.000,3371000000.000,,3571000000.000,3324000000.000,3146000000.000,3223000000.000,3218000000.000,3213000000.000,3084000000.000,3097000000.000,3112000000.000,3097000000.000,2827000000.000,2878000000.000,2612000000.000,2602000000.000,2576000000.000,2769000000.000,2653000000.000,2643000000.000,2600000000.000,2589000000.000,2631000000.000,2774000000.000
AccountsPayableTradeCurrent,,,,3668000000.000,,,,,,,,,,,,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,2946000000.000,,,,2662000000.000,,,,2534000000.000,,,,2215000000.000,,,,2138000000.000,,,,1870000000.000,,
AccountsReceivableNetCurrent,3550000000.000,3539000000.000,4008000000.000,2849000000.000,3530000000.000,3174000000.000,3555000000.000,2563000000.000,3021000000.000,2880000000.000,3254000000.000,2435000000.000,2913000000.000,2841000000.000,3021000000.000,2126000000.000,2523000000.000,2476000000.000,2616000000.000,2033000000.000,2482000000.000,2475000000.000,2649000000.000,1769000000.000,2270000000.000,2309000000.000
AccrualForEnvironmentalLossContingencies,,47000000.000,47000000.000,46000000.000,47000000.000,47000000.000,45000000.000,43000000.000,43000000.000,44000000.000,45000000.000,45000000.000,47000000.000,47000000.000,47000000.000,46000000.000,46000000.000,46000000.000,45000000.000,50000000.000,52000000.000,55000000.000,53000000.000,55000000.000,52000000.000,52000000.000
AccruedEnvironmentalLossContingenciesCurrent,,11000000.000,11000000.000,11000000.000,11000000.000,10000000.000,10000000.000,9000000.000,9000000.000,9000000.000,10000000.000,11000000.000,11000000.000,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000,12000000.000,,,,21000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,9068000000.000,8974000000.000,8727000000.000,8629000000.000,8835000000.000,8692000000.000,8881000000.000,8991000000.000,9004000000.000,9060000000.000,9151000000.000,9158000000.000,9275000000.000,9373000000.000,9189000000.000,9029000000.000,8763000000.000,8733000000.000,8700000000.000,8637000000.000,8934000000.000,9042000000.000,9206000000.000,9125000000.000,9361000000.000,9662000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,26000000.000,,,,26000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,7000000.000,,,,-4000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,3430000000.000,,,,4044000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-594000000.000,,,,-538000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3181000000.000,-3079000000.000,-3219000000.000,-3991000000.000,-3867000000.000,-3870000000.000,-3702000000.000,-4560000000.000,-4424000000.000,-4431000000.000,-4363000000.000,-3947000000.000,-3883000000.000,-3830000000.000,-3919000000.000,-4143000000.000,-4174000000.000,-4143000000.000,-4210000000.000,-4010000000.000,-3950000000.000,-3962000000.000,-3957000000.000,-4198000000.000,-4103000000.000,-4052000000.000
AdditionalPaidInCapital,,2801000000.000,2805000000.000,2808000000.000,2809000000.000,2812000000.000,2817000000.000,2815000000.000,2818000000.000,2824000000.000,2838000000.000,2847000000.000,2840000000.000,3293000000.000,3275000000.000,3141000000.000,3145000000.000,3117000000.000,3103000000.000,3093000000.000,3053000000.000,2964000000.000,2926000000.000,2645000000.000,2635000000.000,2638000000.000
AdditionalPaidInCapitalCommonStock,2795000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,109000000.000,112000000.000,105000000.000,97000000.000,106000000.000,97000000.000,100000000.000,99000000.000,96000000.000,100000000.000,106000000.000,99000000.000,98000000.000,98000000.000,96000000.000,89000000.000,86000000.000,97000000.000,98000000.000,105000000.000,114000000.000,110000000.000,110000000.000,101000000.000,105000000.000,113000000.000
AmountOfRestrictedNetAssetsForConsolidatedAndUnconsolidatedSubsidiaries,,,,,,,,660000000.000,,,,768000000.000,,,,611000000.000,,,,551000000.000,,,,735000000.000,,
Assets,17256000000.000,17642000000.000,18129000000.000,17629000000.000,17990000000.000,17601000000.000,17939000000.000,16973000000.000,17458000000.000,17384000000.000,17672000000.000,17527000000.000,17092000000.000,16942000000.000,16656000000.000,18109000000.000,17336000000.000,17516000000.000,17515000000.000,16439000000.000,16777000000.000,16860000000.000,17143000000.000,16511000000.000,17194000000.000,17646000000.000
AssetsCurrent,9492000000.000,9776000000.000,10512000000.000,9812000000.000,9988000000.000,9649000000.000,9805000000.000,8498000000.000,9042000000.000,8969000000.000,9069000000.000,8644000000.000,8206000000.000,8038000000.000,8047000000.000,7724000000.000,7434000000.000,7695000000.000,7922000000.000,6141000000.000,6375000000.000,6468000000.000,6571000000.000,5718000000.000,6325000000.000,6632000000.000
AssetsFairValueDisclosure,,,,,,,,,,80000000.000,67000000.000,59000000.000,57000000.000,67000000.000,78000000.000,86000000.000,120000000.000,73000000.000,75000000.000,22000000.000,14000000.000,25000000.000,19000000.000,50000000.000,23000000.000,14000000.000
AssetsHeldForSaleCurrent,,,,,,,,43000000.000,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,218000000.000,242000000.000,,,,,,,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,35000000.000,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,24000000.000,,,,25000000.000,,,,,,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,1991000000.000,,,,2078000000.000,,,,2359000000.000,,,,2411000000.000,,,,2262000000.000,,,,2323000000.000,,
BusinessCombinationIndemnificationAssetsAmountAsOfAcquisitionDate,,,,,,,,,,,,,,,,,,,,,,,,35000000.000,,
