,2011-06-30,2011-09-30,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,15068.000
AmortizationOfIntangibleAssets,,,13750.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,5487061.000
CommonStockDividendsPerShareDeclared,,,0.000
ComprehensiveIncomeNetOfTax,,,-496445.000
DepreciationAndAmortization,,,66141.000
EarningsPerShareBasicAndDiluted,-0.050,-0.550,-0.630
EquipmentExpense,79306.000,67116.000,91064.000
FeesAndCommissionsDepositorAccounts,272893.000,272009.000,212539.000
ForeclosedRealEstateExpense,,,98826.000
GainsLossesOnSalesOfOtherAssets,,,3791.000
GainsLossesOnSalesOfOtherRealEstate,-1296.000,-42459.000,-3791.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-104778.000,-784662.000,-885892.000
IncomeTaxExpenseBenefit,-64640.000,-354296.000,-396289.000
IncomeTaxesPaidNet,,,-237852.000
IncreaseDecreaseInAccruedInterestReceivableNet,,,328290.000
IncreaseDecreaseInDeferredRevenue,,,5214.000
IncreaseDecreaseInFederalFundsPurchasedAndSecuritiesSoldUnderAgreementsToRepurchaseNet,,,-1007232.000
IncreaseDecreaseInInterestPayableNet,,,82780.000
IncreaseDecreaseInOtherDeposits,,,159737.000
IncreaseDecreaseInOtherOperatingAssets,,,-465370.000
IncreaseDecreaseInOtherOperatingLiabilities,,,11609.000
IncreaseDecreaseInTimeDeposits,,,879579.000
InformationTechnologyAndDataProcessing,,,177140.000
InsuranceCommissionsAndFees,272071.000,343494.000,363434.000
InterestAndDividendIncomeOperating,2977170.000,2931636.000,2713904.000
InterestAndDividendIncomeSecurities,4177.000,3690.000,5037.000
InterestAndFeeIncomeLoansAndLeases,2945057.000,2906621.000,2691558.000
InterestExpense,817238.000,776367.000,708670.000
InterestExpenseBorrowings,176781.000,175879.000,164899.000
InterestExpenseDeposits,640457.000,600488.000,543771.000
InterestIncomeDepositsWithFinancialInstitutions,3.000,223.000,3711.000
InterestIncomeExpenseAfterProvisionForLoanLoss,1234932.000,705269.000,330234.000
InterestIncomeExpenseNet,2159932.000,2155269.000,2005234.000
InterestIncomeFederalFundsSold,1418.000,2286.000,2048.000
InterestIncomeSecuritiesOtherUSGovernment,26515.000,18816.000,11550.000
InterestPaid,,,625890.000
LaborAndRelatedExpense,1024294.000,1002852.000,751927.000
NetCashProvidedByUsedInFinancingActivities,,,-967916.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-967916.000
NetCashProvidedByUsedInInvestingActivities,,,5215889.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,5215889.000
NetCashProvidedByUsedInOperatingActivities,,,1239088.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1239088.000
NetIncomeLoss,-40138.000,-430366.000,-489603.000
NoninterestExpense,1979828.000,2097740.000,1906851.000
NoninterestIncome,640118.000,607809.000,690725.000
NoninterestIncomeOtherOperatingIncome,96450.000,34765.000,110961.000
OccupancyNet,110686.000,144582.000,113225.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentBeforeTaxPeriodIncreaseDecrease,,,-11299.000
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,,,-11299.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,-6842.000
OtherComprehensiveIncomeLossTax,,,-4457.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,-6842.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,4457.000
OtherNoninterestExpense,765542.000,883190.000,379826.000
PaymentsForProceedsFromLoansReceivable,,,-4360796.000
PaymentsToAcquireAvailableForSaleSecurities,,,998460.000
PaymentsToAcquireHeldToMaturitySecurities,,,1009200.000
PaymentsToAcquireProductiveAssets,,,7449.000
PaymentsToSuppliersAndEmployees,,,2122284.000
PensionAndOtherPostretirementBenefitExpense,,,294843.000
ProceedsFromCommissionsReceived,,,686934.000
ProceedsFromInterestReceived,,,3062476.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,,,194.000
ProceedsFromSaleOfAvailableForSaleSecurities,,,2000000.000
ProceedsFromSaleOfForeclosedAssets,,,870008.000
ProvisionForLoanAndLeaseLosses,925000.000,1450000.000,1675000.000
RepaymentsOfFederalHomeLoanBankBorrowings,,,1000000.000
TransferOfOtherRealEstate,,,449290.000
