,2011-12-31
AdjustmentsToAdditionalPaidInCapitalOther,455841.000
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-7762549.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2775350.000
ComprehensiveIncomeNetOfTax,8223375.000
CostOfRevenue,23905317.000
DebtConversionOriginalDebtAmount1,5870.000
Depreciation,199462.000
EarningsPerShareBasic,0.200
EarningsPerShareDiluted,0.200
EffectOfExchangeRateOnCashAndCashEquivalents,61010.000
GeneralAndAdministrativeExpense,1906476.000
GrossProfit,12025510.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,10609596.000
IncomeTaxExpenseBenefit,2765968.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-490860.000
IncreaseDecreaseInAccountsReceivable,-6563892.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,2765968.000
IncreaseDecreaseInCustomerAdvancesAndDeposits,4943938.000
IncreaseDecreaseInOtherCurrentAssets,-477193.000
IncreaseDecreaseInOtherCurrentLiabilities,-53213.000
IncreaseDecreaseInPropertyAndOtherTaxesPayable,1121540.000
InterestIncomeExpenseNonoperatingNet,-19963.000
InterestPaid,19963.000
NetCashProvidedByUsedInFinancingActivities,2780116.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2780116.000
NetCashProvidedByUsedInInvestingActivities,-146855.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-146855.000
NetCashProvidedByUsedInOperatingActivities,81079.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,81079.000
NetIncomeLoss,7843628.000
NonoperatingIncomeExpense,490562.000
OperatingExpenses,1906476.000
OperatingIncomeLoss,10119034.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,379747.000
OtherNonoperatingExpense,-19345.000
OtherNonoperatingIncome,608422.000
PaymentsToAcquirePropertyPlantAndEquipment,-14196.000
ProceedsFromContributionsFromAffiliates,455841.000
ProceedsFromIssuanceOfCommonStock,1600000.000
ProceedsFromIssuanceOrSaleOfEquity,615000.000
ProceedsFromRelatedPartyDebt,109275.000
ProfitLoss,7843628.000
ProvisionForDoubtfulAccounts,304482.000
Revenues,35930827.000
SalesRevenueNet,35930827.000
ShareBasedCompensation,78552.000
StockIssuedDuringPeriodValueNewIssues,203696.000
WeightedAverageNumberOfDilutedSharesOutstanding,39795727.000
WeightedAverageNumberOfSharesOutstandingBasic,39576549.000
