,2014-03-31,2015-03-31,2016-03-31
AccretionOfDiscount,,-27780.000,-72221.000
AdjustmentsToAdditionalPaidInCapitalOther,23465.000,9095.000,
AmortizationOfDebtDiscountPremium,,27778.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,4551.000,-7370.000,5222.000
CostOfServicesLicensesAndServices,,-200000.000,
DebtConversionConvertedInstrumentRate,,0.500,
DebtInstrumentPeriodicPaymentInterest,,10000.000,
EarningsPerShareBasic,0.000,,
EarningsPerShareBasicAndDiluted,,-0.002,-0.005
GeneralAndAdministrativeExpense,28449.000,27135.000,29330.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-74006.000,-140058.000
IncreaseDecreaseInAccountsPayable,,-12740.000,14420.000
IncreaseDecreaseInCustomerAdvancesAndDeposits,,-240000.000,-120000.000
IncreaseDecreaseInDueToRelatedParties,,,-109052.000
IncreaseDecreaseInInterestPayableNet,,-10000.000,-11000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,2000.000,,
InterestExpense,,37778.000,110728.000
InterestExpenseTradingLiabilities,,9093.000,
LicenseCosts,,,200000.000
NetCashProvidedByUsedInFinancingActivities,31000.000,456116.000,196479.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,31000.000,456116.000,196479.000
NetCashProvidedByUsedInInvestingActivities,,-440000.000,-120000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-440000.000,-120000.000
NetCashProvidedByUsedInOperatingActivities,-26449.000,-23486.000,-71257.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-26449.000,-23486.000,-71257.000
NetIncomeLoss,-28449.000,-74006.000,-140058.000
OperatingExpenses,28449.000,,
OperatingIncomeLoss,-28449.000,,
ProceedsFromConvertibleDebt,,100000.000,
ProceedsFromIssuanceOfCommonStock,24700.000,9091.000,265006.000
ProceedsFromIssuanceOrSaleOfEquity,,,265006.000
ProceedsFromLoans,6300.000,347025.000,40525.000
ProfitLoss,-28449.000,,
SaleOfStockConsiderationReceivedOnTransaction,,,265006.000
SaleOfStockNumberOfSharesIssuedInTransaction,,,302000.000
StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,,10000.000,
StockIssuedDuringPeriodSharesOther,1235000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,29645000.000,29796760.000
WeightedAverageNumberOfSharesOutstandingBasic,3385288.000,,
