,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,422500.000,407200.000,407200.000,407200.000,407200.000,407200.000,407200.000,475300.000,694100.000,759400.000,1031100.000
AccruedLiabilitiesCurrent,246900.000,133700.000,228600.000,181300.000,102700.000,162800.000,216900.000,43800.000,36500.000,49500.000,41200.000,51900.000,22900.000,32000.000,26600.000,30200.000,24200.000,33700.000,25500.000,31800.000,28200.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,1386200.000,1189100.000,80700.000,61700.000,46400.000,-145300.000,151600.000,-423300.000,171400.000,210800.000,-84200.000,-207100.000,-150500.000,29500.000,15700.000,12700.000,9400.000,6500.000,4000.000,3000.000,1900.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AssetRetirementObligation,2596700.000,2634600.000,2923600.000,2960800.000,2998100.000,3035300.000,3014300.000,3055300.000,3096300.000,3137300.000,2572500.000,2610700.000,2640200.000,2658400.000,3825600.000,3888200.000,3950800.000,3989700.000,4043900.000,4084300.000,4125400.000
Assets,53427900.000,51266900.000,34522900.000,32923700.000,30917400.000,29457700.000,28316400.000,27050300.000,26786600.000,25875200.000,24301800.000,23789000.000,22176300.000,21184000.000,7874100.000,7738700.000,7357600.000,6472400.000,3351900.000,3192500.000,3144800.000
AssetsCurrent,5564900.000,4442200.000,3888700.000,3374900.000,2294100.000,1737900.000,2116700.000,1706300.000,1888700.000,1686700.000,2703100.000,2625500.000,1421200.000,847800.000,913000.000,980800.000,670000.000,664200.000,498500.000,379500.000,259500.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,199207100.000,,,,194164000.000,,,,208260900.000,,,,212449700.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,26058100.000,,,,21520300.000,,,,6840400.000,,,,2651600.000,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,2769100.000,,,,2406800.000,,,,2387700.000,,,,2387700.000,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,222496100.000,,,,213277500.000,,,,212713600.000,,,,212713600.000,,
Cash,,,,,,,,,,,,,,,,,,,,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,841900.000,772500.000,378400.000,605500.000,314000.000,197800.000,343400.000,322600.000,323800.000,224400.000,467600.000,1051000.000,377100.000,159300.000,44900.000,37200.000,16900.000,0.000,,,
CashEquivalentsAtCarryingValue,,,,,,,,,,,486300.000,,,,0.000,,,,0.000,,
CashUninsuredAmount,,,,,,,,,,,236300.000,,,,0.000,,,,,,
ConstructionInProgressGross,,,,,,,,,239500.000,,,,,,,,,,,,
ConstructionPayableCurrent,,,,,,,,,239500.000,,,,,,,,,,,,
DerivativeAssetFairValueNet,,,,,,,350100.000,97600.000,364200.000,,,,,,,,,,,,
DerivativeAssets,,,,,,,,,,,,,,,,,,,,200800.000,80200.000
DerivativeAssetsCurrent,,,,,,,,,,,,,,,,,,,,200800.000,80200.000
DerivativeFairValueOfDerivativeAsset,,,,,,,,,,,,,,,,,300200.000,288600.000,241600.000,,
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,,,,,,,,,,361800.000,101900.000,84500.000,66400.000,122400.000,390500.000,404100.000,,,,,
DerivativeFairValueOfDerivativeNet,,,,,,-18900.000,309400.000,-257900.000,319000.000,345100.000,31600.000,-94000.000,-53300.000,112900.000,390500.000,404100.000,300200.000,288600.000,241600.000,,
DerivativeLiabilitiesCurrent,,,,,,,,,,,46800.000,172400.000,,,,,,,,,
DerivativeLiabilityFairValueNet1,,,,,,,40700.000,,,,,,,,,,,,,,
DueFromRelatedPartiesCurrent,4723000.000,3669700.000,3510300.000,2769400.000,,,,,,,1003800.000,,,,,,,,,,
DueFromRelatedPartiesNoncurrent,1603000.000,1257300.000,724100.000,554500.000,,,,,,,,,,,,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,,,,44869000.000,,,,7325400.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesDevelopmentCosts,,,,,,,,,,,,,,,1013900.000,,,,883700.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,,,,18337000.000,,,,1627200.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,,,,,,,,,,,,,25518100.000,,,,4814500.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,,,,7951300.000,,,,314800.000,,
GeneralPartnersCapitalAccount,4371500.000,4210200.000,1647600.000,1540800.000,1830800.000,1712100.000,1677500.000,1655500.000,1624900.000,1584600.000,1515400.000,1415600.000,1075800.000,909300.000,-746400.000,-773800.000,-875400.000,-1052600.000,-1426300.000,-1498900.000,-1574700.000
HedgingLiabilitiesCurrent,,,,,,,,,,,,,104500.000,900.000,,,,,,,
