,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,600000.000,,,,,,,,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,2000000.000,2000000.000,,1900000.000,1900000.000,2100000.000,1900000.000,1800000.000,1400000.000,1600000.000,1800000.000,2000000.000,3000000.000,2100000.000,2300000.000,2200000.000,,,,2200000.000,2100000.000,2500000.000,2600000.000,2600000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,1800000.000,1700000.000,,1600000.000,1700000.000,,,,,,,,,,,,,,,,,,,
AmortizationOfAcquisitionCosts,,3500000.000,4200000.000,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,100000.000,,,,200000.000,,,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,3900000.000,700000.000,800000.000,,,,,,5100000.000,5100000.000,5100000.000,5500000.000,5200000.000,4800000.000,5100000.000,5100000.000,5200000.000,5200000.000,5100000.000,5200000.000,5400000.000,5400000.000,5400000.000,5500000.000,6900000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,6900000.000,,,,2500000.000,,,600000.000,,,
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,,,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000
BusinessCombinationAcquisitionRelatedCosts,,,300000.000,,400000.000,800000.000,-1300000.000,0.000,400000.000,100000.000,1100000.000,2000000.000,600000.000,300000.000,1200000.000,800000.000,,-2900000.000,400000.000,,,7900000.000,200000.000,,400000.000
BusinessCombinationIntegrationRelatedCosts,,1200000.000,300000.000,,,,,,,,,,,,,,,,,,,,,,
BusinessExitCosts,,,,,,,,,,,1100000.000,,,,,,,,,,,,,,
BusinessExitCosts1,,,,,,,,,,,,,,,,,,,3100000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-37100000.000,,,,,,,,,,,,,,,,,,,,-57200000.000,,,,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,,,,,,,,,0.040,0.040,0.040,0.040,0.040
ComprehensiveIncomeNetOfTax,,53800000.000,-29700000.000,,33500000.000,-23500000.000,51700000.000,11100000.000,-23200000.000,27900000.000,53200000.000,66800000.000,11500000.000,12800000.000,-77500000.000,-44300000.000,-58100000.000,58600000.000,3800000.000,24900000.000,56000000.000,-2300000.000,59700000.000,8500000.000,37300000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,500000.000,,,100000.000,,100000.000,,300000.000,400000.000,300000.000,700000.000,1600000.000,500000.000,800000.000,-100000.000,400000.000,800000.000,1200000.000,-100000.000,200000.000,100000.000,600000.000,-300000.000,200000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,54300000.000,-29700000.000,,33600000.000,-23500000.000,51800000.000,11200000.000,-22900000.000,28300000.000,53500000.000,67500000.000,13100000.000,13300000.000,-76700000.000,-44400000.000,-57700000.000,59400000.000,5000000.000,24800000.000,56200000.000,-2200000.000,60300000.000,8200000.000,37500000.000
CostOfGoodsSold,167400000.000,188200000.000,198400000.000,238500000.000,186300000.000,209600000.000,205600000.000,237500000.000,185300000.000,217000000.000,208600000.000,280800000.000,207100000.000,217200000.000,214600000.000,257100000.000,161200000.000,191500000.000,193100000.000,228400000.000,170200000.000,162300000.000,172200000.000,209500000.000,172700000.000
CostOfRevenue,191900000.000,217600000.000,229000000.000,260700000.000,215200000.000,232500000.000,237200000.000,275100000.000,218900000.000,253300000.000,245800000.000,316200000.000,244000000.000,256900000.000,252500000.000,292200000.000,193300000.000,226600000.000,228600000.000,266700000.000,208600000.000,201600000.000,208700000.000,249900000.000,208500000.000
CostOfServices,24500000.000,25900000.000,26400000.000,29900000.000,28900000.000,22900000.000,31600000.000,37600000.000,33600000.000,36300000.000,37200000.000,35400000.000,36900000.000,39700000.000,37900000.000,35100000.000,31900000.000,35000000.000,34800000.000,38000000.000,37400000.000,38000000.000,35400000.000,39200000.000,35700000.000
DeferredIncomeTaxExpenseBenefit,-4200000.000,,,,-1300000.000,,,,-2600000.000,,,,300000.000,,,,,,,,,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,200000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,1000000.000,1100000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanInterestCost,,1500000.000,1800000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,1800000.000,2500000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,,,,,,,,,,,,,,,-10200000.000,,,,,,,,
DefinedBenefitPlanServiceCost,,1300000.000,1600000.000,,,,,,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,11900000.000,,,,13600000.000,,,,15200000.000,,,,15200000.000,,,,13500000.000,,,,13200000.000,,,,15100000.000
EarningsPerShareBasic,0.070,0.130,0.120,0.240,0.090,0.060,0.240,0.080,,,,,,,,,,,,,,,,,0.140
EarningsPerShareBasicAndDiluted,,,,,0.090,0.060,0.240,,0.030,0.140,0.100,,0.050,0.100,0.030,,0.040,0.130,0.070,,0.140,0.090,0.290,,
EarningsPerShareDiluted,0.070,0.130,0.120,0.230,0.090,0.060,0.240,0.070,,,,,,,,,,,,,,,,,0.130
EffectOfExchangeRateOnCashAndCashEquivalents,6500000.000,,,,,,,,,,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,-3600000.000,,,,-9000000.000,,,,2200000.000,,,,-10400000.000,,,,5800000.000,,,,
EffectiveIncomeTaxRateContinuingOperations,,0.315,0.490,,0.439,0.487,0.307,-0.798,0.313,0.347,0.369,,0.363,0.492,0.300,-0.743,0.410,0.091,0.453,-0.774,0.169,0.169,-0.093,-0.115,0.313
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,200000.000,300000.000,,300000.000,200000.000,,,,,,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,,,,,,,,,2200000.000,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,,4200000.000,5000000.000,,5100000.000,5600000.000,5500000.000,5800000.000,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,-3800000.000,3000000.000,,-3000000.000,700000.000,-2100000.000,-2400000.000,-400000.000,-4700000.000,-1700000.000,-3600000.000,-1600000.000,,500000.000,,-400000.000,-2900000.000,-2100000.000,-100000.000,-2300000.000,700000.000,,,-2300000.000
GainLossOnSaleOfBusiness,,,,,,,,,900000.000,,,,300000.000,,8700000.000,,,-200000.000,,,,,,,
GoodwillAcquiredDuringPeriod,,,,,9400000.000,,,,,,,,,,,,,,,,,,,,20600000.000
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,,,,,,,,,,,,,,,400000.000
