,2011-06-30,2011-09-30,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-9801000.000
ComprehensiveIncomeNetOfTax,,,5601000.000
CostOfGoodsSold,19424000.000,11180000.000,20157000.000
DeferredIncomeTaxExpenseBenefit,,,2283000.000
DepreciationDepletionAndAmortization,,,146000.000
EarningsPerShareBasic,0.380,0.060,0.680
EarningsPerShareDiluted,0.360,0.060,0.660
EffectOfExchangeRateOnCashAndCashEquivalents,,,216000.000
GeneralAndAdministrativeExpense,3032000.000,2391000.000,1767000.000
GrossProfit,14692000.000,9325000.000,17642000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2957000.000,516000.000,7802000.000
IncomeTaxExpenseBenefit,33000.000,33000.000,2417000.000
IncomeTaxesPaid,,,81000.000
IncreaseDecreaseInAccountsPayable,,,-4551000.000
IncreaseDecreaseInAccountsReceivable,,,21696000.000
IncreaseDecreaseInAccruedLiabilities,,,4600000.000
IncreaseDecreaseInInventories,,,-3178000.000
IncreaseDecreaseInOtherCurrentAssets,,,-723000.000
InterestIncomeExpenseNonoperatingNet,-39000.000,-8000.000,-7000.000
InterestPaid,,,7000.000
InventoryWriteDown,,,-342000.000
NetCashProvidedByUsedInFinancingActivities,,,7000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,7000.000
NetCashProvidedByUsedInInvestingActivities,,,-60000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-60000.000
NetCashProvidedByUsedInOperatingActivities,,,-9964000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-9964000.000
NetIncomeLoss,2924000.000,483000.000,5385000.000
OperatingExpenses,11696000.000,8801000.000,9828000.000
OperatingIncomeLoss,2996000.000,524000.000,7814000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,216000.000
OtherNonoperatingIncomeExpense,,,-5000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,60000.000
ProceedsFromRepaymentsOfDebt,,,-1000.000
ProceedsFromStockOptionsExercised,,,8000.000
ProvisionForDoubtfulAccounts,,,128000.000
ResearchAndDevelopmentExpense,690000.000,733000.000,755000.000
Revenues,34116000.000,20505000.000,37799000.000
SalesRevenueNet,34116000.000,20505000.000,37799000.000
SellingAndMarketingExpense,7974000.000,5677000.000,7306000.000
ShareBasedCompensation,,,182000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,182000.000
StockIssuedDuringPeriodValueStockOptionsExercised,,,8000.000
